NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.541	21.602	11.308	13.702	0.107	0.987	30000.0
2	43.097	20.344	10.254	13.002	0.109	0.987	60000.0
3	42.609	19.887	10.296	12.854	0.104	0.988	60000.0
4	46.227	22.019	11.382	14.583	0.113	0.984	40000.0
5	45.98	21.742	11.055	13.986	0.112	0.985	40000.0
6	43.636	20.871	10.599	13.424	0.113	0.985	40000.0
7	46.809	22.289	11.078	14.114	0.117	0.985	50000.0
8	46.291	21.954	11.071	13.796	0.116	0.985	80000.0
9	45.599	21.367	10.971	13.648	0.109	0.986	40000.0
10	45.944	22.024	11.139	13.857	0.113	0.986	50000.0
