NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.441	16.044	9.953	10.71	0.082	0.991	40000.0
2	45.515	17.615	11.525	11.721	0.087	0.991	40000.0
3	46.225	18.446	11.589	12.357	0.086	0.988	40000.0
4	40.333	16.093	10.251	10.965	0.083	0.991	20000.0
5	42.823	16.98	10.512	11.11	0.085	0.992	50000.0
6	48.217	18.729	12.119	12.322	0.085	0.99	50000.0
7	41.574	16.889	10.221	11.388	0.086	0.99	50000.0
8	41.226	16.3	10.025	10.535	0.09	0.992	60000.0
9	38.575	14.894	9.495	9.883	0.082	0.993	30000.0
10	41.813	16.521	10.611	11.375	0.082	0.989	60000.0
