Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	94	116	0	0	0	4	61	31	56	0	13	0	10	0	0	0	0	0	0	0
V2	0	152	3	0	0	125	0	14	5	6	48	0	5	0	8	0	0	0	11	0
V3	123	44	0	178	0	0	44	0	0	84	8	45	3	0	37	11	0	9	0	18
V4	13	42	160	0	24	12	2	3	0	4	40	1	14	29	0	0	0	0	0	0
V5	19	57	65	9	171	56	8	73	42	9	82	23	5	0	4	0	0	0	0	0
V6	0	43	0	24	4	0	1	0	0	5	0	0	4	13	0	0	0	1	4	0
V7	4	0	207	54	37	0	3	17	13	0	0	48	0	33	0	0	0	5	7	0
V8	29	1	2	35	0	80	11	0	0	13	0	0	29	0	30	0	0	0	5	0
V9	3	59	11	0	0	0	6	55	10	0	0	0	0	0	0	0	0	0	0	0
V10	32	17	30	67	43	11	12	12	3	27	5	0	5	0	23	0	0	8	6	0
V11	26	132	0	20	57	0	25	2	0	113	0	135	13	0	0	9	0	15	0	15
V12	151	3	25	0	8	68	85	0	3	8	7	0	39	0	0	0	0	0	0	0
V13	26	16	0	16	64	0	15	21	9	17	2	0	12	42	0	0	0	8	4	0
V14	9	19	38	0	0	1	24	24	22	21	0	10	3	0	0	0	0	0	0	0
V15	9	26	0	150	0	1	16	0	0	15	13	64	7	9	19	6	0	5	3	0
V16	23	47	0	0	0	0	19	49	62	7	0	1	0	0	0	0	0	0	0	0
V17	9	14	0	58	0	21	0	37	54	28	0	49	12	0	0	0	0	0	0	5
V18	22	0	1	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0
V19	60	0	57	4	7	68	23	9	14	0	55	0	31	0	0	0	0	0	0	0
V20	359	266	69	32	36	0	151	7	37	1	0	13	0	0	0	0	0	0	0	0
V21	30	0	54	0	15	0	7	58	23	0	4	0	0	0	0	0	0	0	0	3
V22	3	28	0	0	0	38	4	17	19	2	62	0	38	0	0	0	0	2	0	0
V23	277	18	4	0	0	13	114	0	1	21	0	44	4	22	0	0	0	0	0	0
V24	0	54	362	0	16	4	0	32	7	2	3	0	0	0	0	0	59	0	4	0
V25	5	0	8	0	0	2	9	29	24	14	18	10	0	0	0	0	0	0	0	0
V26	23	15	35	0	0	62	12	2	6	0	1	0	8	0	7	0	0	0	3	0
V27	1	20	13	0	11	0	5	15	13	46	0	30	7	20	0	10	0	0	0	8
V28	2	108	66	0	0	91	0	0	0	0	0	0	26	6	3	0	0	21	5	0
V29	15	0	14	54	0	6	4	0	0	0	5	10	19	0	22	0	1	3	0	0
V30	17	57	7	0	38	2	3	0	0	10	18	9	0	2	0	0	0	6	0	0
V31	18	0	0	0	10	0	4	5	2	0	0	3	0	0	0	0	0	0	0	0
V32	25	33	2	22	47	0	11	2	0	5	0	0	0	0	0	38	0	12	9	6
V33	2	4	27	0	0	1	2	23	28	51	0	16	0	20	0	10	0	0	0	0
V34	0	115	12	2	6	0	1	0	1	8	11	0	0	0	0	0	2	0	12	0
V35	70	0	21	0	9	0	22	7	7	0	0	2	0	8	0	0	0	0	0	0
V36	18	5	124	2	0	49	9	1	6	17	0	0	0	0	0	22	0	5	0	0
V37	3	77	0	122	0	0	5	11	0	28	0	4	12	0	6	0	21	0	0	0
V38	0	103	161	54	137	33	0	30	34	15	0	40	6	7	0	0	0	18	23	0
V39	4	0	0	144	10	24	0	0	0	0	0	8	24	0	1	13	32	0	0	0
V40	6	32	1	197	16	14	2	4	0	56	33	66	13	17	11	0	0	0	0	0
V41	31	42	65	0	0	25	24	26	22	1	23	0	14	70	0	0	0	0	3	1
V42	27	0	8	0	0	1	19	13	2	0	14	1	3	0	1	0	3	0	0	0
V43	153	21	9	37	22	9	56	10	9	19	0	14	0	0	0	11	0	12	0	0
V44	17	7	22	0	0	3	6	10	19	46	4	14	0	17	0	0	0	0	0	0
V45	108	92	0	0	18	61	45	34	67	0	15	0	33	25	0	0	0	0	0	0
V46	83	27	1	55	0	3	50	12	33	10	24	30	26	0	4	0	0	0	0	0
V47	0	0	70	0	0	69	0	7	4	9	19	11	75	0	26	0	0	3	2	0
V48	0	0	5	31	1	0	0	9	6	0	0	4	0	0	1	0	0	0	0	0
V49	12	0	0	0	9	0	6	34	39	0	7	0	0	0	0	0	0	0	0	0
V50	0	15	97	44	30	51	0	0	0	6	19	0	11	19	29	6	15	0	13	0
V51	12	33	19	125	0	7	20	5	5	35	0	13	0	31	0	0	0	0	0	0
V52	18	0	2	4	39	1	12	6	9	40	7	48	4	0	4	0	0	0	0	11
V53	112	83	16	0	123	0	70	19	16	18	0	39	0	0	0	0	0	0	0	0
V54	92	0	12	63	5	37	37	15	34	25	46	3	0	10	34	0	0	1	0	5
