NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.353	18.292	10.948	11.063	0.112	0.991	30000.0
2	51.882	19.529	12.694	12.452	0.113	0.989	40000.0
3	46.696	17.907	10.712	11.088	0.115	0.991	60000.0
4	51.693	19.309	12.236	12.041	0.116	0.99	40000.0
5	48.306	18.445	11.086	11.24	0.111	0.991	70000.0
6	53.401	20.237	12.912	12.849	0.12	0.987	40000.0
7	57.496	21.424	14.797	14.241	0.116	0.985	50000.0
8	50.667	19.735	11.917	12.682	0.12	0.988	30000.0
9	50.792	19.334	11.509	11.865	0.12	0.989	40000.0
10	48.08	18.406	10.814	11.179	0.12	0.991	40000.0
