NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.824	24.776	12.679	14.05	0.161	0.982	20000.0
2	55.658	24.513	12.76	13.753	0.156	0.986	30000.0
3	56.055	24.631	13.234	14.081	0.15	0.986	30000.0
4	54.981	24.391	12.531	13.594	0.15	0.986	40000.0
5	54.938	24.767	12.56	13.833	0.151	0.986	40000.0
6	52.742	23.544	12.052	13.081	0.15	0.987	30000.0
7	52.321	23.381	12.077	13.048	0.14	0.988	30000.0
8	55.595	23.74	12.861	13.13	0.145	0.988	40000.0
9	53.355	23.156	12.255	12.99	0.14	0.989	20000.0
10	55.761	25.199	12.839	14.022	0.157	0.986	30000.0
