Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V72	3.58E+00	8.33E-01	1.73E+00	3.34E+00	4.42E-01
V73	1.67E+00	8.60E-01	1.93E+00	2.74E+00	2.37E+00
V74	1.79E+00	0.00E+00	3.48E+00	4.59E+00	0.00E+00
V75	2.89E+00	2.46E+00	1.29E+00	1.19E+00	3.09E+00
V76	2.34E+00	1.16E+00	3.17E+00	3.10E+00	3.22E+00
V77	3.14E+00	2.54E+00	2.77E+00	1.48E+00	3.09E+00
V78	6.05E-01	3.89E-01	1.86E+00	1.64E+00	0.00E+00
V79	2.43E+00	7.75E-01	4.91E+00	4.37E+00	2.91E-01
V80	3.43E+00	2.64E+00	4.99E+00	2.66E+00	1.49E+00
V81	2.47E+00	6.54E-01	3.18E+00	1.90E+00	1.22E+00
V82	3.93E+00	6.29E-01	6.68E+00	4.65E+00	1.49E+00
V83	2.06E+00	4.47E-01	3.38E+00	7.75E-01	1.65E+00
V84	2.50E+00	2.57E+00	3.65E-01	3.59E+00	7.31E-01
V85	2.45E+00	1.53E+00	2.25E+00	9.29E-01	7.12E-01
V86	1.19E+00	8.88E-01	1.44E+00	5.77E-01	3.79E-01
V87	3.16E+00	2.02E+00	1.31E+00	2.89E+00	0.00E+00
V88	2.67E+00	1.18E+00	3.30E+00	6.87E-01	3.33E-01
V89	0.00E+00	2.43E+00	3.57E+00	2.36E+00	2.84E+00
V90	2.13E+00	2.26E+00	1.67E+00	1.11E+00	1.41E+00
V91	1.49E+00	1.14E+00	3.33E+00	2.22E+00	1.92E+00
V92	2.22E+00	2.24E+00	6.29E+00	1.83E+00	5.15E+00
V93	3.35E-01	2.91E+00	1.40E+00	1.98E+00	1.96E+00
V94	3.32E+00	2.75E+00	3.20E+00	9.46E-01	6.63E-01
V95	8.97E-01	2.37E+00	2.62E+00	1.23E+00	1.29E+00
V96	6.16E-01	2.95E+00	2.70E+00	1.47E+00	4.42E-01
V97	1.05E+00	0.00E+00	1.26E+00	1.42E+00	8.95E-01
V98	2.24E+00	1.78E+00	3.07E+00	2.78E+00	2.77E+00
V99	2.45E+00	1.48E+00	2.52E+00	2.54E+00	6.70E-01
V100	3.50E+00	5.16E-01	2.19E+00	5.33E-01	1.97E+00
