Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0	16	7	27	24
V2	30	71	131	16	106
V3	65	27	44	55	17
V4	45	62	37	12	130
V5	111	12	30	36	4
V6	219	193	0	9	31
V7	8	0	74	2	115
V8	67	3	2	40	55
V9	2	14	108	12	3
V10	15	63	43	4	296
V11	18	183	6	0	11
V12	1	44	7	37	6
V13	114	1	7	5	46
V14	488	216	24	1	112
V15	26	40	68	168	32
V16	51	0	29	31	0
V17	103	37	48	10	20
V18	0	116	19	13	2
V19	2	77	1	59	11
V20	108	20	20	9	25
V21	28	0	153	0	131
V22	116	167	6	1	50
V23	18	15	78	147	13
V24	10	22	15	41	127
V25	80	13	76	152	1
V26	27	33	0	4	66
V27	55	5	15	192	73
V28	6	17	13	45	6
V29	6	23	260	0	7
V30	15	11	369	4	87
V31	8	0	38	26	29
V32	19	83	34	106	2
V33	24	46	120	2	31
V34	169	26	75	53	9
V35	164	57	82	253	46
V36	77	80	3	202	5
V37	70	79	0	12	2
V38	25	0	46	4	18
V39	0	21	5	8	16
V40	4	79	25	15	38
V41	62	71	24	107	164
V42	10	88	18	629	6
V43	76	221	161	5	3
V44	136	55	199	100	4
V45	37	33	88	4	35
V46	16	571	32	22	8
V47	0	51	8	26	37
V48	60	0	11	0	0
V49	132	20	10	3	0
V50	45	44	81	3	2
V51	194	85	17	73	6
V52	0	1	4	72	20
V53	12	112	24	2	19
V54	11	122	11	7	47
V55	150	1	0	139	7
V56	38	84	7	1	4
V57	81	54	72	51	17
V58	48	10	92	13	3
V59	8	27	159	439	0
V60	0	0	48	69	0
V61	114	9	41	2	142
V62	2	514	62	177	126
V63	357	16	2	80	193
V64	9	6	3	57	10
V65	346	3	14	34	9
V66	6	440	9	24	0
V67	380	17	36	0	10
V68	101	23	41	72	0
V69	227	555	30	11	95
V70	16	2	67	0	8
V71	188	185	0	50	13
V72	91	5	7	190	1
V73	6	2	195	22	17
V74	61	0	124	169	1
V75	153	64	5	27	94
V76	38	13	39	107	116
V77	86	154	23	22	180
V78	3	4	19	45	0
V79	59	18	120	186	2
V80	70	53	204	108	17
V81	69	4	41	48	10
V82	272	6	324	246	9
V83	12	5	175	6	37
V84	23	30	0	370	4
V85	32	35	6	9	7
V86	0	4	244	2	1
V87	76	32	38	80	0
V88	50	12	202	2	1
V89	0	25	150	72	83
V90	389	112	10	12	13
V91	6	15	99	43	54
V92	19	54	173	34	132
V93	2	84	4	22	32
V94	95	74	163	12	4
V95	7	104	55	16	11
V96	0	70	138	18	1
V97	46	4	21	12	13
V98	70	35	30	65	105
V99	31	27	39	37	8
V100	157	4	54	11	53
