NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.022	16.978	12.059	9.195	0.095	0.994	60000.0
2	50.545	16.331	11.675	8.699	0.092	0.994	110000.0
3	51.009	16.513	11.256	8.446	0.093	0.995	30000.0
4	50.982	16.714	11.527	8.653	0.098	0.995	50000.0
5	49.087	15.865	10.789	7.977	0.09	0.996	20000.0
6	53.501	17.442	12.079	9.164	0.098	0.994	60000.0
7	52.006	17.224	11.54	8.876	0.096	0.994	60000.0
8	51.318	16.697	11.726	8.631	0.095	0.995	60000.0
9	49.465	16.018	11.276	8.478	0.092	0.995	50000.0
10	50.535	16.488	11.23	8.49	0.094	0.995	40000.0
