Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	6	0	0	0	7	38	43	0	0	0	1	0	17	40	0	14	0	0
V2	5	17	1	20	20	0	25	28	108	46	0	14	23	12	5	0	0	0
V3	42	0	10	0	10	59	34	32	0	18	4	8	0	0	5	10	0	0
V4	39	38	39	51	133	8	0	9	16	0	29	0	0	0	0	7	0	0
V5	3	125	128	117	20	0	0	1	0	0	8	34	0	0	0	10	0	0
V6	4	0	39	1	3	48	121	0	0	0	6	1	25	0	0	3	0	4
V7	109	8	33	5	2	0	0	3	0	0	1	6	0	0	0	17	0	0
V8	0	1	0	7	31	9	44	41	7	71	7	0	7	22	0	0	1	11
V9	1	41	6	30	26	50	3	0	7	27	9	10	3	2	0	0	0	0
V10	19	11	19	19	0	44	0	56	17	0	0	0	15	18	0	7	2	5
V11	13	34	17	11	142	3	0	0	3	0	40	0	4	0	0	8	0	0
V12	22	13	1	3	49	25	0	61	18	49	14	0	0	0	2	0	0	0
V13	30	113	73	35	71	1	1	0	117	174	29	0	0	0	0	0	11	0
V14	25	0	95	0	1	11	18	10	19	7	1	0	26	2	0	6	0	0
V15	0	4	0	1	4	0	0	19	38	68	0	0	0	7	0	0	0	0
V16	0	0	0	8	36	11	1	2	3	0	20	0	0	0	1	0	19	0
V17	0	3	51	0	14	9	9	0	13	0	1	0	0	16	0	0	3	10
V18	15	9	6	3	50	42	92	0	0	3	16	0	2	0	14	2	0	4
V19	13	2	39	5	1	0	0	0	0	0	2	2	0	2	0	0	0	0
V20	111	54	4	28	3	0	0	13	3	13	0	0	0	0	11	0	0	0
V21	16	24	1	16	5	0	0	66	14	44	2	9	1	0	0	0	14	0
V22	2	363	5	280	4	0	0	0	0	0	1	0	0	0	0	0	0	0
V23	1	154	4	99	120	11	0	0	0	0	29	0	2	0	0	0	0	0
V24	3	27	0	0	0	0	2	9	7	2	0	0	7	0	0	0	0	0
V25	4	0	5	0	18	34	50	65	0	3	4	6	2	0	6	0	0	0
V26	5	214	1	213	28	0	0	12	6	0	15	5	0	0	0	0	0	0
V27	1	0	20	0	0	0	17	37	51	18	0	3	18	0	29	0	0	0
V28	81	48	12	37	26	0	21	0	0	0	8	27	4	0	0	10	2	0
V29	87	52	19	25	3	8	0	0	0	0	3	33	8	5	0	4	0	0
V30	83	0	16	14	1	32	0	34	5	142	0	0	1	0	14	0	0	17
V31	0	0	2	2	0	0	0	34	0	19	0	0	0	8	5	0	0	0
V32	59	0	53	2	0	66	83	35	65	24	0	15	52	13	17	0	0	0
V33	20	30	3	13	6	0	0	0	18	8	0	17	1	5	0	0	0	0
V34	386	0	0	2	39	19	0	0	0	0	10	0	0	0	37	21	0	0
