De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature 83-A, 0, 0, 0, 1, 1
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature ID1 (100.00%), 4.73,  0.93, 0.022, 1.00, 1.00
Signature 83-D, Signature ID2 (100.00%), 10.79,  2.09, 0.109, 1.00, 1.00
Signature 83-E, Signature ID9 (100.00%), 9.50,  4.98, 0.062, 1.00, 1.00
Signature 83-F, Signature ID8 (100.00%), 21.13,  11.02, 0.081, 0.99, 0.99
