MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.0019929012112811506	0.0004586043301969767	0.0008583170128986239	0.0	0.015151011920534075	0.4216472715139389	0.024111944856122135	0.00891575003042817	0.18322023823857309	0.04380625877529383	0.03872622679919004	0.04184552365913987
1:Del:C:1	0.0006723228864416342	0.0020770490635186436	0.0002767338010016829	4.4747871470462995e-07	0.008388882453371594	0.0917745515704155	0.017108241096138954	0.009952208353206515	0.07286251513287426	0.044721709378063676	0.005687017925083637	0.027448576290044
1:Del:C:2	0.00013595669297501446	1.5477184685153134e-05	0.023199868202209473	0.0009220537031069398	0.006261689169332385	0.003676171717233956	0.014736791513860226	0.0013917161617428065	0.0014603101677494123	0.005541645538642115	0.014633311703801156	0.0151304004015401
1:Del:C:3	1.44499961152178e-07	0.0013877127537853084	0.11682215332984924	0.0021370807065977716	0.0013429798651486634	0.023028537444770337	0.035472635664700644	0.002375044557265937	0.003962099924683571	0.009570495411753654	0.0030303085688501595	0.038236167095601556
1:Del:C:4	0.00015530327963233503	0.0002933279049315729	0.0	0.0018650246833431083	0.003671569190919399	0.008592312783002853	0.000510068191215396	0.0029314571409486236	0.012980535440146924	0.012618531635962427	0.006988336580013766	0.015518042958865408
1:Del:C:5	0.0008777355513302609	0.003129216528031975	0.00011613561073318124	0.01281560380011797	0.0004373717260023113	0.000128771052622767	9.00549196103384e-08	0.005275099194841459	0.003626592829823494	0.005634519155137241	0.0059774168999865655	0.0037444108398631214
1:Del:T:0	0.001305219333153218	0.0021526891505345702	0.0014089092524955048	0.004483328247442841	0.03681653691455722	0.06869651880115271	0.042823224498715715	0.004214712139219046	0.11562056541442871	0.04069336010143161	0.025589543953537942	0.03422585483640432
1:Del:T:1	0.0009731197330751229	0.0010028422737711651	0.00012870159878417554	7.270540436365991e-08	0.008365424140356481	0.06752142868936062	5.0614698920981025e-08	0.002635483373887837	0.01086602583527565	5.1286491498103715e-08	0.017415540653746574	0.013703439896926285
1:Del:T:2	0.0009968835232456285	0.0004907023126432541	0.0030138733924555796	0.001038904870637225	0.0037813820099245276	0.1275676118209958	0.004448962639344245	0.0006680009420961142	0.018021350390472434	0.021887933245557177	0.06468942528958906	0.04034536692779511
1:Del:T:3	0.001526586979161948	0.002850413936539553	0.002501293027307838	0.0077113793697208164	0.0011498250067234039	0.09159361906349658	0.018014760594815014	0.0020330048108462505	0.22333827763795852	0.013661190590028127	0.022754668977245273	0.03227066518738866
1:Del:T:4	0.0011183928960235789	0.0045222521526739005	0.0012662413530051709	0.05132969655096531	0.0	0.042810885980725286	0.027958430559374393	0.0048967604561767075	0.0879069697111845	0.020958971977233887	0.04883812905754894	0.03635541051626205
1:Del:T:5	9.493501750057476e-07	7.743276881910788e-08	0.0019893839270480385	0.8740734994411469	3.534371415980786e-07	6.682344910302618e-07	3.1403981907374146e-06	1.292926589258059e-06	7.656046363990753e-07	1.6051983550369187e-06	1.180050453797321e-06	0.1863529717025642
1:Ins:C:0	1.9422815162961625e-05	1.1467222265082455e-07	3.143901220461487e-05	3.785452804550005e-08	0.002566979432822336	4.0419922488865725e-05	2.827815919204113e-08	0.0004417697070683957	0.0011206161934133262	0.0012052060399412312	0.001073915816711235	0.0011855903244764932
