MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	9.33E-04	4.59E-04	5.19E-04	0.00E+00	4.77E-03	2.16E-02	1.45E-02	5.05E-03	3.71E-02	3.28E-02	2.00E-02	2.56E-02
1:Del:C:1	4.47E-04	1.21E-03	2.30E-04	4.47E-07	4.01E-03	1.91E-02	1.38E-02	4.39E-03	2.82E-02	1.93E-02	3.00E-03	2.00E-02
1:Del:C:2	1.36E-04	1.55E-05	4.09E-03	6.93E-04	1.41E-03	1.06E-03	8.66E-03	9.59E-04	1.25E-03	1.84E-03	1.07E-02	7.76E-03
1:Del:C:3	1.44E-07	3.79E-04	1.22E-02	9.49E-04	7.59E-04	6.95E-03	1.04E-02	1.10E-03	3.02E-03	5.56E-03	1.82E-03	3.06E-02
1:Del:C:4	1.28E-04	1.59E-04	0.00E+00	6.99E-04	2.25E-03	3.25E-03	5.10E-04	2.21E-03	6.69E-03	8.17E-03	4.26E-03	9.44E-03
1:Del:C:5	3.99E-04	1.08E-03	1.16E-04	1.34E-03	2.27E-04	1.29E-04	9.01E-08	1.33E-03	2.96E-03	4.68E-03	2.93E-03	1.88E-03
1:Del:T:0	1.11E-03	1.17E-03	9.13E-04	2.02E-03	4.62E-03	1.46E-02	1.90E-02	3.63E-03	3.64E-02	1.24E-02	1.10E-02	1.48E-02
1:Del:T:1	4.85E-04	4.70E-04	1.29E-04	7.27E-08	2.51E-03	1.02E-02	5.06E-08	1.93E-03	5.97E-03	5.13E-08	1.51E-02	7.99E-03
1:Del:T:2	8.17E-04	3.35E-04	1.72E-03	6.05E-04	1.29E-03	3.89E-02	2.88E-03	4.58E-04	8.29E-03	1.14E-02	2.25E-02	1.72E-02
1:Del:T:3	1.42E-03	1.07E-03	1.27E-03	2.47E-03	1.15E-03	1.83E-02	1.16E-02	9.38E-04	5.08E-02	6.77E-03	1.48E-02	1.22E-02
1:Del:T:4	6.42E-04	9.97E-04	6.80E-04	6.08E-03	0.00E+00	1.58E-02	1.47E-02	2.36E-03	2.71E-02	1.59E-02	3.46E-02	2.56E-02
1:Del:T:5	8.07E-08	5.41E-08	1.98E-03	5.83E-03	1.52E-07	2.98E-07	2.33E-06	8.48E-07	7.66E-07	6.38E-07	5.74E-07	9.63E-02
1:Ins:C:0	1.93E-05	4.59E-08	3.14E-05	1.72E-08	6.73E-04	3.99E-05	1.95E-08	2.94E-04	9.30E-04	8.04E-04	5.54E-04	1.19E-03
1:Ins:C:1	4.77E-08	7.82E-09	3.59E-07	2.41E-04	5.20E-04	2.87E-04	6.46E-04	2.26E-08	7.53E-04	1.12E-03	2.81E-03	7.52E-04
1:Ins:C:2	4.16E-05	2.22E-08	2.34E-08	4.27E-07	3.16E-04	5.04E-08	5.64E-04	4.28E-07	2.59E-07	2.86E-04	2.79E-04	1.06E-03
1:Ins:C:3	2.72E-08	4.53E-04	9.75E-09	1.62E-04	2.70E-04	7.87E-08	1.15E-04	8.37E-04	1.59E-03	1.29E-04	2.12E-05	2.95E-04
1:Ins:C:4	8.48E-05	4.74E-04	0.00E+00	7.96E-04	1.71E-07	1.32E-05	0.00E+00	4.94E-03	2.21E-08	2.89E-03	2.22E-04	2.78E-03
1:Ins:C:5	2.01E-04	4.01E-03	2.15E-04	8.39E-04	1.08E-04	0.00E+00	7.59E-03	3.53E-03	2.84E-03	1.43E-02	4.01E-03	1.28E-02
1:Ins:T:0	1.30E-04	9.30E-04	3.48E-04	0.00E+00	8.49E-04	1.26E-03	1.25E-02	6.10E-03	8.27E-03	1.50E-03	3.40E-03	2.02E-03
1:Ins:T:1	5.27E-05	0.00E+00	4.83E-03	5.26E-04	8.20E-04	4.71E-03	1.23E-02	5.72E-04	1.85E-03	1.23E-03	8.46E-08	4.79E-02
1:Ins:T:2	2.77E-05	1.59E-09	1.97E-05	1.90E-07	7.64E-04	9.36E-05	1.12E-03	2.53E-04	1.80E-03	1.59E-03	5.37E-04	3.67E-03
1:Ins:T:3	2.41E-05	1.11E-03	3.40E-06	1.22E-04	1.10E-07	3.41E-05	2.18E-03	5.15E-03	1.66E-03	1.10E-03	4.06E-03	5.95E-04
1:Ins:T:4	3.15E-04	2.01E-03	3.08E-04	4.72E-04	5.63E-04	7.19E-04	3.48E-04	4.31E-03	4.83E-03	4.87E-03	3.63E-03	1.55E-03
1:Ins:T:5	4.31E-07	7.45E-03	3.20E-07	3.99E-08	2.52E-03	7.78E-07	5.34E-02	6.03E-02	2.13E-02	6.66E-02	5.40E-03	2.60E-02
2:Del:R:0	0.00E+00	4.52E-04	4.96E-04	1.38E-04	1.66E-03	2.24E-03	1.37E-03	1.35E-03	1.32E-02	9.17E-03	7.70E-04	7.87E-03
2:Del:R:1	0.00E+00	3.82E-04	2.03E-04	3.69E-04	1.62E-03	1.55E-03	9.07E-03	1.02E-03	9.33E-03	1.63E-03	0.00E+00	7.31E-03
2:Del:R:2	3.65E-09	6.11E-04	0.00E+00	4.52E-04	1.52E-04	1.52E-04	1.99E-04	4.87E-04	3.11E-03	0.00E+00	4.93E-04	1.04E-03
2:Del:R:3	5.71E-05	1.41E-04	9.79E-09	1.50E-07	1.75E-04	2.73E-04	0.00E+00	7.49E-04	3.81E-04	1.87E-03	4.89E-05	1.21E-03
2:Del:R:4	3.36E-08	2.38E-07	2.10E-07	1.38E-04	4.06E-08	4.35E-04	3.67E-06	3.39E-05	2.80E-04	6.43E-07	8.96E-08	3.44E-04
2:Del:R:5	2.43E-08	1.66E-07	2.47E-03	5.62E-08	2.53E-04	1.11E-04	4.19E-03	3.31E-04	3.46E-04	4.50E-04	1.31E-07	1.16E-07
3:Del:R:0	3.07E-03	5.72E-04	3.08E-04	5.37E-04	2.63E-03	1.68E-03	3.74E-03	1.61E-03	2.09E-03	6.24E-03	3.07E-02	2.02E-03
3:Del:R:1	8.02E-03	2.90E-08	1.31E-07	2.62E-07	2.44E-07	4.11E-04	2.41E-02	4.88E-02	1.05E-02	3.40E-03	8.11E-02	3.36E-03
3:Del:R:2	1.34E-08	1.71E-04	5.32E-05	3.92E-08	1.01E-08	3.39E-04	4.42E-04	9.00E-05	7.79E-04	1.81E-03	9.17E-04	1.05E-03
3:Del:R:3	1.53E-05	7.04E-08	2.99E-07	4.82E-08	3.92E-04	3.19E-07	1.02E-04	1.34E-03	1.68E-08	4.04E-04	1.90E-05	3.83E-04
3:Del:R:4	8.20E-09	6.05E-05	6.47E-08	4.64E-05	4.84E-09	2.99E-07	6.21E-04	8.40E-04	8.41E-04	5.90E-05	3.23E-04	1.15E-07
3:Del:R:5	1.41E-07	5.01E-08	1.63E-02	1.18E-07	8.66E-08	2.52E-07	1.02E-01	6.79E-03	1.75E-06	3.28E-08	4.37E-03	4.07E-03
4:Del:R:0	1.21E-08	4.86E-04	1.37E-07	9.25E-08	1.22E-03	5.53E-05	9.40E-07	9.71E-03	4.08E-04	3.37E-03	5.86E-07	7.66E-04
4:Del:R:1	7.31E-05	1.73E-04	1.64E-04	7.94E-04	1.89E-04	8.10E-04	1.23E-03	3.48E-03	6.13E-03	9.29E-04	3.22E-03	5.67E-04
4:Del:R:2	2.05E-08	7.28E-08	3.65E-03	2.89E-07	2.91E-04	3.98E-08	4.71E-03	1.11E-04	3.56E-07	9.62E-05	1.08E-06	1.81E-07
