Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	68	6	38	35	41	1	13	0	0	0	6	0	14	0	0
V2	81	12	3	31	49	0	13	2	0	2	0	1	0	2	0
V3	0	11	46	0	0	40	16	13	3	29	0	19	7	0	0
V4	545	20	3	57	19	29	0	0	0	10	16	4	4	90	0
V5	33	16	22	5	7	47	0	10	28	14	7	6	0	0	9
V6	13	44	74	25	32	9	21	14	6	0	2	0	0	1	7
V7	0	4	28	0	24	0	2	10	16	6	1	2	2	20	1
V8	0	15	55	2	115	15	4	0	145	7	12	0	21	0	29
V9	19	9	16	129	9	0	6	0	4	0	22	1	2	0	0
V10	116	23	20	3	31	3	12	8	14	2	0	9	34	2	0
V11	44	60	121	1	26	7	9	19	29	0	5	9	0	5	13
V12	0	67	21	0	7	33	2	48	12	170	6	36	0	0	0
V13	24	20	74	118	106	0	60	23	11	0	58	0	2	16	3
V14	151	1	6	0	0	16	13	1	0	38	0	20	6	0	0
V15	22	18	15	46	14	1	19	2	18	8	6	12	0	1	0
V16	0	0	0	81	47	24	0	3	0	43	4	17	0	0	0
V17	34	21	22	2	19	4	4	0	24	9	2	0	0	0	26
V18	41	14	115	2	42	10	11	24	110	21	2	16	8	40	0
V19	15	75	3	4	5	84	0	92	0	1	11	18	1	0	10
V20	0	42	38	30	22	6	41	0	0	2	13	1	20	0	0
V21	50	17	69	0	16	5	29	5	38	19	3	0	7	0	0
V22	71	5	25	31	15	2	0	0	3	0	14	1	1	0	6
V23	60	13	6	3	0	19	0	12	2	19	5	16	4	0	35
V24	22	0	11	29	48	34	19	14	1	5	38	30	1	0	0
V25	0	1	12	16	9	13	14	22	14	29	2	0	0	0	0
V26	46	8	35	30	19	30	32	14	0	25	56	0	6	0	0
V27	265	0	20	211	248	23	0	43	0	0	59	7	3	24	0
V28	5	344	4	12	9	0	2	27	4	0	1	1	0	62	11
V29	75	0	8	4	0	34	0	7	3	0	0	6	0	2	7
V30	22	0	12	85	39	4	4	0	3	0	2	0	1	3	0
V31	7	0	34	3	1	3	32	3	0	0	1	0	33	0	0
V32	42	50	198	0	8	10	144	0	26	28	7	10	12	0	13
V33	7	26	24	19	38	7	0	0	12	4	8	0	1	0	5
V34	21	14	2	21	20	0	2	0	0	0	0	0	4	0	2
V35	9	80	0	0	0	0	0	7	3	0	0	1	0	17	5
V36	44	7	16	42	55	0	9	0	0	0	10	0	0	0	6
V37	85	20	95	31	40	21	25	18	0	4	15	16	20	5	0
V38	38	43	0	0	0	0	0	11	0	6	0	5	2	12	25
V39	117	156	29	17	18	0	2	24	7	2	12	7	0	20	24
V40	5	151	44	22	20	23	33	72	6	33	31	29	17	0	0
V41	170	58	1	46	34	0	2	12	0	0	14	0	0	0	22
V42	0	1	32	0	15	129	22	0	23	34	2	2	29	0	0
V43	163	113	43	100	39	3	42	1	0	0	16	4	0	11	0
V44	3	0	4	15	8	0	4	0	0	0	8	0	0	0	0
V45	41	32	2	162	45	0	2	9	6	0	28	2	0	0	16
V46	12	6	4	0	3	38	2	31	0	0	5	21	1	0	0
V47	1	78	17	35	19	20	7	42	6	1	13	0	3	27	0
V48	0	126	32	13	28	13	3	0	16	0	2	5	12	8	0
V49	114	0	12	11	16	18	9	1	1	5	0	4	33	0	0
V50	68	26	59	0	0	60	67	36	0	79	9	42	0	1	16
V51	4	0	1	31	38	50	7	59	28	0	7	21	15	0	0
V52	0	0	1	92	111	8	28	5	0	34	72	0	2	0	0
V53	0	23	3	1	0	6	0	1	0	0	1	2	0	7	5
V54	23	28	17	0	0	0	21	0	6	0	0	3	16	3	0
V55	127	0	41	1	0	0	30	0	7	0	0	2	5	7	9
V56	1	19	5	2	1	21	10	8	7	20	3	2	3	0	2
V57	296	31	14	3	14	9	0	0	11	0	0	9	1	68	0
V58	2	11	0	42	1	4	0	0	2	3	1	0	0	2	0
V59	0	11	40	1	32	58	6	20	17	3	19	33	20	6	24
V60	236	34	10	11	9	8	2	5	2	37	14	2	0	0	0
V61	51	12	11	44	9	0	8	0	0	0	7	0	0	26	11
V62	54	1	55	0	18	7	5	9	69	8	4	14	6	0	39
V63	98	69	0	42	37	8	0	0	2	5	13	9	1	4	30
V64	82	170	11	0	0	30	0	22	7	34	12	8	0	3	0
V65	38	0	34	0	19	14	75	7	48	9	0	0	33	0	0
V66	0	205	142	0	25	13	47	17	38	0	7	36	40	35	0
V67	87	41	66	9	2	1	39	0	0	6	1	0	1	15	0
V68	2	11	15	1	24	0	0	8	18	0	2	0	0	3	0
V69	47	18	8	1	7	11	13	46	0	11	0	7	15	3	9
V70	0	0	95	7	6	1	53	0	1	0	0	0	4	4	0
V71	16	2	18	17	13	0	4	0	10	0	14	1	1	5	0
V72	23	15	176	54	18	0	77	0	9	3	12	2	40	0	0
V73	0	0	56	2	28	20	0	0	39	17	0	16	14	0	46
V74	217	94	18	134	184	90	23	47	49	51	0	23	0	0	0
V75	64	0	59	0	1	33	24	10	2	7	4	55	11	0	10
V76	33	0	2	36	55	65	1	9	0	30	25	6	0	0	5
V77	13	22	0	0	0	1	0	0	0	6	0	1	5	21	0
V78	0	17	28	38	42	2	55	13	6	6	2	10	31	1	0
V79	11	24	104	3	70	4	0	0	43	16	4	0	7	2	25
V80	16	13	49	2	9	6	0	4	80	3	4	12	5	29	0
V81	87	68	3	37	15	1	3	1	0	6	56	0	13	9	0
V82	252	40	55	4	80	40	6	26	70	8	0	35	12	0	57
V83	3	10	10	6	3	7	56	0	34	0	3	12	0	2	0
V84	6	131	30	189	79	0	13	0	14	1	41	14	16	0	0
V85	34	177	44	0	1	23	13	30	8	24	8	20	3	40	0
V86	8	0	17	3	4	22	17	13	5	8	10	2	0	0	0
V87	4	79	54	13	1	24	80	11	0	27	3	25	75	0	0
V88	0	189	3	37	44	0	0	17	5	0	8	0	4	15	12
V89	81	5	36	8	0	8	7	2	0	0	7	13	2	0	2
V90	1	5	16	20	32	11	3	0	29	5	4	5	9	0	0
V91	9	2	47	2	14	7	0	0	25	4	1	0	1	0	5
V92	7	14	7	105	54	41	0	147	0	18	10	33	7	2	19
V93	17	14	60	38	34	47	30	28	0	67	12	32	0	0	5
V94	0	71	4	1	5	2	19	2	0	1	2	0	0	25	3
V95	308	76	0	138	59	6	14	10	0	0	18	7	3	2	34
V96	33	31	0	67	28	51	3	43	0	29	7	0	1	0	19
V97	40	6	5	25	43	5	0	10	0	0	19	2	1	5	0
V98	60	8	20	13	9	9	0	0	3	0	22	21	1	0	0
V99	27	142	28	66	10	10	51	1	4	13	21	0	0	7	13
V100	1	0	7	19	18	0	9	0	0	0	3	1	0	0	0
