Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	65	144	72	0	112	0	0	0	10	0	52	3	0	0	7	0	0
V2	61	69	2	30	23	129	0	149	31	0	0	52	0	0	0	0	41
V3	460	107	52	1	32	0	7	0	0	27	14	0	127	0	14	0	0
V4	2	0	15	5	9	56	2	63	10	9	0	20	0	0	0	0	19
V5	51	4	1	18	0	0	0	23	15	10	0	4	0	65	0	0	0
V6	81	8	208	154	0	0	0	0	0	0	124	4	2	1	96	0	0
V7	0	0	38	17	0	18	0	9	11	0	23	0	0	1	0	0	3
V8	206	0	3	41	0	10	0	29	26	0	0	8	129	5	0	0	4
V9	29	43	83	4	13	0	3	0	0	0	22	0	0	0	0	0	0
V10	0	5	0	0	5	49	21	53	47	4	0	16	0	1	0	0	0
V11	59	12	51	0	3	18	0	16	52	0	8	0	0	0	0	0	4
V12	11	170	1	14	236	4	0	0	2	0	0	0	0	0	0	0	0
V13	259	66	0	2	55	3	93	0	10	53	0	4	91	24	0	0	13
V14	180	57	39	6	34	0	0	0	0	0	5	0	9	0	0	0	0
V15	2	9	0	109	0	49	0	37	77	9	0	26	52	0	0	0	0
V16	104	37	0	7	0	0	18	0	0	28	0	3	49	3	0	11	0
V17	3	1	15	34	0	2	95	0	0	69	1	1	0	0	44	20	0
V18	2	0	7	30	0	18	8	0	15	3	17	21	0	2	3	3	8
V19	0	0	15	107	4	31	161	0	23	78	0	26	0	0	15	52	0
V20	14	44	40	16	15	0	5	2	1	6	0	0	0	0	3	0	0
V21	0	415	93	23	283	40	42	0	44	29	41	9	0	0	5	0	0
V22	25	83	15	15	48	0	18	14	7	0	3	7	0	4	0	0	13
V23	0	1	6	0	0	0	2	0	1	0	19	0	5	0	0	0	0
V24	30	0	16	114	0	7	49	0	9	19	0	14	0	0	20	0	14
V25	97	376	17	18	206	13	4	0	16	5	0	14	0	14	7	0	15
V26	51	8	38	29	32	35	0	0	3	9	42	11	0	0	26	3	20
V27	0	207	0	2	174	4	16	0	9	3	0	9	0	0	0	0	0
V28	3	0	145	33	12	63	91	0	20	137	102	0	0	0	40	16	6
V29	21	2	67	0	3	0	0	0	0	0	36	0	16	0	10	0	0
V30	0	63	58	0	81	5	0	21	0	12	26	12	0	0	39	0	0
V31	111	0	28	5	0	33	79	0	43	0	0	35	0	0	12	45	0
V32	0	65	0	14	5	0	0	0	5	5	0	0	0	0	0	7	0
V33	5	6	0	1	0	0	67	0	7	45	0	0	0	0	0	10	7
V34	84	0	117	10	0	2	0	11	0	0	0	14	4	10	0	0	2
V35	248	0	84	3	0	3	12	0	17	0	15	0	31	0	11	0	28
