NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	223.039	78.047	78.223	64.847	0.488	0.746	20000.0
2	222.391	78.438	76.327	63.034	0.487	0.755	40000.0
3	215.54	75.782	72.043	60.559	0.475	0.772	20000.0
4	214.509	75.54	71.731	60.389	0.468	0.774	40000.0
5	215.33	76.618	72.984	61.843	0.477	0.761	40000.0
6	214.625	76.001	72.765	61.356	0.476	0.766	20000.0
7	211.831	74.247	71.201	59.345	0.463	0.781	30000.0
8	217.237	76.205	72.07	60.391	0.477	0.775	20000.0
9	213.401	75.019	71.347	60.043	0.471	0.774	20000.0
10	214.752	75.55	72.43	60.349	0.472	0.776	20000.0
