Samples	ID83A	ID83B	ID83C	ID83D
V53	4.62E+00	8.11E+00	2.51E+00	8.33E+00
V54	2.80E+01	2.84E+01	9.87E-01	1.80E+01
V55	4.01E-01	1.26E+01	2.84E+00	1.12E+01
V56	1.22E+01	1.38E+01	5.03E+00	6.58E+00
V57	7.04E+00	5.46E+00	6.87E+00	2.70E+00
V58	6.70E+00	6.59E+00	8.88E-01	2.99E+00
V59	1.09E+01	1.76E+01	2.78E+00	1.56E+01
V60	1.15E+01	1.11E+01	8.57E-01	2.24E+00
V61	3.82E+00	6.50E+00	2.15E+00	5.10E+00
V62	8.21E+00	6.84E+00	2.86E+00	6.42E+00
V63	1.32E+01	1.24E+01	7.57E-01	5.77E+00
V64	1.92E+00	2.09E+00	0.00E+00	8.60E-01
V65	9.69E+00	1.09E+01	0.00E+00	6.29E+00
V66	1.71E+01	1.87E+01	3.43E+00	1.45E+00
V67	1.55E+01	1.07E+01	1.28E+01	3.38E+00
V68	2.76E+01	2.97E+01	2.87E+01	1.85E+01
V69	1.67E+01	1.26E+01	1.76E+01	6.27E+00
V70	6.37E+00	5.96E+00	7.43E+00	2.70E+00
V71	4.88E+00	4.81E+00	1.27E+00	1.41E+00
V72	6.63E+00	5.67E+00	3.65E+00	3.00E-01
V73	4.00E-01	1.98E+00	1.55E+00	7.00E-01
V74	3.63E+01	3.53E+01	2.13E+00	1.44E+01
V75	1.93E+01	1.38E+01	1.76E+01	1.94E+00
V76	2.66E+01	1.61E+01	2.16E+01	4.46E+00
V77	3.17E+00	1.15E+01	1.72E+00	1.12E+01
V78	8.32E+00	8.25E+00	7.00E-01	3.68E+00
V79	6.63E+00	6.62E+00	1.33E-01	1.76E+00
V80	1.96E+00	1.94E+00	1.43E+00	8.00E-01
V81	4.13E+00	2.46E+00	3.09E+00	2.35E+00
V82	8.47E+00	6.92E+00	7.41E+00	3.56E+00
V83	1.70E+00	1.91E+01	2.12E+00	1.79E+01
V84	3.06E+01	1.97E+01	2.65E+01	3.43E+00
V85	1.69E+00	1.39E+00	1.51E+00	7.18E-01
V86	1.52E+01	1.48E+01	1.01E+01	6.03E+00
V87	6.93E+01	7.25E+01	4.11E+00	2.07E+00
V88	7.04E+00	7.45E+00	2.15E+00	3.51E+00
V89	5.64E+00	6.14E+00	5.31E+00	1.72E+00
V90	9.08E+00	9.58E+00	2.80E+00	6.80E-01
V91	5.18E+00	4.79E+00	4.35E+00	4.07E+00
V92	9.24E+00	9.18E+00	2.45E+00	7.79E+00
V93	6.13E+01	6.00E+01	0.00E+00	3.70E+01
V94	2.87E+00	2.37E+01	3.28E+00	2.40E+01
V95	5.01E+00	5.66E+00	2.55E+00	5.73E-01
V96	7.50E+00	9.01E+00	5.78E+00	3.69E+00
V97	0.00E+00	3.16E+00	7.61E-01	3.65E+00
V98	6.75E+00	1.33E+01	4.11E+00	1.13E+01
V99	3.13E+00	8.47E+00	3.31E+00	7.42E+00
V100	1.90E+01	2.09E+01	1.41E+00	1.38E+01
