Samples	ID83A	ID83B	ID83C	ID83D
V1	145	74	20	30
V2	39	1	12	18
V3	96	6	14	18
V4	275	0	55	39
V5	0	293	3	53
V6	134	20	31	48
V7	299	28	136	2
V8	20	4	156	16
V9	58	110	42	15
V10	461	162	24	241
V11	0	39	208	1
V12	27	18	213	108
V13	8	30	107	0
V14	46	71	14	4
V15	0	99	1	30
V16	178	16	4	3
V17	7	0	0	169
V18	60	2	54	68
V19	50	11	136	3
V20	87	67	229	47
V21	101	81	11	45
V22	0	524	5	31
V23	143	253	8	57
V24	334	91	2	0
V25	235	0	13	0
V26	0	143	12	26
V27	225	0	12	114
V28	179	19	39	38
V29	0	0	147	0
V30	16	16	119	10
V31	83	11	31	27
V32	21	24	26	73
V33	30	0	29	27
V34	41	267	3	81
V35	118	33	173	5
V36	407	35	127	0
V37	0	181	45	53
V38	89	16	71	14
V39	106	59	5	95
V40	121	40	536	22
V41	75	11	12	0
V42	0	43	174	243
V43	517	17	22	1
V44	0	149	12	20
V45	296	21	76	5
V46	417	82	0	5
V47	3	7	132	17
V48	189	17	11	1
V49	43	18	54	65
V50	219	120	12	213
V51	0	402	0	6
V52	0	163	2	49
V53	19	86	11	233
V54	58	363	7	2
V55	0	137	51	13
V56	130	8	10	7
V57	75	0	16	49
V58	31	42	7	6
V59	0	258	189	82
V60	57	34	7	26
V61	0	82	438	0
V62	64	12	7	280
V63	28	118	6	2
V64	8	9	0	7
V65	22	87	0	107
V66	64	59	83	33
V67	151	35	23	57
V68	196	363	473	19
V69	198	0	102	31
V70	81	41	26	0
V71	54	11	3	4
V72	4	15	303	2
V73	0	18	27	0
V74	213	48	41	24
V75	154	0	156	14
V76	167	0	44	135
V77	0	144	2	0
V78	54	71	1	38
V79	46	4	0	11
V80	11	18	40	0
V81	30	0	140	24
V82	97	0	4	58
V83	0	215	29	0
V84	226	7	102	40
V85	14	2	7	8
V86	162	0	28	682
V87	403	74	45	22
V88	7	51	53	61
V89	65	0	20	44
V90	85	14	2	3
V91	29	54	7	22
V92	23	0	82	324
V93	316	51	0	3
V94	0	316	19	88
V95	52	11	62	2
V96	69	75	136	19
V97	0	14	9	129
V98	1	180	14	26
V99	0	62	86	282
V100	65	261	2	12
