Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V32	10	202	1	0	3	3	0	0	5	0	1	0	0	2	2	0	28	0
V33	94	118	23	0	1	0	0	0	0	25	11	0	1	4	0	7	0	12
V34	1	3	3	0	9	83	0	0	9	1	0	7	12	5	0	0	0	0
V35	0	48	4	18	25	17	0	0	11	8	12	32	31	21	0	7	8	0
V36	0	183	1	0	89	6	0	41	0	0	6	8	4	64	24	0	45	0
V37	10	6	14	24	21	0	0	0	0	7	1	3	0	27	13	4	0	0
V38	2	33	0	17	31	15	33	0	7	0	0	11	0	12	0	4	0	6
V39	0	78	31	0	26	0	0	6	0	10	9	21	0	7	4	11	0	4
V40	62	0	33	5	3	2	0	22	9	18	12	0	6	14	7	0	0	0
V41	93	0	54	0	24	144	0	29	26	26	24	18	0	4	0	0	3	6
V42	0	0	8	41	136	11	93	12	0	1	1	110	19	47	21	15	0	10
V43	17	15	5	0	39	0	0	0	9	13	1	18	3	23	12	18	8	0
V44	8	2	116	5	2	0	8	0	14	108	29	0	2	0	1	14	0	0
V45	19	18	60	0	2	5	1	0	0	27	33	1	0	2	5	0	0	16
V46	2	2	3	18	0	0	12	0	0	0	0	0	0	0	0	0	0	13
V47	111	46	120	0	15	36	2	67	12	33	36	0	27	0	3	12	10	0
V48	0	16	4	5	24	0	20	14	0	0	3	15	0	16	12	4	0	0
V49	120	20	3	19	0	0	3	5	0	0	1	0	0	2	14	6	0	0
V50	86	186	66	26	9	59	12	0	4	15	6	3	28	0	2	31	25	9
V51	60	1	6	19	122	22	17	77	11	0	4	12	5	15	13	43	0	0
V52	51	16	30	11	0	75	34	0	188	5	6	14	26	25	3	0	0	0
V53	0	0	0	0	30	8	0	0	11	1	0	14	7	5	4	13	0	0
V54	20	0	29	76	106	0	0	15	0	13	4	93	0	7	19	0	0	0
V55	6	166	30	44	31	0	97	44	10	10	19	13	1	6	0	12	3	0
V56	2	13	0	4	2	0	0	0	0	0	0	0	1	0	0	5	3	1
V57	0	73	15	0	12	0	0	0	0	3	13	4	0	8	0	12	4	0
V58	24	3	11	20	2	1	7	22	0	6	3	1	0	0	0	0	0	9
V59	19	8	15	7	5	18	0	2	24	7	5	0	0	2	4	0	0	0
V60	51	24	8	16	2	3	17	0	0	2	3	6	12	8	0	0	9	0
V61	104	6	23	31	2	12	12	0	17	17	11	0	13	0	9	0	14	0
V62	58	113	93	1	2	0	0	0	0	46	47	11	0	0	7	15	4	12
V63	93	8	26	7	51	1	6	0	0	7	1	42	3	48	3	0	4	0
V64	13	4	34	16	12	10	0	6	3	14	9	1	8	17	8	10	0	13
V65	165	36	50	51	0	0	72	0	0	35	45	1	0	8	10	4	0	28
V66	66	86	40	72	2	0	0	0	0	1	36	0	1	0	0	3	24	0
V67	51	18	2	3	6	35	0	9	168	8	1	1	34	16	2	0	2	0
V68	17	21	17	0	20	0	0	70	0	9	15	7	0	16	38	10	6	0
V69	0	169	5	0	17	0	0	0	0	1	0	26	2	4	3	3	21	0
V70	32	19	4	0	94	4	0	0	1	6	14	15	0	20	12	0	0	0
V71	69	6	8	43	1	8	0	0	17	4	3	0	22	4	6	0	0	0
V72	0	38	63	1	0	0	0	0	4	32	32	0	8	3	0	0	0	0
V73	111	27	21	0	0	26	0	15	9	0	2	0	19	1	28	12	9	7
V74	69	61	4	26	0	11	28	30	40	0	0	12	20	2	9	2	3	10
V75	115	0	0	10	6	2	83	25	6	0	0	3	12	14	14	5	22	0
V76	62	28	109	0	76	0	0	45	11	26	28	15	0	49	60	8	16	0
V77	133	41	79	3	10	6	0	20	5	35	49	4	3	4	32	5	0	0
V78	52	61	18	34	6	0	0	0	0	7	6	21	2	7	6	0	0	0
V79	39	94	0	12	4	20	0	0	45	4	0	11	2	1	6	0	0	0
V80	37	80	21	0	0	1	0	20	1	15	7	0	2	0	3	7	3	0
V81	2	125	76	0	3	3	0	9	0	62	8	0	0	0	7	1	13	20
V82	423	30	35	87	3	0	34	96	0	95	111	8	0	0	62	0	0	0
V83	2	0	33	1	3	1	0	0	0	15	1	5	3	0	7	0	0	0
V84	47	56	39	8	6	4	14	0	0	29	9	0	0	0	14	2	0	48
V85	91	29	1	128	6	6	79	0	34	2	0	16	27	7	0	0	4	0
V86	37	7	14	5	9	9	0	1	2	10	6	4	10	2	0	4	0	0
V87	32	29	85	66	5	21	76	0	11	28	23	7	8	2	3	0	0	0
V88	35	9	31	58	1	7	28	0	31	7	16	0	15	0	0	0	0	3
V89	16	55	104	3	7	11	0	45	0	35	25	0	7	0	6	25	0	0
V90	0	107	14	63	25	0	62	2	0	3	13	16	0	12	1	4	3	0
V91	0	9	6	1	6	30	0	0	23	9	17	15	6	4	3	0	1	0
V92	187	190	18	26	12	6	23	57	15	4	11	0	9	0	33	11	0	16
V93	42	86	1	0	7	7	3	0	8	0	0	0	0	0	4	5	0	0
V94	28	57	0	10	6	10	19	0	17	0	0	0	1	0	8	0	8	0
V95	12	0	17	59	9	33	0	0	25	36	15	11	0	6	4	0	4	15
V96	58	8	0	0	16	44	0	7	6	4	0	2	12	10	2	1	0	0
V97	52	257	0	25	52	0	31	0	0	0	0	24	1	8	0	12	0	9
V98	98	206	32	0	9	1	0	0	0	4	2	7	0	0	6	1	0	0
V99	20	21	0	3	0	2	0	0	0	0	0	0	0	0	5	2	0	0
V100	47	27	10	23	0	77	76	0	12	4	3	1	4	1	17	0	5	16
