Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	38	0	12	4	22	25	0	3	32	14	7	0	8	13	5	0	7	0
V2	14	84	7	8	0	0	0	0	27	0	1	3	10	0	4	5	0	0
V3	59	18	5	63	1	14	0	5	4	1	1	5	10	2	4	0	0	2
V4	147	112	1	27	1	2	0	15	2	0	0	0	6	0	9	0	13	0
V5	0	11	9	2	40	12	47	0	53	3	0	0	35	37	2	1	0	14
V6	2	1	0	20	11	13	12	0	24	1	0	3	6	1	0	0	0	3
V7	0	0	41	6	2	0	3	0	0	0	0	0	3	0	4	0	0	0
V8	7	7	1	27	6	0	24	0	18	2	7	6	2	13	2	0	0	9
V9	3	3	23	11	3	1	0	0	31	10	15	0	15	0	3	0	0	0
V10	0	115	0	0	9	77	0	0	42	3	0	17	13	8	0	11	8	0
V11	92	12	19	6	19	0	0	0	0	10	7	13	0	0	23	9	6	0
V12	29	13	63	13	2	0	50	0	0	10	26	3	8	0	0	5	0	0
V13	13	10	16	2	5	0	3	0	0	11	14	0	5	0	6	3	0	21
V14	174	14	9	39	19	0	0	87	1	10	3	20	2	16	68	0	0	0
V15	1	119	0	17	0	1	0	0	1	0	2	0	0	0	0	0	78	0
V16	77	77	99	3	63	8	0	0	21	107	46	7	26	19	8	0	0	0
V17	87	4	7	33	0	0	204	13	17	1	0	2	0	0	8	0	4	0
V18	35	32	14	3	56	17	11	182	0	11	4	21	1	14	0	6	0	0
V19	9	89	20	3	30	0	0	0	0	14	7	9	2	0	7	0	14	0
V20	285	179	2	3	7	1	0	20	0	4	5	1	9	0	22	12	0	0
V21	0	63	4	17	13	55	0	118	47	1	0	49	6	72	2	33	0	0
V22	60	85	7	0	11	1	0	0	5	5	8	18	21	2	2	8	0	0
V23	43	8	9	11	2	2	12	0	3	4	1	0	0	0	13	5	1	0
V24	622	44	2	48	30	2	76	0	6	0	0	0	0	14	44	12	24	11
V25	26	19	27	5	0	28	12	0	4	10	28	0	15	2	7	1	0	0
V26	90	106	0	33	25	2	0	121	41	0	0	17	2	0	0	3	0	0
V27	36	120	22	0	0	2	0	0	9	15	8	0	1	1	6	0	4	8
V28	0	9	21	11	83	212	0	77	71	12	4	80	84	59	15	12	0	0
V29	69	12	2	15	42	107	8	0	114	1	0	2	165	8	4	0	0	0
V30	20	170	1	12	5	1	51	0	2	1	0	0	0	3	4	0	22	0
V31	475	7	21	104	7	87	45	13	30	14	8	0	34	7	1	27	0	4
