Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V20	6.11E+01	1.26E+00	1.52E+00	7.18E-01	1.00E+00	6.24E+01	3.29E+00
V21	2.57E+00	1.04E+00	3.55E+00	9.98E-01	1.05E+00	3.11E+00	6.83E-01
V22	9.11E+00	2.06E+00	2.96E+00	0.00E+00	2.46E+00	9.91E+00	4.71E-01
V23	0.00E+00	6.96E-01	9.19E-01	0.00E+00	3.27E-01	3.00E-01	1.05E+00
V24	0.00E+00	2.38E+00	3.61E+00	4.58E-01	7.31E-01	3.47E+00	2.65E+00
V25	9.12E-01	1.17E+00	1.77E+00	2.03E+00	3.59E-01	3.56E+00	3.16E+00
V26	5.37E-01	1.59E+00	6.90E-01	0.00E+00	1.17E+00	4.07E-01	0.00E+00
V27	7.95E+00	5.21E-01	1.64E+01	9.89E-01	9.67E-01	1.64E+01	1.14E+00
V28	1.32E+00	2.08E+00	1.63E+00	1.34E+00	1.73E+00	1.56E+00	1.78E+00
V29	7.22E-01	4.67E-01	2.03E+00	1.53E+00	0.00E+00	1.69E+00	0.00E+00
V30	1.22E+01	4.28E+00	1.00E-01	1.62E+00	3.09E+00	1.19E+01	1.98E+00
V31	1.18E+01	0.00E+00	4.70E+00	6.70E-01	1.33E+00	1.33E+01	1.03E+00
V32	8.83E+00	2.00E+00	3.57E+00	2.74E+00	1.99E+00	5.83E+00	1.80E+00
V33	2.95E+01	7.52E-01	1.10E+01	1.80E+00	1.52E+00	2.69E+01	5.21E-01
V34	2.05E+01	1.95E+00	2.14E+00	2.10E+00	8.83E-01	2.15E+01	1.65E+00
V35	9.43E-01	1.01E+00	1.51E+01	4.14E+00	1.96E+00	1.50E+01	1.09E+00
V36	3.03E+00	1.33E+00	0.00E+00	1.75E+00	1.67E-01	2.30E+00	1.35E+00
V37	0.00E+00	2.49E-01	5.67E-01	1.40E+00	7.02E-01	1.62E+00	4.96E-01
V38	1.98E+00	0.00E+00	1.11E+00	1.35E+00	2.08E+00	7.45E-01	5.73E-01
V39	6.90E-01	2.16E+00	2.74E+00	5.26E-01	1.94E+00	1.83E+00	0.00E+00
V40	1.88E+00	4.22E-01	1.19E+00	2.06E+00	2.05E+00	3.43E+00	1.22E+00
V41	1.96E+00	3.71E-01	1.37E+00	1.69E+00	1.24E+00	1.78E+00	0.00E+00
V42	1.42E+01	1.88E+00	3.46E+00	2.51E+00	1.61E+00	1.39E+01	1.48E+00
V43	3.96E+00	3.96E-01	5.81E-01	5.58E-01	7.16E-01	3.25E+00	3.35E-01
V44	0.00E+00	2.14E+00	7.06E+00	1.18E+00	3.80E+00	7.59E+00	0.00E+00
V45	2.62E+00	5.00E-01	4.90E-01	3.25E+00	2.22E+00	2.74E+00	0.00E+00
V46	6.00E-01	0.00E+00	0.00E+00	1.45E+00	1.64E+00	2.13E-01	1.90E+00
V47	7.12E-01	0.00E+00	6.66E+00	2.38E+00	6.23E-01	6.67E+00	3.59E-01
V48	1.68E+01	7.86E-01	5.40E+00	3.73E+00	1.39E+00	2.02E+01	3.13E+00
V49	0.00E+00	2.73E+00	1.60E+00	0.00E+00	3.54E+00	8.94E-01	7.15E-01
V50	4.53E+00	0.00E+00	2.40E+00	4.97E+00	2.36E+00	6.74E+00	3.15E+00
V51	1.80E+01	0.00E+00	9.98E-01	3.88E+00	1.39E+00	1.81E+01	1.54E+00
V52	5.04E+00	2.98E-01	2.06E+00	1.69E+00	9.78E-01	6.37E+00	4.42E-01
V53	2.24E+00	1.72E+00	2.68E+00	7.31E-01	6.96E-01	2.17E+00	2.67E-01
V54	1.34E+01	1.45E+00	2.05E+00	5.33E+00	4.59E+00	1.04E+01	8.92E-01
V55	3.44E+00	2.26E+00	8.39E+00	1.46E+00	1.63E+00	9.62E+00	3.79E-01
V56	5.58E-01	2.24E+00	1.96E+00	2.93E+00	0.00E+00	2.68E+00	2.28E+00
V57	2.15E+01	3.56E+00	3.75E+00	1.29E+00	1.94E+00	1.88E+01	1.29E+00
V58	8.54E+00	3.29E+00	1.09E+00	2.40E+00	2.23E+00	8.90E+00	4.58E-01
V59	7.53E+00	0.00E+00	2.92E+00	6.11E-01	2.07E+00	9.63E+00	1.28E+00
V60	4.41E+00	3.94E-01	7.86E-01	0.00E+00	4.27E-01	4.52E+00	0.00E+00
V61	2.37E+00	0.00E+00	8.70E-01	2.50E+00	2.14E+00	3.94E-01	2.13E-01
V62	2.57E+01	0.00E+00	7.06E+00	1.98E+00	8.54E-01	2.39E+01	1.67E+00
V63	3.84E+01	2.67E-01	1.29E+01	4.71E+00	1.01E+00	2.90E+01	2.13E+00
V64	2.62E+00	2.06E+00	2.28E+00	1.98E+00	9.98E-01	3.21E+00	1.54E+00
V65	1.64E+00	0.00E+00	5.97E+00	3.48E-01	9.98E-01	5.91E+00	0.00E+00
V66	3.48E-01	2.49E+00	4.76E-01	8.79E-01	2.13E+00	0.00E+00	3.30E+00
V67	0.00E+00	1.40E+00	8.59E-01	0.00E+00	1.40E+00	6.11E-01	0.00E+00
V68	9.35E+00	3.10E+00	1.53E+00	3.60E+00	8.75E-01	1.10E+01	0.00E+00
V69	5.37E-01	1.67E+00	0.00E+00	1.30E+00	7.06E-01	1.00E-01	0.00E+00
V70	8.23E-01	1.45E+00	8.97E-01	1.34E+00	0.00E+00	1.51E+00	7.27E-01
V71	1.06E+01	9.67E-01	1.38E+01	2.83E+00	2.66E+00	8.74E+00	4.48E-01
V72	6.60E+00	1.93E+00	1.14E+00	3.22E+00	1.30E+00	5.19E+00	2.07E+00
V73	3.58E+00	4.00E-01	2.59E+00	1.65E+00	0.00E+00	2.92E+00	1.28E+00
V74	0.00E+00	1.25E+00	1.04E+00	1.12E+00	1.16E+00	1.14E+00	6.54E-01
V75	5.45E+00	1.18E+00	1.43E+00	3.36E+00	1.24E+00	4.58E+00	9.43E-01
V76	1.42E+01	9.75E-01	6.15E+00	8.23E-01	3.82E+00	1.42E+01	1.51E+00
V77	3.06E-01	4.16E-01	9.17E-01	5.77E-01	4.27E-01	3.06E-01	6.80E-01
V78	3.12E+00	0.00E+00	2.30E+00	3.17E+00	1.83E+00	4.62E+00	3.19E+00
V79	2.19E+00	3.02E+00	5.93E+00	3.99E+00	0.00E+00	8.35E+00	7.67E-01
V80	5.36E+00	2.13E-01	8.43E+00	0.00E+00	1.21E+00	7.02E+00	2.33E+00
V81	0.00E+00	2.11E+00	0.00E+00	0.00E+00	2.09E+00	0.00E+00	2.33E-01
V82	9.26E+00	2.02E+00	1.28E+00	1.66E+00	2.13E+00	9.13E+00	1.28E+00
V83	0.00E+00	1.57E+00	3.13E+00	1.42E+00	1.28E+00	3.25E+00	1.78E+00
V84	9.00E+00	1.21E+00	2.34E+00	1.82E+00	7.16E-01	1.01E+01	3.99E+00
V85	1.45E+00	1.51E+00	5.35E+00	3.64E+00	1.81E+00	1.01E+01	5.61E+00
V86	1.70E+00	0.00E+00	6.96E-01	1.50E+00	1.88E+00	1.76E+00	6.36E-01
V87	8.97E+00	2.44E+00	1.86E+00	1.93E+00	1.71E+00	7.65E+00	0.00E+00
V88	4.97E+00	2.15E+00	3.97E+00	5.90E+00	1.11E+00	4.36E+00	3.23E+00
V89	3.50E+00	2.33E+00	1.79E+00	3.03E+00	1.93E+00	2.98E+00	5.54E-01
V90	5.04E-01	1.49E+00	8.31E+00	5.59E-01	7.00E-01	7.71E+00	2.17E+00
V91	4.80E+00	7.27E-01	1.96E+00	8.79E-01	1.91E+00	4.48E+00	9.80E-01
V92	1.60E+01	7.81E-01	1.73E+00	1.81E+00	1.55E+00	1.73E+01	6.86E-01
V93	5.17E+00	8.06E-01	2.84E+00	2.87E+00	3.69E+00	4.53E+00	2.18E+00
V94	5.37E-01	1.92E+00	2.23E+00	1.33E+00	9.80E-01	2.33E+00	7.31E-01
V95	1.05E+01	1.38E+00	2.94E+00	1.00E-01	1.51E+00	1.09E+01	1.14E+00
V96	3.77E+00	3.06E+00	1.94E+00	2.79E+00	2.48E+00	2.81E+00	7.00E-01
V97	2.86E+00	1.02E+00	2.00E-01	1.47E+00	6.19E-01	1.93E+00	0.00E+00
V98	7.33E-01	1.76E+00	3.84E+00	6.04E+00	1.61E+00	6.96E+00	1.71E+00
V99	8.47E+00	3.50E+00	4.91E+00	2.91E-01	5.00E-01	7.07E+00	7.92E-01
V100	3.73E+00	4.22E-01	7.90E+00	7.86E-01	2.01E+00	7.68E+00	6.37E-01
