Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	132	288	107	39	84	90	2
V2	3	0	0	4	282	25	19
V3	0	83	0	159	8	0	146
V4	0	3	2	0	10	0	0
V5	154	189	0	36	30	65	22
V6	38	21	27	23	0	11	144
V7	0	163	62	16	33	5	65
V8	0	35	135	81	110	42	32
V9	11	6	84	27	4	5	3
V10	15	36	202	58	8	0	64
V11	216	21	112	214	196	0	119
V12	0	3	19	5	0	15	0
V13	90	8	20	0	18	70	5
V14	115	117	14	5	20	58	22
V15	0	141	67	55	27	18	1
V16	251	40	92	0	10	147	10
V17	27	44	19	2	5	39	0
V18	0	5	107	0	0	9	189
V19	36	18	2	31	1	2	18
V20	99	3	0	0	6	328	131
V21	49	32	54	10	17	4	15
V22	176	31	11	0	45	25	6
V23	0	6	3	0	1	1	67
V24	0	164	121	2	5	0	124
V25	0	17	8	10	1	17	117
V26	1	274	6	0	25	0	0
V27	45	0	113	4	8	126	9
V28	0	56	9	74	34	27	66
V29	0	2	9	30	0	15	0
V30	82	196	0	82	84	40	62
V31	164	0	36	0	16	95	3
V32	31	41	16	47	43	67	18
V33	158	0	140	4	7	204	2
V34	93	39	6	49	6	117	10
V35	0	29	294	67	31	6	12
V36	35	36	0	67	1	7	18
V37	0	1	4	4	7	4	3
V38	53	0	24	44	45	0	2
V39	0	35	38	3	36	12	0
V40	22	2	14	28	69	7	14
V41	24	5	22	52	36	2	0
V42	148	38	76	46	37	13	16
V43	20	2	0	0	14	26	1
V44	0	29	196	8	153	0	0
V45	12	2	2	75	38	17	0
V46	0	0	0	12	28	1	48
V47	4	0	153	52	3	0	2
V48	561	9	18	143	12	0	79
V49	0	60	29	0	159	6	5
V50	22	0	12	144	32	55	79
V51	40	0	0	169	9	96	8
V52	108	2	18	36	7	2	1
V53	36	42	62	2	6	0	1
V54	79	21	0	185	230	107	20
V55	34	51	87	13	79	27	5
V56	0	40	9	76	0	11	116
V57	98	108	0	9	47	135	6
V58	78	350	0	52	94	50	2
V59	161	0	60	6	28	6	21
V60	25	7	0	0	2	31	0
V61	53	0	12	114	45	0	1
V62	204	0	24	18	9	181	29
V63	96	0	81	41	7	371	50
V64	14	32	17	34	21	18	99
V65	5	0	102	1	11	14	1
V66	2	136	3	5	24	0	86
V67	0	22	1	0	37	2	0
V68	32	46	5	385	6	53	0
V69	2	43	0	82	4	0	0
V70	5	24	10	19	0	1	6
V71	176	9	350	21	127	24	1
V72	49	20	3	98	14	38	23
V73	0	2	1	77	0	44	28
V74	0	14	19	12	18	0	5
V75	18	12	5	60	19	42	5
V76	91	6	128	6	238	78	18
V77	0	2	6	2	0	0	5
V78	9	0	11	38	21	19	91
V79	0	124	16	57	0	49	7
V80	13	1	89	0	13	58	93
V81	0	116	0	0	92	0	1
V82	79	68	2	122	65	24	56
V83	0	23	54	42	50	0	37
V84	94	17	60	38	4	11	207
V85	125	49	51	34	24	0	105
V86	6	0	1	17	32	10	4
V87	17	99	12	19	24	73	0
V88	36	91	26	140	22	25	169
V89	8	63	2	122	53	33	1
V90	0	14	223	2	9	23	53
V91	35	9	5	4	51	47	3
V92	75	5	89	21	43	78	6
V93	65	6	30	65	131	3	38
V94	1	15	31	15	8	2	6
V95	49	17	30	0	26	54	10
V96	36	57	33	65	69	4	4
V97	13	43	0	20	4	11	0
V98	1	31	95	230	85	15	21
V99	122	369	31	0	2	51	7
V100	0	2	49	3	60	63	5
