Samples	ID83A	ID83B	ID83C
V1	67	404	29
V2	175	39	34
V3	24	287	42
V4	43	711	8
V5	403	0	68
V6	112	0	64
V7	41	200	356
V8	138	137	359
V9	252	6	119
V10	15	0	2
V11	151	283	37
V12	124	19	161
V13	107	129	178
V14	0	145	35
V15	67	84	40
V16	50	84	80
V17	309	263	25
V18	186	4	16
V19	10	152	186
V20	184	0	264
V21	127	0	28
V22	129	97	69
V23	98	3	44
V24	82	210	24
V25	6	28	335
V26	159	145	3
V27	130	7	329
V28	181	80	33
V29	153	263	15
V30	0	592	121
V31	0	392	211
V32	107	8	55
V33	207	82	5
V34	279	155	92
V35	333	55	99
V36	21	11	22
V37	103	21	124
V38	259	108	0
V39	0	5	59
V40	37	196	67
V41	92	205	83
V42	341	188	329
V43	323	129	27
V44	191	110	0
V45	41	2	105
V46	511	0	10
V47	105	208	276
V48	62	47	385
V49	0	191	92
V50	30	10	70
V51	45	196	150
V52	68	298	163
V53	58	160	3
V54	108	0	11
V55	163	7	73
V56	49	0	14
V57	0	513	168
V58	54	96	177
V59	59	27	61
V60	61	240	34
V61	112	117	25
V62	366	270	0
V63	8	370	642
V64	139	0	34
V65	308	0	74
V66	96	0	144
V67	153	67	64
V68	105	187	227
V69	0	61	60
V70	106	44	9
V71	169	55	22
V72	56	572	0
V73	122	175	0
V74	128	30	163
V75	9	0	591
V76	10	0	137
V77	23	21	1
V78	0	0	242
V79	6	72	237
V80	0	0	1070
V81	15	171	10
V82	81	38	11
V83	0	54	41
V84	145	0	1
V85	71	0	3
V86	0	0	115
V87	3	46	42
V88	185	105	55
V89	6	12	120
V90	585	0	58
V91	144	50	0
V92	321	0	11
V93	307	0	85
V94	42	108	119
V95	250	215	0
V96	39	49	6
V97	227	165	0
V98	140	13	68
V99	131	65	69
V100	44	0	96
