Samples	ID83A	ID83B	ID83C
V1	1.46E+01	1.98E+01	2.43E+01
V2	9.89E+00	7.43E+00	1.09E+01
V3	4.67E+00	2.12E+01	2.23E+01
V4	1.43E+01	4.63E+01	5.25E+01
V5	1.81E+01	8.07E+00	1.75E+01
V6	6.41E+00	6.84E+00	5.51E+00
V7	6.33E+00	1.78E+01	1.54E+01
V8	1.55E+01	3.36E+01	2.59E+01
V9	7.86E+00	1.30E+01	1.03E+01
V10	1.29E+00	6.96E-01	9.71E-01
V11	9.97E+00	2.87E+01	2.65E+01
V12	3.84E+00	3.62E+00	3.38E+00
V13	4.64E+00	6.27E+00	5.02E+00
V14	0.00E+00	1.45E+01	1.44E+01
V15	6.81E+00	5.22E+00	5.13E+00
V16	3.38E+00	7.11E+00	4.72E+00
V17	1.38E+01	9.19E+00	1.58E+01
V18	1.52E+01	5.72E+00	1.30E+01
V19	2.32E+00	7.96E+00	8.64E+00
V20	1.19E+01	7.95E+00	1.14E+01
V21	3.80E+00	1.88E+00	4.25E+00
V22	1.27E+01	1.17E+01	1.89E+00
V23	8.77E+00	2.80E+00	9.14E+00
V24	7.62E+00	2.24E+01	2.34E+01
V25	5.48E+00	5.18E+00	4.19E+00
V26	1.62E+01	1.28E+01	7.82E+00
V27	6.38E+00	2.01E+01	1.80E+01
V28	1.21E+01	6.60E+00	1.02E+01
V29	1.94E+01	1.24E+01	1.15E+01
V30	4.53E+00	6.13E+01	5.90E+01
V31	5.99E+00	4.00E+01	3.61E+01
V32	7.85E+00	6.68E+00	5.64E+00
V33	1.87E+01	1.44E+01	4.87E+00
V34	1.03E+01	1.04E+01	1.47E+01
V35	2.28E+01	2.52E+01	1.05E+01
V36	2.60E+00	3.47E+00	1.83E+00
V37	9.29E+00	7.20E+00	9.31E+00
V38	3.02E+01	3.12E+01	1.49E+00
V39	4.01E-01	2.20E+00	1.95E+00
V40	2.90E+00	1.38E+01	1.29E+01
V41	3.97E+00	1.50E+01	1.42E+01
V42	2.07E+01	4.96E+01	3.78E+01
V43	2.69E+01	8.19E+00	2.47E+01
V44	2.15E+01	2.03E+01	1.61E+00
V45	2.96E+00	4.20E+00	2.34E+00
V46	3.32E+00	2.01E+00	3.50E+00
V47	5.34E+00	5.01E+01	4.84E+01
V48	7.78E+00	1.49E+01	1.17E+01
V49	3.36E+00	1.87E+01	1.71E+01
V50	5.35E+00	4.54E+00	2.41E+00
V51	4.94E+00	1.58E+01	1.88E+01
V52	4.50E+00	2.26E+01	2.43E+01
V53	7.00E+00	8.52E+00	1.07E+01
V54	9.04E+00	3.46E+00	8.31E+00
V55	1.15E+01	1.92E+00	1.06E+01
V56	3.59E+00	7.12E-01	3.08E+00
V57	1.87E+00	5.34E+01	5.22E+01
V58	1.42E+01	1.03E+01	6.95E+00
V59	6.13E+00	5.54E+00	3.29E+00
V60	9.76E+00	9.42E+00	1.17E+01
V61	1.64E+01	1.87E+01	9.72E+00
V62	5.06E+01	4.80E+01	4.66E+00
V63	6.83E+00	5.91E+01	6.01E+01
V64	1.15E+01	3.11E+00	8.95E+00
V65	2.24E+01	8.15E+00	2.35E+01
V66	4.39E+00	6.64E+00	6.48E+00
V67	9.39E+00	5.87E+00	1.09E+01
V68	1.25E+01	1.80E+01	1.87E+01
V69	1.43E+00	8.04E+00	7.34E+00
V70	1.34E+01	1.33E+01	1.63E+00
V71	7.07E+00	6.86E+00	7.15E+00
V72	1.98E+01	4.10E+01	4.14E+01
V73	1.90E+01	1.60E+01	7.61E+00
V74	9.56E+00	4.94E+00	8.90E+00
V75	7.55E+00	6.38E+00	7.76E+00
V76	3.45E+00	3.26E+00	3.04E+00
V77	3.98E+00	3.42E+00	9.24E-01
V78	1.70E+00	1.67E+00	2.12E+00
V79	8.40E+00	5.17E+00	5.17E+00
V80	4.14E+00	7.59E+00	5.68E+00
V81	3.93E+00	1.10E+01	1.19E+01
V82	7.45E+00	3.35E+00	6.14E+00
V83	1.31E+00	4.71E+00	4.96E+00
V84	1.39E+01	1.53E+00	1.38E+01
V85	5.35E+00	1.08E+00	4.78E+00
V86	1.14E+00	2.45E+00	2.56E+00
V87	1.92E+00	2.05E+00	3.18E+00
V88	5.13E+00	8.93E+00	7.27E+00
V89	3.27E+00	6.17E+00	5.31E+00
V90	5.53E+01	1.83E+00	5.61E+01
V91	1.31E+01	1.23E+01	2.09E+00
V92	2.91E+01	8.83E-01	2.92E+01
V93	1.80E+01	5.18E+00	1.79E+01
V94	2.09E+00	7.89E+00	8.04E+00
V95	5.56E+01	5.44E+01	2.28E+00
V96	4.60E+00	3.51E+00	2.56E+00
V97	4.77E+01	4.80E+01	4.28E-01
V98	9.24E+00	8.56E+00	5.08E+00
V99	1.15E+01	4.83E+00	1.01E+01
V100	5.85E+00	1.12E+00	6.12E+00
