Samples	ID83A	ID83B	ID83C
V1	8.29E+00	4.49E+00	5.28E+00
V2	1.33E+01	1.45E+01	2.85E+00
V3	1.47E+01	1.49E+01	4.03E+00
V4	5.20E+00	3.14E+00	2.69E+00
V5	1.08E+01	4.09E+00	8.02E+00
V6	2.75E+01	2.92E+01	9.85E+00
V7	1.07E+01	1.20E+01	2.85E+00
V8	2.01E+00	9.56E+00	1.05E+01
V9	6.19E+00	3.94E+00	3.23E+00
V10	1.61E+01	1.12E+01	5.19E+00
V11	2.22E+01	2.33E+01	2.14E+00
V12	9.34E+00	8.23E+00	5.76E+00
V13	1.86E+00	1.83E+01	1.77E+01
V14	1.09E+00	1.27E+01	1.28E+01
V15	4.74E+00	1.81E+00	3.88E+00
V16	4.26E+00	3.75E+00	7.26E+00
V17	3.13E+00	2.60E+00	1.70E+00
V18	3.79E+00	4.17E+00	5.68E+00
V19	6.14E+00	2.22E+01	1.67E+01
V20	1.06E+01	1.30E+01	1.29E+01
V21	1.11E+01	9.40E+00	2.20E+00
V22	1.89E+01	1.80E+01	2.20E+00
V23	2.78E+01	1.69E+01	2.33E+01
V24	1.47E+00	2.13E+01	2.22E+01
V25	1.53E+01	7.11E+00	8.90E+00
V26	1.21E+01	9.24E+01	8.12E+01
V27	4.47E+01	4.31E+01	2.25E+00
V28	4.33E+01	1.20E+01	4.20E+01
V29	5.20E+00	1.34E+01	1.23E+01
V30	4.04E+00	1.32E+01	1.62E+01
V31	1.65E+01	1.70E+01	9.03E+00
V32	1.01E+01	9.92E+00	2.60E+00
V33	2.95E+00	1.76E+01	1.58E+01
V34	3.36E+01	2.87E+01	5.17E+00
V35	2.50E+01	2.46E+01	8.69E-01
V36	1.50E+00	5.71E+01	5.74E+01
V37	1.61E+01	3.48E+01	2.67E+01
V38	5.21E+00	1.23E+00	5.46E+00
V39	3.17E+01	2.96E+01	2.95E+00
V40	7.27E+00	3.73E+01	4.26E+01
V41	8.67E+00	9.66E+00	1.34E+00
V42	1.55E+01	7.18E+00	9.64E+00
V43	1.83E+01	3.89E+01	2.63E+01
V44	4.58E+00	7.11E+00	3.97E+00
V45	2.71E+01	2.73E+01	4.82E-01
V46	9.13E+00	9.38E+00	5.69E+00
V47	3.37E+00	1.47E+00	3.57E+00
V48	1.41E+01	9.26E+00	5.81E+00
V49	2.11E+00	3.01E+00	3.55E+00
V50	7.72E+00	6.88E+00	4.05E+00
V51	2.73E+00	4.72E+00	6.22E+00
V52	1.60E+01	1.59E+01	1.20E+00
V53	3.58E+01	4.36E+01	1.05E+01
V54	1.15E+01	1.12E+01	1.85E+00
V55	5.37E+01	5.42E+01	8.54E-01
V56	2.45E+01	6.10E+00	2.81E+01
V57	6.95E+00	5.80E+00	6.16E+00
V58	2.31E+01	2.82E+01	1.93E+01
V59	2.82E+01	2.78E+01	1.89E+00
V60	4.05E+00	4.15E+00	3.00E+00
V61	1.88E+01	1.92E+01	2.51E+00
V62	6.71E+00	1.21E+01	7.84E+00
V63	2.93E+00	2.75E+01	2.79E+01
V64	1.55E+01	6.81E+00	1.14E+01
V65	6.13E+00	4.92E+00	1.98E+00
V66	2.44E+00	1.39E+00	3.12E+00
V67	6.06E+00	4.42E+00	9.41E+00
V68	2.90E+01	2.99E+01	3.50E+00
V69	1.70E+01	4.97E+00	1.37E+01
V70	6.15E+00	2.81E+00	6.19E+00
V71	6.72E+00	5.79E+00	3.21E+00
V72	5.09E+00	1.00E+01	1.23E+01
V73	1.17E+01	7.32E+00	1.43E+01
V74	5.39E+00	5.04E+00	1.34E+00
V75	3.00E+00	4.36E+00	3.95E+00
V76	2.59E+01	3.64E+00	2.43E+01
V77	1.18E+01	7.56E+00	5.22E+00
V78	1.72E+01	1.73E+01	1.35E+00
V79	1.09E+01	2.99E+00	1.20E+01
V80	5.16E+00	2.77E+00	5.40E+00
V81	2.08E+00	7.16E-01	1.50E+00
V82	2.78E+01	2.30E+01	6.15E+00
V83	1.25E+01	9.58E+00	4.27E+00
V84	1.61E+01	1.46E+01	8.10E+00
V85	3.20E+01	3.09E+01	8.41E+00
V86	2.60E+01	2.58E+01	1.60E+00
V87	1.74E+01	2.01E+01	5.60E+00
V88	6.20E+00	2.02E+01	2.48E+01
V89	1.90E+01	1.13E+00	1.92E+01
V90	9.13E+00	5.75E+00	4.85E+00
V91	3.37E+01	2.23E+01	1.20E+01
V92	2.86E+01	1.99E+01	1.07E+01
V93	6.06E+00	1.50E+00	5.11E+00
V94	8.62E+00	7.50E+00	6.56E+00
V95	1.53E+01	1.45E+01	7.53E+00
V96	1.42E+01	1.91E+01	3.26E+01
V97	2.76E+01	2.02E+01	8.00E+00
V98	4.47E+01	4.14E+01	3.57E+00
V99	4.91E+00	7.16E+00	7.97E+00
V100	1.15E+01	4.21E+00	9.25E+00
