Samples	ID83A	ID83B	ID83C
V1	121	0	134
V2	121	4	30
V3	168	3	31
V4	3	44	1
V5	29	63	232
V6	338	5	33
V7	51	0	183
V8	0	98	24
V9	85	5	4
V10	168	0	28
V11	129	4	96
V12	69	46	2
V13	0	138	1
V14	0	79	156
V15	38	25	80
V16	12	69	118
V17	47	0	38
V18	53	53	9
V19	29	92	163
V20	128	59	34
V21	73	19	51
V22	207	0	49
V23	254	327	9
V24	0	160	20
V25	62	131	32
V26	1	573	11
V27	105	186	14
V28	527	0	200
V29	83	62	99
V30	31	135	106
V31	184	0	98
V32	32	19	67
V33	0	109	111
V34	69	169	3
V35	78	85	0
V36	0	396	110
V37	99	225	112
V38	45	0	63
V39	58	124	71
V40	0	389	63
V41	119	0	9
V42	212	11	3
V43	125	225	5
V44	0	0	194
V45	411	0	0
V46	113	56	3
V47	21	0	170
V48	59	119	68
V49	19	2	119
V50	112	0	8
V51	0	37	124
V52	160	17	10
V53	71	0	446
V54	46	27	54
V55	299	96	0
V56	34	357	140
V57	77	46	34
V58	211	131	54
V59	73	112	43
V60	6	0	203
V61	112	15	53
V62	0	0	428
V63	0	187	258
V64	243	0	67
V65	72	1	24
V66	14	8	53
V67	7	47	432
V68	212	37	18
V69	75	183	19
V70	46	0	306
V71	102	50	0
V72	36	125	57
V73	59	167	75
V74	71	13	0
V75	42	14	90
V76	270	0	44
V77	112	54	65
V78	170	12	20
V79	0	144	2
V80	64	17	5
V81	21	0	1
V82	365	102	2
V83	181	2	9
V84	43	17	273
V85	404	84	31
V86	358	0	30
V87	124	0	275
V88	6	234	2
V89	201	0	4
V90	96	0	171
V91	148	207	116
V92	281	180	17
V93	97	3	12
V94	130	0	4
V95	160	44	70
V96	26	330	76
V97	389	0	48
V98	220	157	0
V99	55	78	24
V100	31	122	13
