NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	129.221	43.985	42.105	35.199	0.266	0.912	50000.0
2	123.599	43.931	39.466	35.325	0.269	0.911	30000.0
3	120.764	42.125	35.306	31.549	0.267	0.929	20000.0
4	124.183	42.125	40.032	33.053	0.256	0.922	30000.0
5	116.621	41.215	33.049	30.01	0.267	0.933	20000.0
6	124.163	44.403	40.282	36.029	0.274	0.909	40000.0
7	132.778	45.997	45.56	37.043	0.269	0.91	20000.0
8	137.564	48.854	45.492	39.308	0.297	0.903	20000.0
9	123.683	43.584	35.345	32.218	0.274	0.926	30000.0
10	117.534	41.714	33.8	30.76	0.274	0.929	30000.0
