MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	0.00E+00	5.34E-08	0.00E+00	5.81E-07	0.00E+00	2.81E-02	7.78E-03	9.95E-03	1.40E-46	6.21E-02	1.51E-02	1.26E-02	3.92E-02	7.90E-04	2.52E-02	2.70E-02	1.11E-45	1.82E-02	1.81E-02
1:Del:C:1	1.30E-08	8.35E-08	0.00E+00	0.00E+00	4.42E-08	1.71E-02	5.29E-03	8.05E-06	3.38E-07	6.54E-02	9.65E-03	1.31E-02	2.05E-02	1.08E-03	6.43E-03	7.29E-03	3.88E-03	6.48E-03	1.12E-07
1:Del:C:2	3.51E-08	4.14E-08	2.11E-07	4.23E-08	6.63E-05	1.53E-03	2.46E-03	4.32E-08	3.73E-04	1.66E-03	8.40E-04	1.12E-03	6.36E-04	1.50E-04	6.62E-05	3.10E-03	0.00E+00	5.89E-04	4.23E-03
1:Del:C:3	2.73E-07	2.66E-04	7.21E-07	3.58E-08	9.48E-04	3.11E-03	4.38E-03	2.11E-06	6.50E-07	1.03E-02	2.97E-03	5.18E-03	1.17E-02	2.32E-03	4.04E-03	6.76E-03	4.18E-07	9.06E-03	0.00E+00
1:Del:C:4	4.21E-05	7.15E-09	1.65E-03	7.94E-04	1.96E-04	4.03E-03	8.06E-08	5.05E-08	4.35E-02	4.65E-03	1.80E-03	0.00E+00	4.58E-03	3.53E-03	1.27E-03	1.17E-02	5.54E-03	5.01E-04	4.17E-03
1:Del:C:5	0.00E+00	1.29E-03	1.04E-03	1.12E-02	3.99E-04	3.10E-04	3.42E-03	6.79E-03	6.94E-02	8.07E-04	2.77E-03	6.24E-03	2.66E-04	7.11E-04	1.20E-02	1.54E-02	8.90E-03	1.37E-02	7.73E-03
1:Del:T:0	1.66E-02	0.00E+00	1.50E-03	2.78E-03	4.18E-02	1.27E-02	1.07E-02	1.12E-02	6.58E-02	3.72E-02	7.55E-03	3.86E-03	2.18E-02	0.00E+00	2.73E-02	2.69E-02	1.12E-02	4.40E-02	6.23E-02
1:Del:T:1	9.02E-05	3.45E-08	1.10E-07	3.62E-04	4.37E-04	2.87E-02	1.49E-03	5.96E-04	8.68E-03	1.95E-02	1.62E-03	3.15E-03	1.42E-02	7.64E-04	1.07E-03	1.72E-03	2.26E-02	1.05E-06	7.37E-03
1:Del:T:2	0.00E+00	0.00E+00	8.11E-04	9.50E-05	1.36E-03	2.53E-02	5.46E-03	3.88E-04	0.00E+00	1.10E-02	6.53E-03	5.20E-03	1.89E-02	5.69E-08	0.00E+00	1.32E-02	3.10E-03	3.32E-03	3.58E-02
1:Del:T:3	4.32E-05	3.27E-04	2.61E-03	9.22E-05	2.81E-03	1.92E-02	3.20E-03	0.00E+00	9.20E-03	2.23E-02	9.65E-03	4.85E-03	1.50E-02	2.75E-03	1.04E-02	4.10E-02	1.78E-02	2.35E-02	1.71E-02
1:Del:T:4	5.62E-46	4.91E-04	5.85E-03	7.80E-04	1.81E-03	1.81E-02	7.02E-03	4.28E-46	1.04E-02	7.96E-02	1.15E-04	1.16E-02	1.34E-02	6.29E-04	1.67E-03	2.19E-02	3.54E-03	2.46E-02	6.97E-03
1:Del:T:5	1.10E-07	6.35E-08	1.50E-02	5.94E-08	4.89E-07	7.59E-08	1.57E-06	1.33E-06	6.59E-02	1.68E-07	1.15E-06	1.29E-06	5.30E-03	2.30E-07	3.11E-07	9.58E-02	2.37E-02	2.14E-02	2.14E-03
1:Ins:C:0	7.03E-07	5.97E-08	1.06E-07	0.00E+00	1.24E-02	5.83E-08	4.77E-08	2.04E-07	1.06E-02	1.59E-07	1.67E-03	8.30E-04	1.01E-03	6.74E-08	4.78E-04	3.68E-04	3.78E-06	3.83E-03	5.26E-03
1:Ins:C:1	7.40E-08	1.52E-06	4.53E-08	2.33E-04	8.56E-07	1.78E-08	1.03E-03	8.20E-07	1.96E-07	1.18E-07	7.00E-04	3.90E-03	2.03E-04	3.16E-04	4.51E-08	3.12E-03	2.24E-07	3.14E-04	6.75E-03
1:Ins:C:2	1.04E-07	1.66E-08	5.37E-08	1.46E-05	1.29E-04	3.41E-08	5.73E-04	5.22E-04	7.77E-04	2.92E-04	4.23E-04	4.28E-04	1.12E-04	2.49E-08	2.10E-04	8.90E-04	2.68E-03	4.25E-08	2.33E-03
1:Ins:C:3	2.53E-04	4.66E-04	0.00E+00	1.75E-08	1.63E-04	1.28E-04	9.43E-08	4.10E-09	3.45E-07	3.19E-08	4.13E-04	4.00E-04	7.12E-05	7.15E-04	1.35E-03	0.00E+00	8.98E-04	2.48E-04	5.73E-08
1:Ins:C:4	1.50E-05	3.97E-04	1.53E-03	2.61E-03	5.76E-08	1.04E-07	3.74E-04	1.89E-08	5.71E-03	8.67E-08	3.41E-04	3.25E-06	2.75E-03	7.33E-04	9.39E-04	3.76E-04	1.69E-03	8.04E-03	1.27E-03
1:Ins:C:5	1.27E-02	2.83E-03	2.54E-03	2.15E-04	0.00E+00	0.00E+00	5.75E-03	8.79E-08	2.20E-04	0.00E+00	3.37E-04	0.00E+00	2.33E-03	6.01E-03	4.82E-03	1.63E-02	6.19E-03	7.31E-02	0.00E+00
1:Ins:T:0	2.20E-04	3.69E-04	1.15E-06	2.09E-04	5.87E-08	6.14E-03	2.63E-03	2.32E-02	2.44E-04	3.09E-03	7.26E-03	3.72E-03	9.77E-03	1.58E-03	2.84E-03	1.04E-02	5.61E-46	4.87E-03	2.57E-03
1:Ins:T:1	6.01E-05	7.00E-05	9.22E-05	5.98E-04	4.39E-04	6.17E-03	9.17E-04	1.83E-03	5.90E-03	1.46E-03	2.43E-02	6.13E-03	1.43E-02	3.75E-03	1.11E-03	6.64E-03	5.53E-03	2.42E-04	2.67E-03
1:Ins:T:2	0.00E+00	7.41E-05	5.75E-04	2.44E-08	2.01E-07	1.68E-03	9.81E-04	8.85E-08	3.92E-03	1.28E-03	1.54E-03	1.64E-04	2.95E-03	2.45E-04	3.09E-04	1.15E-03	3.61E-03	0.00E+00	6.84E-07
1:Ins:T:3	3.00E-08	6.93E-04	8.79E-04	7.88E-03	1.17E-07	0.00E+00	1.38E-03	1.55E-02	0.00E+00	5.11E-06	2.26E-03	6.30E-04	0.00E+00	4.34E-03	6.15E-02	1.44E-03	6.15E-03	1.46E-03	9.08E-04
1:Ins:T:4	8.93E-08	2.12E-03	3.52E-05	0.00E+00	1.36E-03	1.48E-03	1.55E-03	5.50E-03	4.47E-03	1.82E-03	1.11E-03	3.21E-04	1.35E-03	8.53E-03	1.16E-03	6.36E-03	0.00E+00	4.64E-03	2.57E-03
1:Ins:T:5	2.10E-03	5.67E-03	4.77E-11	2.54E-03	1.91E-07	1.60E-06	5.19E-03	8.84E-06	1.84E-07	2.27E-06	2.20E-02	6.08E-06	1.04E-07	3.69E-02	5.50E-02	1.09E-02	6.30E-03	3.03E-02	3.42E-07
2:Del:R:0	0.00E+00	7.25E-04	8.80E-04	2.42E-03	1.82E-05	9.11E-03	4.63E-04	3.89E-03	3.77E-07	5.31E-03	6.63E-03	4.07E-03	9.81E-03	1.23E-03	3.41E-02	1.20E-02	8.36E-08	1.12E-02	3.50E-02
2:Del:R:1	5.88E-08	3.37E-04	4.91E-04	7.37E-04	7.94E-08	2.01E-03	4.16E-03	4.40E-02	1.55E-03	1.25E-03	7.89E-03	4.00E-03	1.02E-03	1.22E-03	6.26E-04	4.42E-03	0.00E+00	1.55E-02	1.04E-03
2:Del:R:2	3.72E-06	1.40E-08	2.94E-07	2.61E-07	3.35E-02	1.91E-07	4.24E-05	4.82E-07	8.52E-02	1.30E-06	2.12E-07	8.40E-08	3.12E-03	2.90E-03	9.84E-03	1.89E-03	9.99E-03	2.74E-07	2.73E-02
2:Del:R:3	7.46E-08	6.66E-06	1.28E-07	3.57E-02	3.42E-08	1.40E-46	3.10E-07	3.47E-02	4.10E-06	8.44E-04	3.35E-03	1.25E-02	7.82E-05	1.74E-03	3.78E-02	2.15E-06	3.07E-04	6.35E-03	3.48E-07
2:Del:R:4	1.10E-07	4.66E-08	3.63E-08	8.68E-08	1.34E-07	4.60E-07	1.89E-04	8.71E-08	1.37E-07	1.53E-07	3.57E-04	1.83E-04	2.34E-07	3.28E-07	3.09E-07	3.39E-07	2.34E-46	2.64E-07	1.68E-07
2:Del:R:5	7.20E-08	5.59E-08	4.06E-08	2.21E-07	1.85E-07	1.48E-07	3.56E-04	2.33E-04	2.35E-07	2.17E-07	5.17E-04	8.62E-05	1.55E-07	1.00E-07	2.34E-07	5.18E-04	6.18E-08	1.26E-07	5.67E-08
3:Del:R:0	5.62E-07	5.50E-07	1.94E-08	2.04E-08	5.42E-04	2.18E-04	3.93E-03	7.68E-07	0.00E+00	1.67E-03	1.81E-03	9.68E-03	1.57E-02	1.12E-02	4.31E-04	1.19E-06	9.08E-07	7.43E-04	1.49E-06
3:Del:R:1	1.41E-03	1.23E-03	8.24E-04	0.00E+00	1.07E-03	7.40E-04	4.32E-04	1.70E-02	4.77E-03	5.34E-03	0.00E+00	0.00E+00	4.82E-03	1.68E-03	2.41E-04	5.46E-03	1.20E-03	2.17E-03	9.48E-04
3:Del:R:2	3.51E-04	2.88E-04	5.58E-04	3.33E-04	1.33E-07	1.34E-03	8.41E-08	7.06E-08	0.00E+00	1.66E-03	0.00E+00	2.43E-04	2.46E-03	2.88E-04	1.16E-03	2.43E-03	6.40E-08	0.00E+00	2.77E-03
3:Del:R:3	5.24E-05	5.22E-08	2.17E-04	2.89E-04	7.93E-04	6.36E-08	1.73E-07	2.90E-04	1.32E-07	1.03E-07	3.30E-07	1.36E-03	4.15E-04	1.87E-06	1.15E-03	3.47E-04	8.18E-04	1.54E-03	8.48E-07
3:Del:R:4	1.03E-07	2.17E-08	2.98E-08	7.70E-08	1.14E-07	3.81E-08	8.16E-08	5.09E-08	2.40E-07	1.35E-07	1.53E-07	1.21E-07	2.21E-07	1.19E-07	2.34E-07	1.80E-07	8.45E-08	2.83E-07	1.65E-07
3:Del:R:5	1.03E-07	2.17E-08	2.98E-08	7.70E-08	1.14E-07	3.81E-08	8.16E-08	5.09E-08	2.40E-07	1.35E-07	1.53E-07	1.21E-07	2.21E-07	1.19E-07	2.34E-07	1.80E-07	8.45E-08	2.83E-07	1.65E-07
4:Del:R:0	1.05E-08	2.40E-04	3.25E-08	0.00E+00	7.64E-07	2.35E-03	3.06E-03	1.47E-07	1.80E-07	1.53E-03	1.60E-03	2.40E-03	1.64E-03	1.11E-07	1.22E-03	1.40E-46	8.68E-03	8.18E-04	7.73E-07
4:Del:R:1	1.09E-08	3.54E-04	5.43E-04	3.99E-04	1.00E-08	6.93E-04	1.58E-03	6.66E-03	3.46E-03	6.01E-04	7.81E-07	6.11E-04	1.23E-03	3.54E-03	4.49E-03	9.63E-03	6.71E-03	5.46E-03	2.58E-04
4:Del:R:2	4.88E-08	3.37E-08	1.42E-04	5.03E-08	1.56E-07	1.06E-03	1.10E-05	0.00E+00	1.11E-06	4.39E-04	1.17E-07	4.06E-05	1.75E-03	8.88E-08	4.73E-07	3.83E-03	3.02E-07	6.85E-07	1.33E-03
4:Del:R:3	1.03E-07	2.17E-08	2.98E-08	7.70E-08	1.14E-07	3.81E-08	8.16E-08	5.09E-08	2.40E-07	1.35E-07	1.53E-07	1.21E-07	2.21E-07	1.19E-07	2.34E-07	1.80E-07	8.45E-08	2.83E-07	1.65E-07
4:Del:R:4	4.31E-07	1.37E-06	7.82E-08	8.07E-08	1.20E-07	3.13E-08	4.59E-05	1.41E-08	2.97E-06	1.87E-04	4.47E-05	1.21E-07	6.09E-07	9.16E-05	1.89E-07	1.53E-07	7.19E-08	1.48E-04	1.82E-07
4:Del:R:5	1.03E-07	2.17E-08	2.98E-08	7.70E-08	1.14E-07	3.81E-08	8.16E-08	5.09E-08	2.40E-07	1.35E-07	1.53E-07	1.21E-07	2.21E-07	1.19E-07	2.34E-07	1.80E-07	8.45E-08	2.83E-07	1.65E-07
5:Del:R:0	2.67E-08	4.57E-04	0.00E+00	3.03E-07	0.00E+00	3.71E-04	2.57E-02	2.25E-03	8.77E-03	7.96E-03	4.74E-02	1.56E-02	1.90E-02	3.87E-04	1.33E-03	4.51E-03	7.30E-07	3.06E-02	1.08E-02
5:Del:R:1	4.29E-04	1.90E-04	6.25E-04	3.21E-08	5.82E-05	4.60E-05	0.00E+00	7.80E-05	1.25E-03	2.17E-03	1.02E-04	0.00E+00	8.89E-04	1.91E-03	1.08E-03	1.03E-04	4.31E-04	1.21E-03	1.40E-46
5:Del:R:2	1.82E-05	1.95E-07	3.18E-04	0.00E+00	1.24E-06	3.41E-08	2.28E-04	2.76E-03	6.15E-08	4.40E-08	2.50E-04	2.71E-04	1.38E-07	8.82E-05	8.21E-04	2.46E-03	1.51E-03	7.48E-04	3.10E-07
5:Del:R:3	1.04E-07	5.98E-08	9.09E-07	1.13E-07	1.29E-07	1.18E-07	1.19E-07	5.33E-08	2.41E-07	1.99E-07	1.56E-07	1.71E-04	3.91E-04	1.45E-07	7.63E-06	7.04E-04	8.11E-08	1.58E-06	2.10E-04
5:Del:R:4	1.03E-07	2.17E-08	2.98E-08	7.70E-08	1.14E-07	3.81E-08	8.16E-08	5.09E-08	2.40E-07	1.35E-07	1.53E-07	1.21E-07	2.21E-07	1.19E-07	2.34E-07	1.80E-07	8.45E-08	2.83E-07	1.65E-07
5:Del:R:5	2.27E-02	7.62E-07	7.25E-03	7.53E-07	3.38E-02	3.48E-07	1.92E-08	4.45E-07	3.70E-02	4.94E-07	2.59E-02	2.06E-03	6.14E-07	1.33E-07	6.51E-07	1.38E-06	8.76E-02	1.82E-02	6.09E-02
2:Ins:R:0	2.51E-08	7.63E-07	9.26E-08	4.40E-07	1.61E-07	2.62E-04	2.51E-04	0.00E+00	2.59E-03	3.56E-03	2.08E-04	1.16E-03	3.01E-03	3.34E-04	5.57E-05	1.33E-03	1.19E-07	5.28E-04	5.40E-03
2:Ins:R:1	1.34E-08	6.16E-04	3.42E-07	1.02E-03	3.14E-07	7.18E-04	1.30E-04	8.93E-04	8.53E-03	1.29E-03	0.00E+00	0.00E+00	1.21E-03	2.58E-03	1.35E-02	6.00E-04	1.40E-07	1.92E-07	6.79E-07
2:Ins:R:2	1.90E-07	5.22E-08	7.66E-05	0.00E+00	7.93E-07	5.94E-04	5.46E-04	3.13E-03	1.50E-06	1.11E-03	7.77E-04	7.59E-04	6.63E-04	7.91E-04	1.22E-03	2.59E-04	7.39E-04	3.34E-04	5.17E-04
2:Ins:R:3	1.40E-46	5.66E-04	3.32E-08	7.21E-03	7.57E-08	3.56E-04	6.61E-04	2.30E-03	0.00E+00	8.94E-04	2.80E-46	8.40E-04	1.27E-04	5.02E-04	4.77E-03	9.67E-04	3.17E-07	1.00E-02	5.43E-04
2:Ins:R:4	6.90E-08	7.07E-04	6.08E-04	4.53E-08	4.55E-08	0.00E+00	0.00E+00	8.76E-06	2.51E-03	9.66E-04	0.00E+00	0.00E+00	1.23E-03	1.69E-03	1.72E-03	0.00E+00	4.68E-07	2.80E-46	0.00E+00
2:Ins:R:5	2.15E-03	2.17E-03	1.11E-03	1.40E-46	4.53E-04	1.06E-07	1.04E-07	1.07E-08	1.72E-02	9.07E-09	1.41E-06	1.75E-07	4.66E-03	7.17E-03	1.27E-02	1.00E-07	1.24E-01	1.64E-03	4.31E-07
3:Ins:R:0	6.08E-08	1.03E-04	6.79E-08	3.00E-07	1.42E-07	7.23E-05	4.54E-04	1.85E-03	2.79E-06	1.79E-07	4.94E-07	2.83E-04	2.30E-07	4.12E-07	1.12E-03	6.09E-06	4.64E-07	4.99E-04	5.82E-04
3:Ins:R:1	2.55E-08	6.71E-05	1.41E-07	0.00E+00	6.46E-04	3.36E-04	7.91E-08	2.05E-03	5.64E-04	5.08E-04	3.66E-03	1.49E-04	4.71E-04	4.41E-04	9.20E-04	2.88E-04	1.25E-03	1.59E-03	3.89E-08
3:Ins:R:2	1.03E-07	2.17E-08	2.98E-08	7.70E-08	1.14E-07	3.81E-08	8.16E-08	5.09E-08	2.40E-07	1.35E-07	1.53E-07	1.21E-07	2.21E-07	1.19E-07	2.34E-07	1.80E-07	8.45E-08	2.83E-07	1.65E-07
3:Ins:R:3	1.23E-07	3.77E-08	4.50E-08	4.25E-07	1.34E-07	1.88E-07	6.09E-08	3.44E-08	2.91E-07	7.20E-04	1.96E-07	1.03E-07	2.35E-04	1.41E-07	1.87E-04	1.96E-07	3.79E-07	3.03E-07	2.06E-07
3:Ins:R:4	2.00E-07	3.17E-05	1.42E-07	1.40E-04	1.02E-03	5.96E-08	1.48E-04	1.84E-03	0.00E+00	1.53E-07	2.34E-04	7.25E-04	1.20E-07	1.04E-07	3.58E-04	2.11E-04	9.09E-08	1.04E-03	1.93E-04
3:Ins:R:5	5.45E-05	4.27E-04	2.06E-08	2.42E-08	0.00E+00	2.01E-04	2.52E-07	2.44E-08	1.06E-03	1.72E-04	2.73E-08	5.27E-04	1.39E-04	1.44E-03	3.82E-04	1.62E-03	1.66E-03	2.56E-03	7.53E-08
4:Ins:R:0	1.18E-07	9.92E-08	4.27E-08	2.88E-08	1.05E-07	2.38E-04	2.25E-07	8.41E-09	2.99E-06	7.51E-04	5.32E-04	3.67E-04	8.40E-08	1.83E-04	2.82E-07	3.10E-07	4.02E-07	7.45E-04	1.93E-03
4:Ins:R:1	1.44E-07	1.11E-04	2.31E-07	2.04E-04	1.43E-07	2.91E-04	9.18E-04	4.29E-03	1.97E-03	1.88E-03	6.16E-03	3.91E-04	2.43E-03	1.13E-04	1.11E-03	6.61E-04	0.00E+00	3.61E-03	8.35E-03
4:Ins:R:2	2.08E-07	2.17E-07	2.79E-08	5.89E-03	4.44E-08	5.40E-08	8.80E-04	7.50E-04	1.82E-07	8.03E-06	9.47E-07	7.94E-08	2.74E-07	2.41E-04	5.50E-03	6.48E-07	1.18E-03	8.03E-04	2.39E-03
4:Ins:R:3	2.71E-07	1.73E-07	1.11E-04	4.12E-08	3.68E-08	3.17E-08	5.09E-08	0.00E+00	9.05E-04	1.57E-07	1.61E-07	6.47E-08	1.08E-07	6.40E-07	6.32E-08	5.02E-08	8.42E-04	7.91E-08	1.04E-03
4:Ins:R:4	1.05E-07	3.55E-07	8.54E-08	1.64E-07	1.53E-04	1.69E-06	3.12E-04	7.12E-07	3.55E-04	3.21E-04	2.33E-07	9.76E-05	5.24E-07	5.37E-04	4.43E-04	2.26E-03	1.68E-03	1.61E-03	1.55E-03
4:Ins:R:5	0.00E+00	7.52E-05	7.75E-04	1.27E-03	7.97E-08	3.04E-04	5.29E-04	3.19E-03	2.98E-03	3.59E-07	1.47E-04	9.36E-04	5.07E-03	3.49E-04	2.30E-03	1.36E-04	5.71E-04	2.26E-04	0.00E+00
5:Ins:R:0	9.33E-04	5.29E-08	4.69E-08	4.10E-02	9.09E-07	4.43E-06	1.05E-02	5.52E-02	4.66E-03	9.50E-05	2.16E-03	1.50E-02	7.94E-03	1.02E-02	3.48E-02	1.60E-06	4.58E-46	3.27E-02	1.42E-03
5:Ins:R:1	7.91E-04	7.94E-05	3.93E-08	0.00E+00	2.85E-03	2.80E-46	1.81E-03	1.78E-02	2.88E-07	5.37E-08	5.70E-03	6.40E-03	0.00E+00	1.02E-03	0.00E+00	7.03E-04	8.15E-08	2.74E-03	8.31E-04
5:Ins:R:2	3.84E-08	5.87E-08	6.22E-08	3.85E-08	9.24E-08	3.67E-04	1.89E-04	2.76E-08	2.31E-07	1.63E-04	1.23E-04	1.40E-07	2.42E-04	2.38E-07	3.70E-07	3.40E-04	2.74E-07	3.63E-04	4.34E-07
5:Ins:R:3	0.00E+00	2.51E-07	5.89E-08	1.59E-02	1.77E-07	2.63E-06	3.34E-07	4.34E-02	2.87E-06	0.00E+00	7.91E-04	1.24E-02	4.55E-07	4.87E-04	2.91E-02	1.35E-03	6.94E-46	1.52E-03	1.80E-03
5:Ins:R:4	1.03E-07	2.17E-08	2.98E-08	7.70E-08	1.14E-07	3.81E-08	8.16E-08	5.09E-08	2.40E-07	1.35E-07	1.53E-07	1.21E-07	2.21E-07	1.19E-07	2.34E-07	1.80E-07	8.45E-08	2.83E-07	1.65E-07
5:Ins:R:5	4.40E-08	5.40E-08	4.14E-08	6.94E-08	8.72E-08	9.38E-07	7.45E-08	6.35E-08	1.75E-07	1.69E-04	4.61E-04	1.57E-07	1.64E-04	6.44E-08	4.81E-04	1.48E-07	1.61E-07	8.79E-08	1.65E-07
2:Del:M:1	9.80E-04	0.00E+00	1.55E-04	1.09E-03	2.43E-03	1.91E-03	2.96E-04	3.59E-03	2.79E-02	7.68E-07	1.27E-02	3.26E-03	1.89E-03	3.63E-04	4.99E-03	1.13E-03	1.68E-02	2.67E-07	1.03E-01
3:Del:M:1	6.66E-07	8.95E-08	7.71E-08	0.00E+00	1.32E-07	2.25E-04	5.34E-03	2.24E-06	0.00E+00	1.37E-03	3.78E-03	8.10E-03	1.56E-03	7.76E-03	1.34E-06	1.34E-02	1.40E-46	6.61E-03	1.70E-06
3:Del:M:2	3.10E-04	1.16E-04	3.56E-04	3.44E-05	8.46E-07	8.17E-04	1.02E-03	1.51E-04	4.82E-03	7.00E-04	2.12E-03	1.29E-03	1.52E-03	1.54E-04	1.52E-03	4.35E-03	6.19E-04	4.31E-03	3.80E-03
4:Del:M:1	4.84E-08	8.74E-06	0.00E+00	2.21E-04	0.00E+00	4.11E-04	1.41E-03	6.72E-04	2.47E-07	9.30E-04	3.18E-03	5.05E-03	5.93E-04	2.03E-04	4.18E-03	3.24E-03	4.64E-07	1.13E-03	4.19E-03
