MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	0.0	5.3369228680821835e-08	0.0	7.005785164437839e-07	0.0	0.3411002427339554	0.01017624558571697	0.009949948638677597	1.4012984643248171e-46	0.20226755999028684	0.03509326487701401	0.031065531829517566	0.42539707720279696	0.001168532238136777	0.025239797225594884	0.026987623126478864	1.2611686178923354e-45	0.03429102736040477	0.03117591884538342
1:Del:C:1	1.3032664014644978e-08	1.5715100403213001e-07	0.0	0.0	4.4160407242088694e-08	0.044723757356405255	0.00926117639628501	8.433961662035472e-06	3.3786857329687335e-07	0.2718434937298298	0.023814738080056942	0.026867126300930976	0.04990170937146558	0.001266720744715144	0.0064318753778934475	0.009956588223576545	0.005642526487056898	0.008534649170542252	1.123514834944217e-07
1:Del:C:2	6.002064623089609e-08	6.885723564664659e-08	2.883668543063322e-07	4.2286595203222534e-08	0.00012304903045503579	0.002860871511651908	0.005323227513940765	4.322256472732988e-08	0.00037281039887062664	0.0032019213537409995	0.0008587040661950596	0.0016289449424334635	0.0006375620850008091	0.0001500286770550474	6.623433165344749e-05	0.0031016290745810695	0.0	0.0010400640369027769	0.007331426501295368
1:Del:C:3	3.1158371029960106e-07	0.00029387713393589363	8.386226838297262e-07	3.580493626031966e-08	0.0009483731036155519	0.004410602238408501	0.008651126455515624	2.419534098407894e-06	8.486490287396009e-07	0.026571504086655297	0.0029748570623723937	0.008266858011484145	0.02818857245147228	0.002322828769683838	0.006800317098560526	0.008533254654545885	4.1778371269174385e-07	0.011391663044184952	0.0
1:Del:C:4	4.300425851511136e-05	7.146233826915704e-09	0.006406466402359002	0.0010661265638191252	0.00019650593299047614	0.010505651589483023	8.063175869210681e-08	5.053545919508906e-08	0.04346312880571602	0.008427903773872458	0.0018027132377028466	0.0	0.017531354259699584	0.003526065632422615	0.0012701138299235025	0.014104365964931276	0.005538244948149895	0.0005008172243833542	0.00940208686515689
1:Del:C:5	0.0	0.003545873798429966	0.0022901544454043687	0.038832633197307585	0.00041297553327410694	0.00030985866216042267	0.005164724262431264	0.016878727509174497	0.08002724312245846	0.0008072894997894764	0.005084666179027408	0.008181571593262582	0.0002655164571478963	0.0007107567507773638	0.024404172599315644	0.04820699449628592	0.020250205416232347	0.019248904706637406	0.015923668816685676
1:Del:T:0	0.024234132692225786	0.0	0.002175222523510456	0.0050597826950252054	0.21176051795482637	0.04602621737867594	0.03576366677880287	0.01557445265352726	0.16600125133991242	0.1112102473154664	0.018457469483837485	0.005173573549836874	0.10461984444409608	0.0	0.03732754853408551	0.07930485233664512	0.0166574627161026	0.1184507462196052	0.21208536017220467
1:Del:T:1	9.020877769216895e-05	3.4517668723310635e-08	1.0961019825117546e-07	0.00036294960027589697	0.0004371611314081036	0.07911723121349042	0.0014941865534638054	0.0005965005266546086	0.015576508047325887	0.03536481987825937	0.002347889999282415	0.007365123443275934	0.02706797644495964	0.0008952980939625377	0.0010756943107764982	0.0017213516306355814	0.02262842059135437	1.0503576049814e-06	0.0073735336919526166
1:Del:T:2	0.0	0.0	0.0016544896471998526	9.495866834186018e-05	0.0013617588454224005	0.13950302973389625	0.007362658903002739	0.00038795608988948513	0.0	0.017377516482838473	0.014118382664241836	0.008807650167705105	0.050858197076740906	5.6948363180708836e-08	0.0	0.023631525024211442	0.0030975200235843657	0.006092284608064347	0.03680344866588712
1:Del:T:3	4.316901322454214e-05	0.0003272268921136856	0.005678167912992649	9.267430112913644e-05	0.002814916893839836	0.13837786316871642	0.004860160251644175	0.0	0.011251289024949073	0.11125302744476358	0.009650392085313797	0.00798023946053945	0.02370400330146367	0.004500127485232497	0.01861857920885086	0.1056192558258772	0.019229477364569904	0.02914983741939068	0.02484431639313698
