NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	121.981	39.929	37.25	33.174	0.209	0.925	20000.0
2	121.93	39.423	31.272	29.171	0.221	0.936	40000.0
3	123.302	40.498	38.194	34.303	0.215	0.919	30000.0
4	125.742	40.642	36.586	32.771	0.215	0.93	20000.0
5	120.536	39.011	37.135	32.949	0.203	0.924	20000.0
6	121.263	39.721	37.389	33.369	0.212	0.923	20000.0
7	123.18	40.252	37.935	33.803	0.21	0.923	30000.0
8	124.745	38.484	32.874	29.257	0.218	0.932	20000.0
9	121.241	39.633	37.149	33.345	0.209	0.922	40000.0
10	120.39	39.056	37.363	33.19	0.2	0.924	20000.0
