Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	16	32	32	33	15	0	58	10	9	3	0	0	5
V2	67	0	31	158	0	0	0	0	86	0	0	0	0
V3	45	6	3	4	39	19	22	0	8	0	0	2	0
V4	61	36	0	0	52	0	0	18	13	3	0	13	10
V5	4	1	17	2	14	8	38	31	4	0	6	0	13
V6	57	9	0	87	0	0	8	0	25	0	0	0	0
V7	9	8	62	0	0	0	7	28	0	8	15	4	0
V8	13	19	11	2	40	2	0	51	0	39	0	0	0
V9	4	0	6	36	0	4	25	0	48	0	0	0	0
V10	14	0	72	10	0	0	9	0	0	0	3	3	0
V11	9	17	1	7	39	4	73	31	0	0	10	0	0
V12	326	74	1	52	0	14	0	0	20	0	0	5	0
V13	2	32	10	5	58	35	11	101	0	61	0	0	0
V14	3	54	1	8	53	33	62	0	13	2	16	0	0
V15	0	13	30	8	22	27	1	26	0	38	0	0	0
V16	95	0	28	65	0	0	0	4	0	16	0	27	0
V17	14	531	6	112	32	7	14	0	78	0	0	0	0
V18	8	75	25	40	5	4	4	0	36	0	0	0	5
V19	3	0	40	44	0	51	36	0	47	0	2	0	0
V20	78	20	0	43	0	17	2	0	27	0	0	0	0
V21	8	1	43	0	70	0	13	48	1	60	0	0	1
V22	2	55	1	79	4	5	0	8	13	0	0	0	9
V23	2	41	212	1	0	0	3	19	0	7	10	8	0
V24	16	92	0	13	3	3	18	0	16	1	0	10	0
V25	4	1	40	40	3	29	0	21	4	0	0	0	0
V26	1	18	28	71	114	1	0	129	23	0	0	0	0
V27	0	60	46	2	55	0	0	6	0	57	0	0	0
V28	42	1	5	0	0	0	3	14	0	9	0	21	0
V29	170	177	9	27	50	131	100	7	0	0	41	0	15
V30	157	32	67	0	17	83	85	62	0	20	0	49	12
V31	2	4	62	0	0	8	49	15	0	0	22	3	0
V32	19	45	27	0	12	31	17	1	1	0	0	0	0
V33	32	64	75	4	0	29	12	0	7	0	0	0	18
V34	56	13	1	19	16	18	54	47	31	0	11	0	0
V35	6	0	6	27	86	0	0	41	44	18	0	0	0
V36	26	90	21	62	5	13	4	0	26	0	0	3	0
V37	21	24	0	5	34	54	36	14	0	0	0	0	0
V38	116	0	1	9	0	0	5	0	9	30	5	0	0
V39	2	40	0	0	14	0	0	40	0	0	11	7	5
V40	1	148	64	13	16	0	0	17	12	12	0	14	56
V41	4	47	20	31	0	0	2	0	23	0	0	0	0
V42	0	157	0	0	45	0	0	62	0	11	19	0	0
V43	2	0	3	6	16	0	27	18	5	9	0	0	0
V44	0	1	16	0	11	21	22	1	0	0	20	0	0
V45	56	8	64	55	0	9	18	0	34	0	0	0	0
V46	79	15	28	31	5	0	0	20	20	5	0	0	0
V47	138	0	1	18	0	30	100	13	2	17	3	0	0
V48	1	66	17	185	21	0	1	0	73	0	0	0	0
V49	6	7	17	1	30	64	53	3	0	0	4	0	0
V50	9	19	13	8	34	14	37	40	0	0	35	0	0
V51	188	69	1	6	72	12	13	26	0	22	17	5	0
V52	4	51	76	1	12	2	0	0	15	0	0	0	35
V53	55	4	4	48	17	11	1	17	54	22	0	7	0
V54	41	16	0	12	0	0	1	0	15	0	0	6	0
V55	31	2	12	94	34	0	0	0	70	0	0	0	0
V56	9	142	46	2	27	0	0	40	0	4	0	0	1
V57	91	0	1	73	102	121	62	12	38	22	15	0	0
V58	39	95	0	1	7	0	0	18	0	14	12	0	9
V59	66	23	15	5	19	7	3	7	7	0	1	18	0
V60	3	13	209	118	0	71	15	0	33	0	12	0	0
V61	60	27	15	0	0	55	45	0	0	0	35	7	0
V62	171	0	7	0	5	0	0	0	0	0	2	4	0
V63	27	128	18	17	38	64	18	44	55	8	0	0	0
V64	26	46	12	45	0	0	2	6	0	0	20	6	0
V65	24	0	5	1	0	1	2	0	0	0	0	1	0
V66	156	78	159	2	144	0	0	88	0	94	6	36	18
V67	30	0	3	12	28	0	0	24	0	67	0	0	0
V68	0	86	6	5	26	70	60	0	0	0	41	0	0
V69	73	8	5	6	0	1	0	0	0	0	0	29	0
V70	265	23	0	0	124	2	15	53	0	0	0	11	0
V71	19	87	73	21	0	11	0	3	0	0	10	12	0
V72	1	59	0	5	111	0	1	180	0	7	0	26	9
V73	0	79	135	0	39	0	0	141	19	0	9	16	60
V74	85	3	161	2	6	0	0	46	19	5	11	25	0
V75	3	2	0	2	9	0	0	3	14	0	0	0	0
V76	77	0	1	65	0	0	12	0	40	0	0	0	0
V77	41	73	64	95	0	0	36	27	0	1	0	0	9
V78	4	120	315	11	0	0	2	2	0	16	6	5	10
V79	139	0	1	1	7	0	0	0	1	5	0	20	0
V80	18	0	1	88	29	168	66	0	48	23	39	0	0
V81	46	0	6	128	17	2	4	0	59	0	0	14	0
V82	12	39	4	1	56	188	203	31	0	0	100	0	0
V83	12	168	132	4	72	247	175	0	0	0	57	0	0
V84	21	0	2	17	13	25	0	0	1	0	2	0	0
V85	20	196	74	0	8	7	0	1	0	5	10	0	0
V86	3	4	0	9	55	50	58	1	27	0	0	0	0
V87	6	66	42	193	0	0	0	0	28	0	0	0	0
V88	54	257	49	5	3	39	50	0	4	0	9	0	0
V89	15	22	149	6	76	41	31	23	26	4	48	0	8
V90	5	0	52	17	97	134	24	19	35	0	0	0	0
V91	0	78	0	54	6	4	0	0	9	0	0	0	0
V92	101	11	144	0	54	0	0	94	0	43	0	27	0
V93	1	9	126	141	0	0	13	0	64	0	0	0	0
V94	104	0	142	17	6	36	0	0	0	0	0	21	0
V95	104	29	2	7	3	17	28	28	2	0	4	0	15
V96	278	0	65	74	7	24	39	0	54	1	0	0	0
V97	0	63	24	32	137	16	14	51	38	5	0	0	41
V98	54	60	4	18	40	0	16	25	11	0	9	0	0
V99	65	4	1	6	0	0	8	0	8	0	0	0	0
V100	14	0	23	1	0	121	65	25	2	14	46	0	0
