MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.35E-02	2.86E-02	6.86E-03	8.71E-04
1:Del:C:1	4.40E-03	9.00E-03	1.85E-03	6.52E-04
1:Del:C:2	1.96E-04	2.35E-04	2.76E-04	1.77E-05
1:Del:C:3	5.25E-04	1.02E-03	3.86E-04	2.82E-04
1:Del:C:4	5.39E-04	8.53E-04	1.06E-04	1.18E-08
1:Del:C:5	5.42E-04	8.87E-04	3.24E-04	3.18E-04
1:Del:T:0	4.38E-03	9.10E-03	2.04E-03	7.65E-04
1:Del:T:1	1.81E-03	3.61E-03	6.56E-04	4.83E-04
1:Del:T:2	3.58E-03	7.46E-03	1.35E-03	2.47E-04
1:Del:T:3	4.03E-03	7.33E-03	1.36E-03	2.59E-04
1:Del:T:4	3.96E-03	5.58E-03	1.73E-03	7.39E-04
1:Del:T:5	3.70E-02	5.69E-02	9.24E-25	3.69E-03
1:Ins:C:0	1.09E-03	3.98E-04	3.85E-04	1.53E-04
1:Ins:C:1	1.66E-04	1.85E-04	1.33E-04	2.54E-09
1:Ins:C:2	1.02E-04	1.11E-04	3.49E-05	1.59E-08
1:Ins:C:3	9.67E-09	2.00E-07	9.32E-05	3.36E-05
1:Ins:C:4	1.40E-04	1.54E-04	1.81E-04	1.66E-04
1:Ins:C:5	3.75E-04	7.88E-04	7.23E-04	3.07E-04
1:Ins:T:0	4.41E-04	1.13E-03	4.23E-04	1.06E-04
1:Ins:T:1	5.79E-04	9.90E-04	1.37E-04	7.75E-09
1:Ins:T:2	1.36E-04	2.48E-04	4.66E-05	1.98E-08
1:Ins:T:3	2.91E-04	1.59E-04	3.52E-04	8.18E-11
1:Ins:T:4	3.25E-04	4.62E-04	4.72E-04	2.13E-04
1:Ins:T:5	4.61E-08	9.43E-07	7.18E-03	2.00E-04
2:Del:R:0	4.68E-04	1.02E-03	3.82E-04	8.95E-04
2:Del:R:1	2.95E-04	3.80E-04	2.27E-04	1.52E-04
2:Del:R:2	1.41E-04	1.23E-04	8.58E-05	1.96E-04
2:Del:R:3	1.59E-05	9.73E-05	1.00E-04	1.26E-05
2:Del:R:4	7.73E-05	1.09E-04	2.27E-08	1.77E-08
2:Del:R:5	2.62E-04	5.38E-05	2.13E-05	4.19E-04
3:Del:R:0	4.43E-04	2.42E-04	1.58E-04	1.83E-08
3:Del:R:1	2.13E-04	3.53E-04	3.70E-04	2.06E-04
3:Del:R:2	1.73E-04	1.73E-04	1.50E-04	6.67E-06
3:Del:R:3	1.24E-04	8.63E-05	7.03E-05	1.11E-04
3:Del:R:4	2.18E-09	2.06E-09	1.92E-09	1.24E-09
3:Del:R:5	2.18E-09	2.06E-09	1.92E-09	1.24E-09
4:Del:R:0	1.64E-04	3.13E-04	2.44E-05	1.24E-04
4:Del:R:1	1.83E-04	3.23E-04	3.84E-04	2.06E-04
4:Del:R:2	8.32E-09	4.49E-05	8.87E-09	6.23E-05
4:Del:R:3	2.72E-08	3.08E-08	2.04E-08	3.96E-05
4:Del:R:4	2.40E-05	4.28E-08	3.02E-08	4.67E-08
4:Del:R:5	2.18E-09	2.06E-09	1.92E-09	1.24E-09
5:Del:R:0	6.91E-03	3.78E-03	1.53E-03	6.14E-04
5:Del:R:1	1.89E-04	2.76E-04	9.83E-05	1.80E-05
5:Del:R:2	5.94E-05	1.11E-04	2.37E-05	1.61E-08
5:Del:R:3	2.78E-04	8.01E-05	9.50E-05	4.86E-05
5:Del:R:4	2.18E-09	2.06E-09	1.92E-09	1.24E-09
5:Del:R:5	2.03E-05	3.03E-06	3.79E-05	6.59E-05
2:Ins:R:0	1.81E-04	2.21E-04	2.02E-04	1.07E-04
2:Ins:R:1	8.07E-05	2.19E-04	1.96E-04	6.12E-05
2:Ins:R:2	4.24E-05	1.15E-04	1.13E-04	2.00E-08
2:Ins:R:3	4.25E-05	1.08E-04	1.15E-04	1.02E-04
2:Ins:R:4	1.76E-04	3.38E-04	1.65E-04	7.63E-05
2:Ins:R:5	8.14E-04	1.49E-03	4.28E-04	7.37E-43
3:Ins:R:0	3.24E-05	6.18E-05	2.61E-08	7.16E-09
3:Ins:R:1	9.78E-05	1.77E-04	3.39E-05	1.25E-04
3:Ins:R:2	1.63E-05	6.28E-05	1.82E-08	3.16E-08
3:Ins:R:3	1.48E-05	4.41E-05	6.60E-05	4.88E-08
3:Ins:R:4	2.12E-05	3.04E-08	4.34E-05	7.45E-05
3:Ins:R:5	1.53E-04	1.93E-04	7.75E-05	1.98E-04
4:Ins:R:0	2.46E-05	1.44E-04	9.92E-05	6.92E-05
4:Ins:R:1	1.22E-04	1.18E-04	1.59E-04	1.02E-04
4:Ins:R:2	4.89E-08	2.99E-05	3.15E-08	4.56E-08
4:Ins:R:3	3.44E-08	3.42E-08	2.48E-08	6.89E-05
4:Ins:R:4	3.80E-08	9.61E-08	1.22E-04	3.37E-03
4:Ins:R:5	1.27E-04	1.79E-04	8.84E-05	1.16E-04
5:Ins:R:0	4.55E-05	5.57E-05	2.62E-05	1.20E-08
5:Ins:R:1	4.18E-04	2.11E-04	3.03E-04	1.65E-04
5:Ins:R:2	4.86E-05	1.47E-05	4.30E-05	1.39E-08
5:Ins:R:3	5.76E-05	5.75E-05	8.18E-05	1.14E-04
5:Ins:R:4	3.83E-08	4.25E-08	5.83E-05	3.29E-05
5:Ins:R:5	6.17E-05	1.65E-04	9.25E-05	4.99E-09
2:Del:M:1	1.79E-04	2.43E-04	3.75E-04	1.32E-04
3:Del:M:1	3.09E-04	3.64E-04	6.99E-05	5.67E-05
3:Del:M:2	2.70E-04	2.05E-04	3.49E-04	1.78E-04
4:Del:M:1	2.39E-04	3.87E-04	2.98E-04	7.93E-05
4:Del:M:2	3.72E-04	3.66E-04	1.94E-04	1.70E-04
4:Del:M:3	1.85E-04	3.14E-04	6.22E-05	3.04E-05
5:Del:M:1	3.04E-02	1.77E-02	8.77E-03	1.27E-03
5:Del:M:2	3.03E-03	1.31E-03	1.01E-03	3.82E-04
5:Del:M:3	1.31E-03	3.91E-04	3.59E-04	1.64E-04
5:Del:M:4	6.55E-04	2.78E-04	4.40E-04	1.33E-04
5:Del:M:5	3.18E-04	3.57E-04	1.99E-04	5.83E-05
