NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.182	16.636	10.3	9.626	0.086	0.994	80000.0
2	39.609	14.884	9.462	8.902	0.079	0.995	70000.0
3	39.047	14.56	9.26	8.602	0.08	0.995	80000.0
4	45.023	16.717	10.704	9.727	0.082	0.994	40000.0
5	40.318	15.011	9.583	8.941	0.078	0.994	30000.0
6	43.052	16.142	10.086	9.401	0.084	0.994	30000.0
7	42.871	15.827	10.007	9.188	0.079	0.995	70000.0
8	41.388	15.086	9.655	8.837	0.079	0.995	40000.0
9	42.454	15.983	9.831	9.227	0.08	0.994	70000.0
10	43.047	15.941	10.292	9.387	0.083	0.994	50000.0
