NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.652	18.465	10.493	11.087	0.106	0.991	30000.0
2	45.301	18.653	10.88	11.359	0.109	0.991	60000.0
3	49.091	20.14	12.018	12.689	0.11	0.988	40000.0
4	44.155	18.217	10.339	10.871	0.105	0.992	50000.0
5	44.336	17.778	10.76	10.866	0.103	0.992	50000.0
6	45.959	19.135	11.009	11.752	0.108	0.99	40000.0
7	41.172	17.117	9.399	10.202	0.102	0.992	40000.0
8	44.838	18.441	10.925	11.221	0.105	0.991	40000.0
9	44.008	18.193	10.319	11.059	0.109	0.991	30000.0
10	44.339	18.284	10.771	11.612	0.106	0.99	40000.0
