Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	2.27E+00	1.64E+00	7.27E-01	1.65E+00	1.59E+00	1.76E+00
V2	9.87E-01	0.00E+00	2.21E+00	3.14E-01	1.69E+00	2.67E+00
V3	1.28E+00	6.67E-01	2.90E+00	1.44E+00	1.71E+00	2.04E+00
V4	2.49E-01	1.17E+00	1.39E+00	0.00E+00	3.71E-01	0.00E+00
V5	3.12E+00	2.61E+00	2.45E+00	2.49E-01	2.40E+00	1.28E+00
V6	9.89E-01	7.18E-01	2.52E+00	1.95E+00	2.33E+00	3.77E+00
V7	2.32E+00	6.67E-01	4.82E-01	0.00E+00	1.54E+00	2.03E+00
V8	1.13E+00	2.10E+00	9.31E-01	9.07E-01	7.02E-01	1.51E+00
V9	2.58E-01	1.07E+00	1.78E+00	1.19E+00	1.92E+00	9.48E-01
V10	1.87E+00	3.35E-01	0.00E+00	1.68E+00	1.93E+00	1.09E+00
V11	1.57E+00	3.73E-01	2.52E+00	2.36E+00	1.29E+00	1.63E+00
V12	3.27E-01	1.75E+00	2.00E-01	1.71E+00	2.80E+00	6.15E-01
V13	2.91E-01	1.68E+00	1.32E+00	1.21E+00	7.90E-01	0.00E+00
V14	2.26E+00	2.64E+00	1.36E+00	6.54E-01	5.42E-01	4.58E-01
V15	1.61E+00	1.49E+00	1.33E-01	9.94E-01	1.51E+00	1.93E+00
V16	2.14E+00	2.01E+00	2.62E+00	7.81E-01	1.51E+00	0.00E+00
V17	1.12E+00	2.60E-01	1.23E+00	1.33E+00	6.29E-01	7.57E-01
V18	7.67E-01	1.23E+00	1.51E+00	9.55E-01	2.05E+00	8.92E-01
V19	2.71E+00	2.08E+00	0.00E+00	0.00E+00	2.27E+00	0.00E+00
V20	2.46E+00	2.08E+00	2.24E-01	3.06E-01	2.25E+00	1.10E+00
V21	1.03E+00	1.53E+00	2.76E+00	6.57E-01	1.88E+00	4.73E-01
V22	1.52E+00	0.00E+00	3.05E+00	3.27E+00	1.83E+00	4.76E-01
V23	7.37E-01	3.62E+00	4.46E+00	2.87E+00	1.87E+00	4.15E+00
V24	1.60E+00	2.34E+00	6.32E-01	5.21E-01	5.93E-01	9.09E-01
V25	1.56E+00	2.96E+00	2.38E+00	1.83E+00	1.16E+00	1.00E+00
V26	9.94E-01	2.65E+00	9.83E-01	6.57E-01	2.15E+00	6.05E-01
V27	6.99E-01	1.77E+00	1.87E+00	5.04E-01	3.40E-01	1.49E+00
V28	4.36E+00	0.00E+00	2.04E+00	2.03E+00	4.60E+00	3.13E+00
V29	2.26E+00	3.19E+00	2.17E+00	3.94E-01	2.54E+00	1.33E+00
V30	3.36E+00	3.25E+00	1.96E+00	5.96E-01	1.95E+00	4.67E-01
V31	1.45E+00	1.80E-01	1.61E+00	1.72E+00	2.29E+00	3.26E+00
V32	1.89E+00	1.30E+00	1.74E+00	6.57E-01	7.78E-01	1.47E+00
V33	2.03E+00	1.94E+00	5.39E-01	1.14E+00	1.55E+00	0.00E+00
V34	6.63E-01	2.11E+00	2.81E+00	0.00E+00	8.06E-01	1.97E+00
V35	3.94E-01	5.39E-01	1.28E+00	2.21E-01	6.63E-01	1.63E+00
V36	2.96E+00	3.35E+00	5.97E-01	0.00E+00	1.35E+00	1.78E+00
V37	3.78E+00	4.47E+00	1.49E+00	3.38E+00	0.00E+00	6.29E-01
V38	2.40E+00	0.00E+00	0.00E+00	7.81E-01	1.58E+00	1.12E+00
V39	2.01E+00	1.13E+00	1.40E+00	4.90E-01	4.22E-01	1.59E+00
V40	2.06E+00	3.36E+00	2.60E+00	2.05E+00	6.96E-01	9.71E-01
V41	1.20E+00	4.00E-01	1.76E+00	2.26E+00	3.35E-01	5.39E-01
V42	3.89E-01	1.19E+00	4.00E-01	2.06E+00	1.75E+00	2.79E+00
V43	5.73E-01	2.86E+00	4.76E-01	2.97E+00	3.09E+00	4.27E-01
V44	2.20E+00	5.78E-01	1.18E+00	1.20E+00	6.16E-01	1.09E+00
V45	3.59E-01	4.33E-01	9.89E-01	3.00E+00	5.47E-01	3.24E+00
V46	5.26E-01	2.25E+00	1.16E+00	2.27E+00	1.95E+00	1.41E+00
V47	2.07E+00	2.49E-01	6.11E-01	1.13E+00	9.75E-01	1.14E+00
V48	1.85E+00	1.96E+00	2.56E+00	1.91E+00	4.00E-01	7.92E-01
V49	2.39E+00	1.29E+00	1.43E+00	1.70E+00	3.79E-01	6.23E-01
V50	6.36E-01	5.26E-01	1.61E+00	1.21E+00	2.05E+00	0.00E+00
V51	1.43E+00	1.59E+00	1.90E+00	0.00E+00	1.30E+00	1.03E+00
V52	8.75E-01	6.01E-01	1.21E+00	1.74E+00	5.54E-01	2.67E+00
V53	3.93E+00	1.39E+00	2.51E+00	1.83E+00	4.67E-01	4.97E+00
V54	1.56E+00	6.29E-01	1.84E+00	1.23E+00	6.87E-01	2.32E+00
V55	3.33E-01	2.77E-01	4.80E+00	4.94E-01	2.06E+00	4.96E+00
V56	1.65E+00	3.48E+00	2.06E+00	3.48E-01	2.32E+00	3.58E+00
V57	1.76E+00	1.93E+00	1.38E+00	2.22E+00	1.54E+00	7.48E-01
V58	2.56E+00	4.92E+00	3.40E-01	4.75E+00	3.23E+00	9.91E-01
V59	9.21E-01	1.88E+00	2.10E+00	1.01E+00	4.67E-01	2.02E+00
V60	2.05E+00	1.96E+00	1.84E+00	7.86E-01	6.83E-01	1.26E+00
V61	1.60E+00	4.67E-01	3.34E+00	1.33E+00	2.20E+00	1.65E+00
V62	3.44E+00	9.07E-01	2.00E+00	1.73E+00	3.48E-01	2.36E+00
V63	5.21E+00	3.93E+00	1.84E+00	5.73E-01	6.36E-01	9.20E-01
V64	1.97E+00	8.33E-01	1.23E+00	2.54E+00	2.83E+00	2.52E+00
V65	9.48E-01	8.95E-01	1.10E+00	1.73E+00	1.12E+00	1.16E+00
V66	1.48E+00	1.01E+00	1.38E+00	7.31E-01	3.71E-01	0.00E+00
V67	4.41E+00	1.99E+00	4.22E+00	1.19E+00	1.22E+00	1.04E+00
V68	6.50E-01	5.21E-01	4.17E+00	1.17E+00	3.06E+00	2.59E+00
V69	8.09E-01	2.37E+00	2.33E+00	5.37E-01	1.69E+00	2.41E+00
V70	2.89E+00	1.00E+00	0.00E+00	2.13E-01	2.50E+00	9.24E-01
V71	0.00E+00	1.53E+00	1.48E+00	2.77E+00	1.51E+00	0.00E+00
V72	1.99E+00	2.77E+00	1.99E+00	1.61E+00	1.18E+00	7.75E-01
V73	2.17E+00	1.93E+00	2.08E+00	3.07E+00	5.47E-01	3.21E+00
V74	0.00E+00	8.75E-01	1.62E+00	1.48E+00	1.16E+00	0.00E+00
V75	2.19E+00	1.39E+00	9.80E-01	1.52E+00	8.27E-01	5.33E-01
V76	1.78E+00	1.40E+00	0.00E+00	1.83E+00	2.79E+00	9.80E-01
V77	1.75E+00	2.14E+00	2.69E+00	1.40E+00	2.65E+00	1.29E+00
V78	1.09E+00	5.21E-01	1.73E+00	1.47E+00	3.71E-01	1.55E+00
V79	3.67E-01	2.18E+00	2.26E+00	0.00E+00	5.67E-01	9.68E-01
V80	4.73E-01	1.37E+00	3.48E-01	2.98E-01	1.57E+00	8.56E-01
V81	3.14E-01	4.76E-01	0.00E+00	6.33E-01	7.72E-01	0.00E+00
V82	4.07E-01	1.82E+00	2.17E+00	3.01E+00	2.11E+00	2.19E+00
V83	1.35E+00	7.90E-01	1.79E+00	2.12E+00	1.16E+00	1.78E+00
V84	3.22E+00	1.95E+00	3.19E+00	9.66E-01	1.56E+00	2.24E-01
V85	1.72E+00	3.13E+00	2.90E+00	3.42E+00	2.36E+00	1.81E+00
V86	1.29E+00	6.87E-01	3.34E+00	2.50E+00	5.47E-01	4.47E-01
V87	2.71E+00	6.71E-01	2.38E+00	9.98E-01	2.39E+00	0.00E+00
V88	3.59E-01	2.45E+00	2.25E+00	6.86E-01	1.65E+00	2.03E+00
V89	3.79E-01	0.00E+00	8.98E-01	1.22E+00	1.20E+00	3.35E-01
V90	3.17E+00	6.18E-01	1.12E+00	2.55E+00	9.66E-01	0.00E+00
V91	1.97E+00	2.81E+00	2.70E+00	2.52E+00	9.43E-01	1.64E+00
V92	1.63E+00	3.12E+00	2.10E+00	3.71E+00	1.06E+00	4.22E+00
V93	7.06E-01	5.78E-01	1.22E+00	1.33E+00	1.85E+00	3.35E-01
V94	2.67E-01	0.00E+00	2.04E+00	6.74E-01	1.74E+00	1.96E+00
V95	2.24E+00	3.31E+00	1.16E+00	3.16E+00	2.71E+00	1.68E+00
V96	1.68E+00	3.96E+00	2.44E+00	1.65E+00	2.36E+00	5.16E+00
V97	1.98E+00	1.31E+00	4.52E+00	4.92E+00	3.89E+00	0.00E+00
V98	7.77E-01	2.23E+00	3.40E+00	1.18E+00	7.64E-01	4.70E+00
V99	1.41E+00	1.63E+00	2.13E+00	1.27E+00	8.82E-01	6.29E-01
V100	1.00E+00	2.36E+00	2.04E+00	1.90E+00	4.99E-01	2.47E+00
