MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	1.01E-04	9.67E-03	2.19E-04	2.00E-03	2.42E-03	1.02E-05	5.41E-02
1:Del:C:1	2.25E-04	7.55E-03	1.06E-07	2.35E-07	1.21E-03	1.88E-04	1.87E-02
1:Del:C:2	2.29E-05	9.04E-04	1.94E-04	1.24E-04	5.55E-04	1.68E-05	2.02E-03
1:Del:C:3	3.98E-04	1.15E-03	4.21E-04	4.30E-04	3.27E-04	4.11E-04	3.17E-03
1:Del:C:4	0.00E+00	1.38E-03	2.57E-04	1.50E-04	9.97E-05	7.04E-10	5.74E-03
1:Del:C:5	1.31E-04	0.00E+00	5.17E-04	8.71E-04	4.03E-04	2.55E-05	3.75E-03
1:Del:T:0	9.80E-05	4.71E-03	6.38E-04	1.65E-03	1.45E-03	4.89E-04	1.85E-02
1:Del:T:1	2.72E-04	3.07E-03	0.00E+00	1.65E-04	1.18E-03	1.53E-04	9.91E-03
1:Del:T:2	2.09E-04	3.73E-03	2.97E-04	1.01E-03	1.00E-03	1.74E-04	1.08E-02
1:Del:T:3	5.35E-04	3.77E-03	5.33E-04	7.98E-04	5.66E-04	4.18E-04	1.81E-02
1:Del:T:4	4.30E-08	4.72E-03	8.94E-04	1.90E-03	0.00E+00	2.85E-04	1.57E-02
1:Del:T:5	4.63E-08	4.24E-08	2.03E-07	3.37E-03	1.65E-06	2.38E-08	1.67E-02
1:Ins:C:0	2.02E-08	1.32E-08	3.61E-08	6.77E-05	5.13E-04	9.82E-05	7.30E-04
1:Ins:C:1	7.68E-08	1.20E-04	4.06E-08	1.42E-08	2.49E-04	0.00E+00	8.89E-04
1:Ins:C:2	7.98E-05	2.03E-04	7.95E-09	1.00E-08	2.60E-04	1.75E-04	5.71E-04
1:Ins:C:3	4.49E-08	2.26E-08	1.08E-04	4.06E-05	1.89E-04	1.90E-04	3.60E-04
1:Ins:C:4	3.70E-09	6.24E-09	1.06E-04	3.86E-04	1.03E-04	6.56E-05	6.29E-05
1:Ins:C:5	6.71E-04	1.54E-45	1.59E-03	8.89E-04	2.62E-04	6.35E-04	8.50E-03
1:Ins:T:0	1.55E-04	7.82E-04	2.84E-04	3.11E-04	6.44E-04	4.50E-04	2.64E-03
1:Ins:T:1	3.68E-09	1.80E-03	9.53E-09	1.74E-04	3.81E-04	1.13E-04	4.48E-03
1:Ins:T:2	3.89E-05	2.96E-04	2.58E-04	9.06E-05	3.04E-04	0.00E+00	1.55E-03
1:Ins:T:3	0.00E+00	2.85E-04	5.70E-04	3.81E-04	5.82E-05	3.00E-04	4.04E-03
1:Ins:T:4	1.06E-03	3.54E-04	1.33E-03	1.91E-04	1.53E-04	4.90E-04	1.37E-02
1:Ins:T:5	1.55E-07	2.41E-07	4.82E-03	1.81E-07	1.26E-06	1.57E-07	7.63E-02
2:Del:R:0	1.10E-07	2.23E-03	6.01E-04	3.29E-04	6.48E-04	0.00E+00	7.70E-03
2:Del:R:1	3.05E-05	7.42E-04	1.16E-08	5.50E-04	4.87E-04	5.56E-05	1.35E-03
2:Del:R:2	8.30E-05	1.09E-04	8.48E-05	3.05E-04	9.11E-05	2.14E-04	2.58E-04
2:Del:R:3	4.27E-08	3.08E-08	4.54E-05	8.68E-08	5.19E-08	1.62E-04	4.11E-04
2:Del:R:4	9.93E-05	6.60E-05	6.52E-05	8.12E-05	7.39E-05	2.88E-09	4.84E-04
2:Del:R:5	3.29E-08	4.51E-05	4.32E-08	1.82E-05	1.15E-04	5.01E-08	2.64E-04
3:Del:R:0	3.15E-05	5.23E-04	6.76E-09	0.00E+00	6.59E-04	1.89E-04	2.24E-03
3:Del:R:1	0.00E+00	1.02E-03	5.49E-04	3.18E-04	3.01E-04	0.00E+00	5.41E-03
3:Del:R:2	2.04E-08	3.86E-05	4.59E-07	2.22E-07	1.66E-07	2.03E-03	3.40E-04
3:Del:R:3	6.05E-09	8.15E-05	8.16E-05	1.08E-08	0.00E+00	2.62E-08	7.03E-05
3:Del:R:4	5.64E-09	1.38E-08	1.16E-08	3.56E-09	7.89E-09	4.23E-09	1.02E-07
3:Del:R:5	5.05E-04	1.69E-04	0.00E+00	8.33E-09	5.73E-07	1.54E-03	4.51E-04
4:Del:R:0	1.29E-03	6.50E-04	2.30E-04	0.00E+00	8.71E-04	2.10E-04	7.44E-03
4:Del:R:1	0.00E+00	7.59E-04	2.12E-04	3.70E-04	2.92E-04	3.21E-05	1.33E-03
4:Del:R:2	5.33E-05	4.05E-04	1.69E-05	4.26E-05	1.05E-04	2.86E-09	2.30E-03
4:Del:R:3	5.64E-09	1.38E-08	1.16E-08	3.56E-09	7.89E-09	4.23E-09	1.02E-07
4:Del:R:4	5.64E-09	1.38E-08	1.16E-08	3.56E-09	7.89E-09	4.23E-09	1.02E-07
4:Del:R:5	6.80E-08	1.88E-04	9.77E-05	2.99E-08	2.89E-05	3.55E-08	2.32E-04
5:Del:R:0	4.71E-04	4.01E-04	9.10E-04	4.49E-04	3.27E-03	1.96E-03	7.47E-03
5:Del:R:1	1.44E-08	1.20E-04	8.61E-09	2.78E-04	2.20E-04	3.16E-26	4.72E-04
5:Del:R:2	7.46E-05	1.05E-04	0.00E+00	4.60E-05	1.41E-04	3.87E-08	5.16E-04
5:Del:R:3	5.26E-08	2.75E-08	4.80E-05	4.15E-08	4.79E-08	3.85E-08	3.16E-04
5:Del:R:4	5.64E-09	1.38E-08	1.16E-08	3.56E-09	7.89E-09	4.23E-09	1.02E-07
5:Del:R:5	5.64E-09	1.38E-08	1.16E-08	3.56E-09	7.89E-09	4.23E-09	1.02E-07
2:Ins:R:0	5.07E-05	2.71E-04	3.40E-04	1.61E-04	9.93E-05	0.00E+00	2.64E-03
2:Ins:R:1	1.04E-03	2.97E-04	0.00E+00	0.00E+00	4.35E-04	1.87E-04	7.13E-04
2:Ins:R:2	1.40E-04	7.69E-05	4.26E-05	1.53E-04	1.29E-04	1.87E-08	6.69E-04
2:Ins:R:3	1.06E-04	1.48E-04	1.34E-04	1.10E-08	9.20E-05	1.38E-08	7.30E-04
2:Ins:R:4	7.15E-05	1.39E-05	3.77E-04	3.47E-04	6.32E-08	0.00E+00	2.36E-03
2:Ins:R:5	9.89E-05	2.99E-04	1.35E-03	8.05E-04	3.70E-04	4.66E-04	5.98E-03
3:Ins:R:0	1.36E-03	1.08E-03	2.75E-07	0.00E+00	4.56E-04	1.57E-04	1.44E-02
3:Ins:R:1	1.13E-08	1.46E-04	1.54E-04	1.26E-04	2.22E-04	5.62E-09	2.61E-04
3:Ins:R:2	4.42E-08	3.07E-05	5.26E-08	8.10E-05	4.03E-08	5.14E-08	2.42E-04
3:Ins:R:3	1.33E-03	6.43E-08	1.20E-07	6.83E-08	3.36E-08	3.97E-08	3.74E-02
