NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.367	19.314	12.952	11.585	0.101	0.99	60000.0
2	52.642	19.525	12.421	11.602	0.107	0.99	50000.0
3	53.607	19.436	12.881	11.287	0.102	0.991	60000.0
4	51.775	19.044	12.027	11.139	0.102	0.991	50000.0
5	51.084	18.458	11.609	10.462	0.099	0.992	70000.0
6	55.078	19.963	13.366	11.958	0.1	0.99	30000.0
7	53.484	19.644	13.414	12.087	0.101	0.988	90000.0
8	52.86	19.284	12.534	11.258	0.097	0.991	40000.0
9	52.894	18.592	12.542	10.828	0.097	0.992	50000.0
10	55.244	19.741	13.583	11.722	0.102	0.99	30000.0
