NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.415	16.311	11.557	8.774	0.085	0.994	50000.0
2	48.363	15.726	10.998	8.338	0.083	0.995	50000.0
3	46.481	14.801	10.334	7.621	0.082	0.996	40000.0
4	47.811	15.885	10.885	8.338	0.088	0.995	50000.0
5	45.25	14.746	10.196	7.712	0.083	0.996	40000.0
6	46.752	15.103	10.606	7.968	0.082	0.995	40000.0
7	47.918	15.805	10.729	8.201	0.086	0.995	80000.0
8	48.545	15.852	11.139	8.259	0.086	0.995	60000.0
9	46.868	15.32	10.854	8.287	0.085	0.995	120000.0
10	47.365	15.46	10.61	8.042	0.083	0.995	40000.0
