Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	0	6	105	0	9	0	0	0	43	2	1
V2	39	8	0	0	24	66	135	0	36	0	16
V3	2	47	97	10	10	35	17	9	0	0	5
V4	76	38	0	38	153	6	20	22	0	9	7
V5	227	1	0	132	22	0	0	9	0	26	29
V6	0	3	178	40	2	0	0	9	7	0	16
V7	10	114	0	36	2	1	0	3	0	13	5
V8	5	2	44	5	35	96	9	16	47	0	0
V9	67	3	56	6	28	0	38	17	0	0	0
V10	8	17	48	21	1	40	35	0	0	62	0
V11	31	12	0	17	158	0	0	55	0	2	0
V12	8	26	11	1	54	86	44	27	0	0	0
V13	114	43	0	83	72	130	125	88	0	0	0
V14	0	25	19	103	1	8	36	0	29	0	0
V15	2	5	0	0	5	81	42	0	0	0	6
V16	6	0	12	0	46	0	3	34	0	0	0
V17	3	0	19	57	18	0	20	0	12	0	0
V18	6	20	133	5	55	3	0	23	0	0	13
V19	6	13	0	41	1	0	0	2	0	3	0
V20	71	123	0	5	3	25	10	3	0	0	0
V21	36	18	0	0	9	102	18	12	0	6	11
V22	612	2	0	6	5	14	10	6	0	0	0
V23	222	0	15	3	137	0	6	37	0	0	0
V24	21	3	0	0	0	9	16	3	5	0	0
V25	0	8	80	5	21	69	8	2	4	0	0
V26	378	4	0	0	31	17	5	17	0	47	0
V27	0	8	0	18	0	58	65	0	20	0	25
V28	88	87	21	9	31	0	0	9	10	0	21
V29	82	97	8	21	2	0	0	9	28	0	0
V30	0	102	24	20	1	104	43	2	1	43	19
V31	1	3	0	2	0	57	0	0	7	0	0
V32	1	66	113	57	0	30	124	0	78	15	0
V33	46	25	0	3	8	9	22	0	8	0	0
V34	1	426	22	1	45	1	5	12	0	1	0
V35	31	1	7	34	11	0	1	22	0	0	0
V36	29	52	58	7	22	31	0	16	0	6	29
V37	15	0	0	0	2	0	5	18	5	2	0
V38	21	15	0	25	7	5	0	9	0	0	2
V39	42	2	0	6	61	52	103	9	0	0	8
V40	17	5	0	85	44	44	22	8	0	0	0
V41	1	24	0	16	6	5	7	0	0	5	1
V42	6	1	15	89	27	0	0	12	2	0	0
V43	104	163	23	194	43	6	5	38	21	0	32
V44	28	0	322	29	23	0	0	5	57	97	0
V45	12	63	0	0	0	59	58	0	0	0	8
V46	7	0	0	3	33	21	0	3	0	13	0
V47	0	20	72	24	6	25	15	3	72	0	29
V48	0	78	0	20	56	0	0	59	25	0	0
V49	196	48	55	6	69	27	59	12	0	0	0
V50	51	3	0	6	46	0	0	13	0	0	2
V51	0	30	263	8	22	38	130	0	66	8	0
V52	18	9	307	30	0	16	15	0	42	73	0
V53	110	55	269	8	93	0	67	9	11	3	0
V54	19	1	0	115	25	21	37	20	1	22	0
V55	0	25	188	41	210	0	21	111	1	46	0
V56	0	46	19	14	4	0	0	0	9	5	0
V57	47	28	0	13	13	64	18	11	8	0	19
V58	73	62	13	6	44	35	4	20	0	17	0
V59	114	209	24	16	30	8	0	34	0	27	11
V60	0	114	10	4	0	0	0	0	12	0	0
V61	5	0	30	50	67	0	1	0	21	0	10
V62	129	40	1	163	3	9	14	19	7	0	0
V63	0	18	0	3	59	33	68	9	0	0	2
V64	4	0	14	0	66	12	25	0	0	0	0
V65	32	69	0	0	10	18	0	0	0	17	0
V66	69	69	0	174	12	0	0	0	2	0	55
V67	28	147	25	17	4	10	33	0	4	0	23
V68	2	0	6	28	13	0	0	0	0	0	0
V69	16	46	0	89	0	0	25	5	0	0	18
V70	8	14	75	58	183	0	0	60	17	3	0
V71	112	58	92	3	36	0	0	68	67	10	6
V72	212	120	3	0	0	0	9	0	0	16	5
V73	13	36	65	0	1	121	128	5	39	33	27
V74	2	7	49	0	0	9	0	0	22	0	0
V75	9	41	1	0	2	0	0	4	6	0	1
V76	6	0	32	62	0	172	207	0	8	7	0
V77	111	168	6	5	181	51	0	49	0	18	0
V78	306	187	63	0	0	0	0	11	24	0	0
V79	127	70	10	9	35	42	82	13	0	0	0
V80	236	371	0	8	10	20	27	0	0	0	52
V81	27	65	43	24	19	74	49	10	45	41	0
V82	197	5	16	20	0	10	7	3	0	0	0
V83	75	4	6	0	12	60	4	11	9	0	0
V84	0	1	16	7	50	0	0	83	3	0	0
V85	32	56	145	5	0	0	19	2	0	24	0
V86	137	0	32	8	22	70	61	26	22	0	12
V87	454	122	16	53	9	56	0	9	2	8	2
V88	57	11	10	50	11	13	1	0	0	4	13
V89	0	73	0	25	42	10	6	46	0	0	0
V90	199	30	9	89	28	0	9	22	16	0	2
V91	32	32	0	8	29	38	23	20	10	0	4
V92	62	49	36	6	160	0	20	84	21	3	17
V93	0	72	0	9	42	1	0	0	18	9	0
V94	0	24	62	6	97	4	0	36	0	0	0
V95	9	158	191	0	0	0	3	0	53	0	0
V96	115	17	26	1	28	0	0	0	0	26	8
V97	5	32	13	170	3	0	0	0	0	6	6
V98	26	1	24	168	1	5	2	0	0	0	2
V99	114	54	33	16	10	6	0	0	0	7	4
V100	139	15	51	347	4	0	0	0	41	0	59
