MutationType	ID83A	ID83B	ID83C
1:Del:C:0	0.055020257458090784	0.06292716823518277	0.031595857441425325
1:Del:C:1	0.025281493738293647	0.013196346443146467	0.009154084487818182
1:Del:C:2	0.0013838942046277224	0.0010358792322222143	0.00040603763445687944
1:Del:C:3	0.0028044038685038687	0.005098813446238637	0.0011456907988758758
1:Del:C:4	0.0024173196172341703	0.004645344102755189	0.0003681429079733789
1:Del:C:5	0.23074351102113724	0.004239328763674166	0.0008654421952087432
1:Del:T:0	0.02880116943269968	0.02090522665530443	0.0074516965076327326
1:Del:T:1	0.00996978972107172	0.009465497406199574	0.0010405100276329904
1:Del:T:2	0.015069251414388418	0.022940061800181866	0.00771936965174973
1:Del:T:3	0.021136888675391673	0.04064396433532238	0.006209738156758249
1:Del:T:4	0.01593003198504448	0.05296975374221802	0.007730829389765858
1:Del:T:5	9.678361947749182e-05	0.5938075423240662	2.8269697764926606e-07
1:Ins:C:0	0.0011606182204559445	0.0008064285488217138	0.0
1:Ins:C:1	0.0012449631234630943	0.00021225041153272173	9.766410258293945e-09
1:Ins:C:2	0.11329791098833084	0.0761664405465126	0.02482067234814167
1:Ins:C:3	0.002949830249417573	0.0032526598777621986	0.0019060826976783573
1:Ins:C:4	9.097053771256469e-05	0.0013917480770032852	0.0016168405301868916
1:Ins:C:5	0.0017405172198778017	0.007133753364905715	0.017556708306074142
1:Ins:T:0	0.0029242053395137193	0.0043086922261863945	0.0013529625721275806
1:Ins:T:1	0.0032612712820991874	0.0014100480475462973	0.00032932605245150626
1:Ins:T:2	0.0008021439163712785	0.0014794633607380092	0.0003474169085620815
1:Ins:T:3	0.0005439396671135909	0.0003529363406027386	0.0024605915998108683
1:Ins:T:4	4.3894438567804174e-05	0.0033854222274385393	0.01560778273269534
1:Ins:T:5	1.1468105810763519e-06	1.946235169469901e-07	0.7908107161521911
2:Del:R:0	0.00584969874471426	0.0028430758393369615	0.00048191087516897825
2:Del:R:1	0.004015440447255969	0.0034364515100605785	0.002086892619263381
2:Del:R:2	0.00011647757564787753	0.0013229077041614801	0.0007791555835865438
2:Del:R:3	0.016370069794356824	0.008970645582303404	0.004548748780507594
2:Del:R:4	5.369198275033682e-05	0.0007155470253167095	3.5791292483722256e-05
