Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	0	191	10	0	8	0	5	4	0	22	0	4	0	0	0	0
V2	419	16	0	16	175	122	6	24	12	1	106	68	0	0	0	0
V3	22	50	30	17	0	4	10	16	44	14	6	0	9	12	0	0
V4	13	1	0	0	0	3	1	1	0	0	0	0	1	0	0	0
V5	31	3	5	0	0	33	27	6	12	9	0	1	3	0	2	0
V6	42	0	15	3	99	46	0	0	20	2	27	0	0	4	19	22
V7	58	1	214	7	7	44	0	0	4	0	0	4	0	11	27	17
V8	9	127	24	27	76	0	22	13	0	37	69	3	36	0	1	0
V9	195	0	0	116	0	91	24	19	21	0	0	0	12	16	2	0
V10	7	16	3	110	33	23	46	32	42	0	16	0	2	1	0	0
V11	74	8	32	0	5	35	0	0	1	0	0	7	0	0	2	0
V12	0	33	0	0	7	0	2	11	0	0	0	14	0	1	0	0
V13	44	15	112	0	1	26	8	5	0	9	6	17	19	0	14	0
V14	2	40	9	2	4	0	35	36	24	3	12	0	1	0	0	0
V15	44	12	2	0	28	6	0	2	0	0	20	5	12	1	0	0
V16	15	13	0	248	0	0	20	0	0	11	0	0	0	6	1	7
V17	0	17	20	2	0	0	31	22	2	64	2	4	6	2	0	0
V18	0	3	8	0	5	0	88	51	17	0	10	0	20	0	0	0
V19	1	0	1	0	3	0	1	0	0	0	0	1	0	0	0	0
V20	19	108	41	3	1	2	0	0	0	2	0	0	0	0	19	6
V21	38	106	0	34	8	0	48	27	45	0	0	0	0	5	0	0
V22	0	2	11	19	0	5	0	0	1	35	3	2	5	4	3	0
V23	147	26	176	8	1	54	0	0	0	0	1	0	37	7	0	0
V24	8	12	0	68	16	0	34	25	25	0	0	1	0	0	0	0
V25	83	13	20	2	2	25	0	0	6	0	1	0	0	0	4	2
V26	11	0	184	30	0	11	4	0	16	0	0	0	46	1	17	0
V27	173	0	0	8	0	79	6	4	36	0	0	0	0	9	0	0
V28	15	9	1	14	12	0	0	14	2	1	7	11	0	9	0	0
V29	0	16	0	63	8	0	15	4	9	27	0	1	1	4	3	6
V30	10	2	5	22	6	3	14	48	13	0	0	0	0	0	0	0
V31	4	110	0	77	0	0	0	4	1	0	0	0	2	3	0	0
V32	227	0	0	0	0	100	0	0	16	10	0	2	0	0	0	1
V33	13	8	4	15	0	10	9	0	24	0	1	10	0	0	0	0
V34	5	35	0	0	19	2	35	37	0	0	7	0	2	0	0	0
V35	0	1	0	20	10	1	2	0	3	0	27	0	0	2	0	0
V36	10	78	7	5	0	0	95	15	9	0	0	0	0	0	0	0
V37	60	6	33	13	2	26	0	0	0	86	0	5	23	0	0	0
V38	134	0	3	9	0	66	0	0	9	0	14	13	2	0	1	27
V39	16	78	58	6	0	0	0	0	21	0	12	5	0	2	15	0
V40	2	47	0	32	0	0	0	0	0	10	0	0	0	1	0	0
V41	44	0	73	102	2	6	0	0	0	0	0	0	19	7	0	6
V42	134	31	0	40	27	54	0	2	0	4	6	0	0	1	0	0
V43	28	12	8	1	20	0	0	2	0	18	5	3	0	0	0	0
V44	12	1	23	0	4	5	30	59	68	0	0	0	0	2	0	0
V45	29	37	0	9	0	16	11	24	9	0	0	0	3	4	0	0
V46	78	5	101	4	12	48	0	0	0	0	0	0	0	6	21	0
V47	174	34	7	10	0	93	0	0	13	0	2	0	19	0	0	0
V48	327	0	7	114	3	90	0	0	0	0	0	0	1	30	0	0
V49	73	183	1	0	155	19	27	14	28	12	24	31	0	6	7	2
V50	58	55	39	22	0	28	0	0	5	0	0	3	0	6	0	5
V51	9	17	6	10	13	11	0	20	41	7	0	7	10	3	0	22
V52	0	0	50	19	38	0	0	12	6	29	0	0	42	0	0	0
V53	46	23	122	0	0	11	2	0	0	0	4	0	14	3	0	0
V54	179	149	9	1	2	60	0	0	5	21	0	19	19	19	0	34
V55	9	41	22	1	9	6	2	7	10	0	2	12	0	1	0	0
V56	24	2	0	14	59	0	17	4	0	0	13	27	1	0	0	0
V57	4	21	8	69	0	0	9	0	3	0	51	0	0	11	10	0
V58	107	286	72	0	1	51	0	0	0	0	6	1	0	3	22	0
V59	44	148	31	87	1	10	0	0	0	0	0	0	8	15	6	6
V60	23	5	0	9	14	4	3	2	13	0	20	0	0	2	0	0
V61	0	87	0	3	0	0	192	92	61	0	0	0	27	8	0	0
V62	0	0	8	18	13	0	1	10	6	15	28	0	0	0	0	0
V63	6	27	69	59	75	0	65	58	74	0	47	34	0	2	14	0
V64	76	4	138	18	12	26	0	4	0	0	2	1	4	24	0	0
V65	63	1	5	18	0	25	0	4	6	0	17	9	0	1	0	0
V66	21	7	1	16	0	10	0	6	0	0	17	3	0	0	0	5
V67	0	50	10	22	43	0	96	27	62	0	64	28	11	3	0	0
V68	42	27	5	0	8	1	0	0	0	21	0	6	7	2	0	0
V69	45	12	0	57	7	38	1	2	0	0	4	0	3	6	0	0
V70	51	86	48	32	0	18	0	6	2	9	0	0	0	6	19	3
