MutationType	ID83A	ID83B
1:Del:C:0	4.85E-03	4.57E-03
1:Del:C:1	1.85E-03	1.75E-03
1:Del:C:2	1.74E-04	1.13E-04
1:Del:C:3	2.00E-04	2.05E-04
1:Del:C:4	2.65E-04	2.13E-04
1:Del:C:5	1.72E-04	2.86E-04
1:Del:T:0	2.06E-03	2.07E-03
1:Del:T:1	7.22E-04	6.59E-04
1:Del:T:2	1.16E-03	1.20E-03
1:Del:T:3	1.42E-03	1.44E-03
1:Del:T:4	1.00E-03	1.12E-03
1:Del:T:5	6.58E-03	5.28E-03
1:Ins:C:0	7.20E-05	6.61E-05
1:Ins:C:1	7.31E-05	7.32E-05
1:Ins:C:2	6.61E-05	4.11E-05
1:Ins:C:3	1.21E-04	1.42E-04
1:Ins:C:4	1.23E-04	1.50E-04
1:Ins:C:5	6.65E-04	8.62E-04
1:Ins:T:0	2.30E-04	1.54E-04
1:Ins:T:1	5.16E-04	3.38E-04
1:Ins:T:2	9.60E-05	7.98E-05
1:Ins:T:3	2.38E-04	2.63E-04
1:Ins:T:4	3.44E-04	3.82E-04
1:Ins:T:5	3.07E-02	3.07E-02
2:Del:R:0	5.17E-04	5.28E-04
2:Del:R:1	3.21E-03	1.37E-03
2:Del:R:2	1.05E-04	1.32E-04
2:Del:R:3	5.18E-09	4.20E-05
2:Del:R:4	3.89E-04	3.56E-04
2:Del:R:5	6.15E-05	4.35E-06
3:Del:R:0	2.21E-04	2.12E-04
3:Del:R:1	1.42E-03	8.01E-04
3:Del:R:2	1.79E-04	2.66E-04
3:Del:R:3	5.38E-05	2.50E-05
3:Del:R:4	4.72E-09	4.86E-09
3:Del:R:5	4.72E-09	4.86E-09
4:Del:R:0	3.80E-04	3.57E-04
4:Del:R:1	1.57E-04	1.74E-04
4:Del:R:2	6.27E-05	5.70E-05
4:Del:R:3	6.00E-04	4.39E-03
4:Del:R:4	4.72E-09	4.86E-09
4:Del:R:5	4.72E-09	4.86E-09
5:Del:R:0	7.60E-03	7.66E-03
5:Del:R:1	1.70E-04	1.22E-04
5:Del:R:2	7.37E-04	2.67E-04
5:Del:R:3	1.75E-05	4.71E-08
5:Del:R:4	4.72E-09	4.86E-09
5:Del:R:5	1.14E-05	4.79E-08
2:Ins:R:0	1.09E-04	4.84E-05
2:Ins:R:1	8.79E-05	9.86E-05
2:Ins:R:2	8.63E-05	4.20E-05
2:Ins:R:3	3.25E-05	2.25E-05
2:Ins:R:4	1.67E-04	1.73E-04
2:Ins:R:5	7.94E-04	7.30E-04
3:Ins:R:0	2.53E-05	3.17E-05
3:Ins:R:1	6.59E-05	6.85E-05
3:Ins:R:2	4.72E-09	4.86E-09
3:Ins:R:3	2.22E-05	4.66E-08
3:Ins:R:4	1.93E-05	2.45E-05
3:Ins:R:5	1.16E-04	1.29E-04
4:Ins:R:0	1.17E-04	7.41E-05
4:Ins:R:1	1.47E-04	1.07E-04
4:Ins:R:2	2.94E-05	3.96E-05
4:Ins:R:3	4.72E-09	4.86E-09
4:Ins:R:4	5.63E-05	6.18E-05
4:Ins:R:5	6.12E-05	9.23E-05
5:Ins:R:0	3.22E-05	2.52E-05
5:Ins:R:1	4.33E-04	3.07E-04
5:Ins:R:2	1.58E-05	2.48E-05
5:Ins:R:3	4.14E-05	3.45E-05
5:Ins:R:4	1.26E-05	6.72E-05
5:Ins:R:5	2.21E-05	2.82E-05
2:Del:M:1	2.64E-04	2.18E-04
3:Del:M:1	3.93E-04	3.09E-04
3:Del:M:2	5.80E-05	1.59E-04
4:Del:M:1	1.68E-04	1.54E-04
4:Del:M:2	1.39E-04	9.79E-05
4:Del:M:3	3.03E-04	1.08E-04
5:Del:M:1	8.53E-03	8.24E-03
5:Del:M:2	3.28E-03	3.39E-03
5:Del:M:3	1.11E-03	1.13E-03
5:Del:M:4	4.83E-04	5.14E-04
5:Del:M:5	3.35E-04	3.72E-04
