Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:0	0.0028305874036456675	0.0040165127931582134	0.3526213930890738	0.6392181943391565	0.001313312374965654
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:1	0.0014248389199220412	0.027183624889556664	0.41039844320088265	0.5598960792290082	0.0010970137606305874
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:2	0.005641553767084885	0.027656029179545707	0.31920695411500216	0.6464009558113358	0.001094507127031448
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:3	0.0375559040307752	0.023637427496145124	0.36447913788456615	0.5743275231352489	7.453264476078677e-09
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:4	0.16526032338809962	0.02555503405059923	0.14579153727102123	0.6633930669686787	3.8321601309432305e-08
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:5	0.47448507242650473	0.0930932431874037	0.11044367236986997	0.31871403049103764	0.003263981525184118
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:0	0.006346932256433967	0.0193111853548257	0.45124476757164195	0.5218230154114958	0.0012740994056025241
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:1	0.012474612390716698	0.05951057997222453	0.5240261521562255	0.4030123327896894	0.0009763226911439082
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:2	0.013857560069715329	0.023722999099103612	0.3878686104906669	0.5736245374907238	0.0009262928497903017
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:3	0.061955081948387745	0.0423703294238743	0.27217949550344134	0.6226489052366774	0.0008461878876193149
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:4	0.1801568783313766	0.02857871876319657	0.2023064159960729	0.5853185627492373	0.0036394241601166197
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:5	0.6840872486558108	0.14291731929439258	6.146809730413633e-07	0.168347338151583	0.004647479217240427
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:0	0.008829674450138889	1.0062790793110479e-20	0.07566114852322493	0.43168288081754086	0.48382629620909523
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:1	0.022320097496727892	0.06645463092282729	0.0	0.4009070468499402	0.5103182247305046
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:2	0.058264155000072634	0.48280742571199303	0.019744167212422087	0.08627212902929648	0.35291212304621583
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:3	0.0576388902953917	0.32457083874251946	0.1146872067414671	0.05176841295088603	0.45133465126973576
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:4	0.05396958107654086	0.15776795152754267	3.5183061765513564e-06	0.43055748873415667	0.3577014603555832
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:5	0.11944016800486823	0.41882340530984036	0.40932287677982765	0.0	0.05241354990546378
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:0	0.0347130074290962	0.6968817199256236	0.10350476183102605	0.09854860831459918	0.06635190249965502
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:1	0.030076824404283827	0.7042187158989012	0.14687166827054918	0.0681742340705439	0.0506585573557219
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:2	0.03699131926372648	0.7750106742154113	0.12725224761774373	0.0051119641589354265	0.05563379474418317
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:3	0.02702984289861366	0.7238068622089778	0.11546214988291999	0.09084522654691764	0.04285591846257092
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:4	0.04221703401853083	0.7264370061634361	0.014351351753727596	0.1891007863563485	0.027893821707957005
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:5	0.04403986268574751	0.7592668547516531	0.04759973852945866	0.13529427102109443	0.013799273012046294
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:0	0.01585066214021239	0.014931722178177804	0.46192037631561306	0.5072972143724405	2.49935562329808e-08
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:1	0.03430503628365729	0.034102445613234604	0.5524048880982926	0.37587005626509906	0.0033175737397165683
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:2	0.03235851058584247	0.030756912472735612	0.5797079427557378	0.35614775275390365	0.001028881431780467
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:3	0.2467476694629852	0.023663496930913328	0.29847953964739987	0.43110899349110543	3.0046759615072586e-07
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:4	0.3545871882596545	0.003447585623881358	0.2509642807445671	0.3909997661853299	1.1791865671594156e-06
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:5	0.09235566414166112	0.0	0.7230006547731272	0.18464355148101827	1.2960419318127086e-07
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:0	0.0022073015001989266	0.03039090223747357	0.20181676158450926	0.7652004824048666	0.0003845522729515636
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:1	0.025922507490391593	0.024703310873579024	0.6455852121315498	0.30269571397720507	0.0010932555272744726
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:2	0.028689790904856044	0.0427724884089106	0.7471303809344448	0.18038908209070223	0.0010182576610862596
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:3	0.04610198583051644	0.10275169151936643	0.7869649506201041	0.04554020115016456	0.018641170879848474
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:4	0.008976852793907785	6.69082729894669e-05	0.8024721722442237	0.18848368191147724	3.84777401645766e-07
