NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.967	16.429	10.069	9.89	0.096	0.993	50000.0
2	41.953	15.595	9.646	9.713	0.091	0.993	40000.0
3	43.552	16.606	9.91	10.453	0.099	0.99	50000.0
4	45.407	17.185	10.646	10.462	0.098	0.992	40000.0
5	43.187	16.333	9.821	9.771	0.097	0.993	50000.0
6	44.712	17.126	10.294	10.733	0.1	0.989	40000.0
7	41.922	15.855	9.603	9.548	0.095	0.993	60000.0
8	41.919	16.028	9.247	9.778	0.094	0.992	40000.0
9	39.745	14.974	9.208	9.35	0.091	0.993	30000.0
10	43.642	16.471	10.319	10.336	0.098	0.992	50000.0
