Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	133	133	125	0	0	36	11	97	33
V2	278	17	0	0	0	27	0	6	45
V3	86	28	0	3	7	171	17	0	37
V4	1	80	65	22	8	92	0	0	22
V5	115	12	14	101	92	0	2	14	11
V6	16	1	33	8	17	4	15	11	0
V7	227	14	0	218	71	9	17	56	23
V8	5	120	17	1	15	0	0	1	0
V9	32	3	0	3	7	0	15	12	0
V10	0	2	18	204	47	15	1	2	0
V11	0	15	73	60	161	39	0	9	0
V12	19	22	1	0	0	74	6	16	4
V13	41	1	11	13	2	9	9	0	7
V14	0	92	4	314	4	30	19	24	1
V15	38	3	17	10	0	9	27	22	0
V16	34	121	0	55	0	73	20	35	3
V17	40	0	32	15	7	18	8	0	9
V18	40	0	32	46	15	17	10	0	0
V19	0	13	60	149	1	3	0	31	0
V20	31	196	0	0	0	120	0	77	35
V21	35	31	309	3	6	0	180	0	0
V22	33	59	88	0	32	0	52	14	23
V23	82	24	32	23	0	0	9	23	3
V24	169	35	0	0	116	16	0	29	14
V25	93	8	116	80	2	0	33	6	0
V26	0	9	0	3	32	28	0	4	16
V27	45	21	34	47	20	0	24	0	0
V28	84	33	13	0	2	0	0	22	1
V29	0	12	17	209	2	1	0	0	1
V30	21	53	0	29	1	246	63	17	27
V31	20	49	0	65	1	35	6	3	0
V32	51	64	34	42	28	18	0	2	11
V33	0	36	18	111	0	150	53	0	4
V34	38	21	0	67	13	109	36	65	1
V35	3	0	37	11	68	0	37	2	0
V36	45	41	51	41	5	41	33	10	19
V37	84	0	56	0	29	0	34	17	0
V38	0	182	13	25	7	15	19	0	0
V39	8	19	71	31	2	23	4	0	0
V40	4	96	34	47	50	0	15	0	5
V41	2	56	34	4	6	4	48	0	0
V42	12	0	1	26	61	0	1	27	2
V43	23	69	2	0	14	5	0	7	1
V44	0	38	0	36	4	17	4	23	4
V45	0	7	5	3	27	204	25	6	9
V46	2	138	131	152	11	1	47	0	0
V47	25	14	0	0	1	13	3	27	0
V48	30	33	73	41	32	0	3	74	0
V49	0	32	6	3	0	65	4	33	8
V50	19	10	0	218	0	9	4	56	2
V51	31	0	67	0	20	0	1	7	18
V52	97	5	0	38	36	0	0	0	11
V53	83	0	49	5	18	77	28	11	0
V54	121	56	110	41	0	0	58	25	0
V55	102	113	0	47	16	0	0	62	0
V56	15	19	0	0	3	35	5	0	10
V57	0	50	0	118	445	157	3	0	11
V58	77	66	17	55	0	0	15	39	31
V59	5	83	16	4	21	11	0	0	4
V60	92	0	29	29	93	147	26	27	51
V61	18	5	28	1	48	0	40	0	8
V62	5	145	0	13	254	26	0	0	0
V63	136	87	15	0	55	0	3	7	11
V64	4	0	14	4	35	4	2	0	8
V65	20	23	110	9	33	24	0	0	9
V66	9	22	0	9	94	6	0	5	9
V67	16	6	0	10	70	2	0	0	16
V68	258	81	0	0	0	0	0	29	25
V69	16	216	0	1	43	3	3	0	0
V70	93	5	0	0	0	0	0	0	27
V71	0	12	0	0	36	14	1	0	0
V72	5	88	8	13	56	90	0	0	5
V73	27	22	33	266	1	46	67	0	0
V74	148	30	3	21	0	145	8	13	4
V75	10	146	43	22	52	52	0	0	2
V76	91	0	4	8	34	2	0	0	1
V77	26	23	302	0	431	3	105	0	0
V78	394	20	0	51	5	116	0	0	56
V79	69	0	105	0	2	16	0	10	8
V80	0	35	25	1	22	8	0	7	6
V81	1	5	0	31	75	187	31	19	10
V82	17	122	0	15	9	5	0	18	0
V83	7	7	52	0	0	41	58	17	15
V84	33	0	1	5	4	0	0	0	0
V85	110	5	53	4	16	0	29	0	7
V86	0	125	20	95	19	0	21	0	0
V87	383	43	40	0	9	0	67	0	1
V88	26	0	13	60	117	28	6	0	0
V89	0	11	7	51	45	104	0	0	0
V90	71	30	41	37	0	60	0	4	0
V91	21	5	262	21	236	11	76	42	30
V92	65	70	48	0	18	71	25	24	4
V93	58	35	3	0	88	11	31	9	35
V94	254	0	122	13	68	0	76	0	26
V95	169	131	81	24	10	0	75	42	15
V96	38	37	115	48	15	0	48	6	24
V97	0	61	160	19	3	16	10	0	34
V98	60	206	7	42	31	46	68	11	1
V99	0	1	197	68	3	0	26	0	0
V100	0	13	68	77	19	295	0	1	0
