Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	53	3	53	35	67	13	0
V2	55	4	159	44	6	34	15
V3	9	214	11	83	0	2	25
V4	67	2	102	16	0	66	18
V5	75	68	0	5	13	10	25
V6	60	0	148	221	76	290	0
V7	37	93	45	21	17	51	56
V8	0	15	53	2	108	102	10
V9	54	0	36	5	50	37	82
V10	112	158	12	104	114	1	9
V11	41	212	44	109	38	0	101
V12	7	16	2	1	10	159	0
V13	1	2	603	69	6	3	0
V14	57	18	67	36	5	0	90
V15	50	368	61	115	94	12	0
V16	33	51	217	84	100	76	11
V17	54	22	12	142	20	11	20
V18	3	19	7	38	101	5	0
V19	13	11	9	9	2	3	5
V20	20	0	2	9	13	3	0
V21	277	169	45	6	15	2	0
V22	0	273	21	114	189	10	57
V23	5	96	125	41	29	2	0
V24	80	131	53	119	38	1	47
V25	127	521	13	45	47	44	0
V26	13	10	0	58	30	57	8
V27	18	30	8	211	29	34	0
V28	68	1	8	1	80	53	0
V29	2	19	90	134	4	17	21
V30	7	6	418	12	0	88	0
V31	86	84	15	111	0	3	8
V32	305	132	8	11	1	6	52
V33	45	22	251	14	99	1	0
V34	145	4	3	21	73	0	38
V35	91	226	89	9	36	52	2
V36	7	61	34	33	14	18	4
V37	0	39	5	28	48	8	14
V38	98	137	48	15	201	8	0
V39	20	24	53	37	20	71	5
V40	100	126	156	175	0	0	58
V41	26	86	0	2	150	11	26
V42	352	80	205	46	75	12	37
V43	0	9	1	100	0	3	0
V44	41	3	21	0	109	0	16
V45	29	20	1	91	0	8	26
V46	0	80	0	21	235	17	26
V47	27	1	0	15	192	13	0
V48	0	12	19	121	10	211	18
V49	0	1	32	439	45	1	20
V50	61	0	141	1	21	120	7
V51	3	0	4	109	9	74	14
V52	58	81	43	72	52	139	4
V53	33	165	26	126	48	6	0
V54	3	153	2	28	0	10	49
V55	3	3	7	63	95	29	0
V56	23	3	48	5	3	23	0
V57	117	15	138	343	60	8	40
V58	63	54	0	7	1	53	0
V59	10	89	88	44	94	27	0
V60	23	94	85	82	110	114	11
V61	66	44	99	1	23	3	0
V62	24	12	4	71	141	1	47
V63	152	0	27	6	14	7	14
V64	117	70	83	1	91	62	0
V65	21	3	96	5	38	5	0
V66	142	0	108	4	164	41	17
V67	11	72	109	1	129	3	29
V68	124	1	117	4	0	5	24
V69	334	32	3	44	0	225	9
V70	0	258	23	12	65	141	45
V71	79	9	19	10	4	12	0
V72	129	18	3	187	0	7	0
V73	41	2	54	49	0	3	0
V74	16	168	158	17	3	75	7
V75	57	62	0	0	181	1	64
V76	8	4	0	22	54	0	1
V77	73	0	1	49	41	0	29
V78	252	2	0	1	97	4	3
V79	318	7	16	85	78	18	0
V80	0	106	93	11	0	7	21
V81	3	80	161	19	2	14	0
V82	40	4	10	21	1	1	0
V83	0	0	144	54	16	4	0
V84	52	101	0	7	24	140	59
V85	33	9	82	1	79	31	23
V86	83	218	12	19	7	68	0
V87	13	8	41	0	163	7	13
V88	3	31	240	25	63	67	0
V89	82	20	30	45	52	1	3
V90	0	0	15	124	40	116	7
V91	8	3	12	38	17	81	0
V92	52	54	20	0	0	96	27
V93	130	2	2	470	13	54	0
V94	32	1	0	4	29	9	7
V95	79	65	91	30	28	0	23
V96	4	0	0	7	22	65	1
V97	10	28	1	15	43	43	0
V98	167	1	0	17	174	297	0
V99	296	55	16	31	49	138	39
V100	0	1	2	27	15	31	17
