Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	3.24E+00	0.00E+00	3.53E+00	1.43E+00	4.39E+00	1.53E+00	7.45E+00
V2	3.01E+00	0.00E+00	3.46E+00	2.54E+00	1.42E+00	2.03E+00	4.71E+00
V3	2.27E+00	4.81E+00	2.04E+00	2.54E+00	6.46E-01	1.06E+00	4.15E+00
V4	4.74E+00	6.90E-01	7.35E+00	2.37E+00	6.23E-01	2.12E+00	1.24E+01
V5	3.68E+00	3.41E+00	4.01E-01	7.48E-01	1.33E+00	8.27E-01	4.63E+00
V6	2.18E+00	5.62E-01	5.65E+00	3.79E+00	2.19E+00	4.97E+00	8.13E+00
V7	2.81E+00	2.95E+00	1.91E+00	1.67E+00	3.23E+00	1.72E+00	6.79E+00
V8	2.69E-01	1.86E+00	1.54E+00	3.65E-01	3.70E+00	4.18E+00	4.42E+00
V9	6.38E+00	1.24E+00	2.43E+00	6.51E-01	5.49E+00	2.73E+00	9.19E+00
V10	6.33E+00	2.76E+00	1.08E+00	2.01E+00	3.28E+00	3.27E-01	8.06E+00
V11	5.50E+00	4.63E+00	2.76E+00	3.94E+00	3.86E+00	9.67E-01	1.20E+01
V12	8.75E-01	1.65E+00	8.36E-01	4.76E-01	1.63E+00	2.15E+00	1.95E+00
V13	3.00E-01	1.36E+00	2.08E+00	2.75E+00	1.20E+00	8.27E-01	1.90E+00
V14	8.53E+00	2.40E+00	3.94E+00	2.15E+00	1.83E+00	3.48E-01	8.00E+00
V15	4.19E+00	5.18E+00	2.53E+00	3.36E+00	3.91E+00	8.59E-01	7.80E+00
V16	3.69E+00	2.35E+00	4.19E+00	3.73E+00	6.24E+00	3.09E+00	9.83E+00
V17	2.15E+00	1.62E+00	1.14E+00	2.19E+00	2.62E+00	8.36E-01	4.34E+00
V18	2.67E-01	1.75E+00	9.21E-01	1.54E+00	2.23E+00	6.51E-01	2.70E+00
V19	1.68E+00	1.45E+00	1.38E+00	1.05E+00	8.00E-01	5.81E-01	2.84E+00
V20	1.48E+00	2.13E-01	4.52E-01	5.81E-01	1.38E+00	5.54E-01	1.61E+00
V21	1.22E+01	3.72E+00	2.01E+00	1.19E+00	2.24E+00	6.05E-01	1.31E+01
V22	3.78E+00	7.21E+00	1.72E+00	3.26E+00	2.01E+01	1.28E+00	2.40E+01
V23	9.24E-01	2.86E+00	3.96E+00	2.51E+00	1.71E+00	8.03E-01	2.96E+00
V24	4.52E+00	4.25E+00	2.07E+00	2.12E+00	3.22E+00	5.97E-01	7.95E+00
V25	6.44E+00	2.30E+00	1.64E+00	1.97E+00	3.21E+00	2.27E+00	1.10E+01
V26	1.91E+00	1.64E+00	4.07E-01	3.05E+00	2.09E+00	2.60E+00	9.00E-01
V27	2.11E+00	1.79E+00	1.59E+00	3.85E+00	2.71E+00	1.43E+00	2.93E+00
V28	4.34E+00	3.96E-01	7.49E-01	4.23E-01	2.47E+00	2.13E+00	4.38E+00
V29	1.48E+00	1.16E+00	3.60E+00	3.31E+00	1.56E+00	1.30E+00	3.66E+00
V30	1.47E+00	9.71E-01	2.66E+00	1.44E+00	0.00E+00	2.43E+00	1.45E+00
V31	4.75E+00	2.84E+00	1.50E+00	3.64E+00	4.23E-01	9.00E-01	5.04E+00
V32	1.20E+01	3.98E+00	1.41E+00	1.20E+00	1.99E+00	1.20E+00	1.27E+01
V33	2.25E+00	1.27E+00	3.57E+00	1.01E+00	3.57E+00	5.54E-01	3.61E+00
V34	8.59E+00	1.03E+00	1.12E+00	1.30E+00	8.88E+00	0.00E+00	1.27E+01
V35	4.38E+00	4.20E+00	2.89E+00	1.09E+00	3.72E+00	2.16E+00	7.65E+00
V36	1.65E+00	2.20E+00	2.15E+00	1.57E+00	2.50E+00	1.16E+00	4.33E+00
V37	8.98E-01	1.91E+00	9.40E-01	2.07E+00	3.98E+00	6.36E-01	6.78E+00
V38	5.47E+00	3.11E+00	2.64E+00	1.23E+00	2.83E+00	8.41E-01	3.36E+00
V39	3.03E+00	1.47E+00	1.91E+00	1.88E+00	1.49E+00	3.35E+00	5.28E+00
V40	8.07E+00	5.64E+00	2.96E+00	5.51E+00	2.59E+00	4.22E-01	9.13E+00
V41	3.69E+00	2.94E+00	2.13E-01	7.78E-01	4.61E+00	9.00E-01	5.41E+00
V42	1.84E+01	3.18E+00	6.59E+00	2.20E+00	4.21E+00	1.83E+00	1.68E+01
V43	5.00E-01	9.33E-01	5.58E-01	1.20E+00	0.00E+00	4.33E-01	1.00E-01
V44	4.54E+00	9.71E-01	2.14E+00	0.00E+00	2.69E+00	0.00E+00	5.05E+00
V45	2.41E+00	1.41E+00	4.00E-01	2.18E+00	1.04E+00	1.27E+00	1.94E+00
V46	1.13E+00	3.31E+00	5.26E-01	1.19E+00	2.99E+00	1.37E+00	3.78E+00
V47	2.00E+00	1.00E-01	0.00E+00	1.40E+00	2.78E+00	1.40E+00	2.30E+00
V48	0.00E+00	1.40E+00	1.89E+00	2.82E+00	1.34E+00	4.14E+00	4.97E+00
V49	5.59E-01	5.78E-01	1.58E+00	4.00E+00	5.31E+00	2.67E-01	8.51E+00
V50	2.76E+00	7.19E-01	2.33E+00	4.58E-01	1.57E+00	2.65E+00	3.07E+00
V51	1.06E+00	0.00E+00	5.42E-01	2.21E+00	1.44E+00	2.77E+00	2.08E+00
V52	3.88E+00	4.62E+00	1.74E+00	2.25E+00	3.58E+00	3.00E+00	4.23E+00
V53	3.11E+00	4.18E+00	1.43E+00	4.09E+00	4.98E+00	8.36E-01	6.70E+00
V54	3.31E+00	5.09E+00	1.09E+00	1.04E+00	1.71E+00	1.12E+00	7.73E+00
V55	8.79E-01	5.17E-01	8.83E-01	2.03E+00	2.82E+00	1.63E+00	7.92E-01
V56	1.79E+00	8.33E-01	1.54E+00	5.33E-01	3.79E-01	2.09E+00	1.77E+00
V57	4.57E+00	2.24E+00	4.71E+00	2.53E+00	6.45E+00	1.16E+00	6.64E+00
V58	1.73E+00	2.61E+00	3.00E-01	8.79E-01	0.00E+00	1.61E+00	1.69E+00
V59	1.95E+00	1.86E+00	4.19E+00	2.48E+00	2.82E+00	1.81E+00	5.06E+00
V60	2.23E+00	1.86E+00	4.81E+00	2.41E+00	1.15E+01	5.59E+00	1.73E+01
V61	2.37E+00	2.45E+00	2.36E+00	2.24E-01	3.31E+00	7.27E-01	4.59E+00
V62	3.98E+00	1.87E+00	1.37E+00	2.22E+00	7.44E+00	6.74E-01	9.51E+00
V63	3.62E+00	4.01E-01	1.79E+00	1.00E+00	1.62E+00	1.07E+00	5.15E+00
V64	4.20E+00	1.96E+00	2.21E+00	4.33E-01	3.32E+00	1.39E+00	6.37E+00
V65	2.17E+00	0.00E+00	1.53E+00	1.02E+00	3.43E+00	8.72E-01	3.91E+00
V66	7.01E+00	0.00E+00	3.72E+00	8.62E-01	2.23E+00	3.22E+00	5.85E+00
V67	3.38E+00	2.30E+00	5.15E+00	5.00E-01	6.75E+00	9.71E-01	5.46E+00
V68	5.51E+00	5.22E-01	2.02E+00	6.63E-01	8.72E-01	5.96E-01	5.28E+00
V69	1.54E+01	2.00E+00	6.86E-01	2.09E+00	8.54E-01	4.81E+00	1.84E+01
V70	7.37E-01	3.95E+00	3.07E+00	9.68E-01	8.26E+00	5.12E+00	1.47E+01
V71	1.92E+00	5.04E-01	1.94E+00	1.26E+00	4.48E-01	1.28E+00	3.09E+00
V72	3.73E+00	1.00E+00	1.30E+00	2.47E+00	0.00E+00	5.33E-01	9.00E-01
V73	1.63E+00	0.00E+00	1.73E+00	2.06E+00	0.00E+00	3.67E-01	1.89E+00
V74	2.85E+00	3.80E+00	6.24E+00	1.73E+00	7.18E-01	1.95E+00	3.80E+00
V75	6.83E+00	3.16E+00	5.59E-01	3.65E-01	3.97E+00	3.67E-01	6.73E+00
V76	1.07E+00	7.19E-01	0.00E+00	1.36E+00	2.15E+00	4.00E-01	1.17E+00
V77	4.96E+00	0.00E+00	1.02E+00	2.17E+00	1.82E+00	0.00E+00	5.76E+00
V78	1.05E+01	5.26E-01	0.00E+00	3.40E-01	3.69E+00	5.16E-01	1.03E+01
V79	4.78E+00	1.26E+00	1.31E+00	2.95E+00	7.25E+00	1.98E+00	7.04E+00
V80	0.00E+00	3.54E+00	1.74E+00	1.40E+00	1.05E+00	1.01E+00	2.87E+00
V81	6.67E-01	2.45E+00	2.88E+00	1.62E+00	5.33E-01	8.75E-01	6.67E-01
V82	1.63E+00	8.06E-01	6.84E-01	1.17E+00	2.24E-01	2.13E-01	1.81E+00
V83	0.00E+00	0.00E+00	3.18E+00	2.28E+00	9.83E-01	5.42E-01	1.81E+00
V84	5.66E+00	3.84E+00	0.00E+00	1.28E+00	1.00E+00	3.44E+00	5.29E+00
V85	3.46E+00	1.13E+00	2.04E+00	2.77E-01	3.17E+00	1.59E+00	2.97E+00
V86	5.04E+00	3.68E+00	1.33E+00	2.02E+00	1.18E+00	1.79E+00	6.17E+00
V87	2.15E+00	9.94E-01	2.63E+00	0.00E+00	3.24E+00	9.80E-01	2.11E+00
V88	5.93E-01	1.93E+00	3.48E+00	1.12E+00	1.80E+00	3.63E+00	2.49E+00
V89	2.44E+00	1.65E+00	2.07E+00	2.16E+00	2.80E+00	2.77E-01	3.43E+00
