Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V90	3.42E-01	0.00E+00	1.24E+00	3.10E+00	2.21E+00	2.51E+00	3.55E+00
V91	1.28E+00	6.36E-01	1.35E+00	1.71E+00	1.25E+00	2.25E+00	1.33E+00
V92	7.19E+00	2.57E+00	1.62E+00	3.33E-01	9.43E-01	2.38E+00	6.71E+00
V93	5.17E+00	4.28E-01	7.31E-01	3.87E+00	1.21E+00	1.67E+00	3.25E+00
V94	2.86E+00	2.21E-01	0.00E+00	6.99E-01	1.45E+00	9.29E-01	2.59E+00
V95	2.88E+00	3.81E+00	3.44E+00	1.15E+00	2.91E+00	0.00E+00	5.22E+00
V96	6.15E-01	0.00E+00	0.00E+00	7.00E-01	9.24E-01	1.58E+00	6.63E-01
V97	1.35E+00	2.07E+00	3.48E-01	1.11E+00	3.31E+00	1.38E+00	5.69E+00
V98	7.17E+00	6.53E-01	0.00E+00	1.16E+00	5.18E+00	2.22E+00	7.22E+00
V99	1.17E+01	3.56E+00	9.68E-01	1.92E+00	5.04E+00	3.23E+00	1.32E+01
V100	9.04E-01	5.12E-01	5.16E-01	1.59E+00	1.83E+00	1.26E+00	1.46E+00
