Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	15	1	8	9	34	17	11	0	9	0	0
V2	189	17	60	5	7	38	6	4	0	0	0
V3	26	39	0	3	28	20	6	46	19	4	46
V4	33	0	9	4	22	43	35	4	27	0	0
V5	0	308	3	3	36	3	7	24	8	0	51
V6	0	3	115	0	0	19	0	3	0	0	0
V7	56	197	48	17	25	2	20	21	0	0	48
V8	27	47	10	6	3	47	7	3	0	0	14
V9	269	0	34	5	79	1	0	91	0	0	5
V10	38	85	131	9	3	0	2	0	0	0	24
V11	94	14	0	36	45	14	3	3	6	0	21
V12	13	115	237	3	3	10	8	0	0	0	5
V13	58	1	0	32	71	7	6	3	32	1	6
V14	12	46	1	45	32	27	129	17	0	0	0
V15	77	12	57	9	8	6	10	8	42	0	23
V16	60	27	115	10	0	4	1	0	0	1	11
V17	48	18	24	2	12	11	0	0	0	37	37
V18	9	26	13	18	54	1	0	23	0	12	3
V19	8	15	11	6	8	68	185	5	0	0	0
V20	32	0	0	2	38	0	0	22	46	0	4
V21	4	93	239	76	22	4	0	43	0	172	0
V22	9	135	40	38	0	22	3	1	0	22	11
V23	126	100	11	17	80	13	10	250	0	12	0
V24	111	355	89	13	141	144	148	4	66	0	0
V25	35	228	79	4	18	54	77	0	20	5	0
V26	539	23	0	10	5	50	45	0	22	18	0
V27	1	138	54	0	2	42	99	0	15	0	0
V28	7	40	23	8	16	102	8	4	56	6	10
V29	35	0	188	30	27	0	1	48	8	24	11
V30	28	0	170	30	0	52	27	0	25	8	0
V31	50	30	18	0	3	6	3	9	6	0	6
V32	70	8	5	29	2	51	17	51	94	5	0
V33	0	30	4	17	8	2	0	0	1	3	3
V34	1	59	4	18	3	4	10	0	0	0	0
V35	42	107	3	0	1	2	17	0	12	1	19
V36	0	35	18	0	47	26	7	1	24	1	0
V37	75	35	2	50	6	1	0	3	4	0	24
V38	218	10	16	3	1	5	0	5	0	0	10
V39	76	330	70	34	11	9	0	26	0	4	9
V40	68	40	0	92	0	0	27	92	29	76	43
V41	12	49	7	68	1	9	4	2	0	14	5
V42	84	20	5	4	29	33	0	18	4	2	22
V43	53	15	52	171	17	2	0	8	0	0	11
V44	32	94	6	36	91	16	0	42	37	13	30
V45	50	275	51	3	51	36	9	19	32	0	0
V46	68	6	224	4	5	23	14	5	30	2	0
V47	247	140	0	0	0	4	3	12	1	0	44
V48	18	0	32	39	36	12	50	19	0	0	0
V49	3	25	16	0	35	33	81	56	0	0	0
V50	1	371	3	8	43	1	4	42	0	0	19
V51	2	2	22	25	24	0	9	15	21	1	31
V52	1	62	0	11	2	2	0	11	0	5	11
V53	0	0	35	78	9	103	57	0	0	37	0
V54	0	77	3	1	11	2	48	9	0	0	19
V55	327	8	95	3	11	1	29	0	0	0	0
V56	24	32	8	44	166	67	0	34	0	37	0
V57	164	2	141	8	0	0	2	0	0	11	12
V58	38	12	34	13	165	0	0	66	78	5	0
V59	0	17	18	68	2	8	4	0	0	0	0
V60	30	70	34	4	10	0	0	19	0	0	13
V61	22	4	50	6	14	1	2	4	8	7	0
V62	0	216	56	5	14	0	0	14	12	0	12
V63	12	7	0	24	105	7	0	71	0	5	0
V64	57	60	5	0	10	58	58	0	45	3	0
V65	40	81	14	60	0	14	19	13	9	4	13
V66	88	9	27	14	7	0	4	0	10	3	39
V67	226	28	2	9	55	2	3	46	0	0	0
V68	61	6	32	12	0	8	10	4	0	1	2
V69	27	0	110	6	3	24	17	2	0	7	0
V70	330	2	8	139	16	12	20	2	0	110	0
V71	7	0	5	14	10	35	35	5	0	8	0
V72	34	9	2	57	0	0	0	0	0	29	0
V73	1	160	7	0	20	26	0	16	0	0	0
V74	34	52	59	46	0	0	5	0	2	30	3
V75	57	4	33	29	37	0	0	0	32	23	7
V76	8	99	6	0	23	3	4	51	24	0	10
V77	98	82	112	51	19	2	1	21	0	0	0
V78	47	38	3	103	8	58	15	43	89	70	0
V79	6	0	465	81	18	8	33	4	6	7	0
V80	159	116	4	11	0	95	216	2	0	0	0
V81	2	10	179	88	6	1	24	21	0	0	0
V82	200	66	42	1	7	0	0	11	0	0	28
V83	3	41	56	699	0	19	19	0	0	113	0
V84	10	163	123	18	61	12	18	2	20	20	30
V85	5	37	21	9	11	0	0	0	20	16	3
V86	12	87	93	2	4	0	0	0	0	0	16
V87	7	19	73	0	21	32	2	2	14	0	0
V88	232	55	11	2	5	30	3	10	7	4	20
V89	0	4	76	1	26	8	6	16	25	0	6
V90	2	0	32	5	47	125	0	20	0	0	9
V91	83	1	50	7	3	56	0	0	0	10	5
V92	120	2	1	8	0	7	5	0	0	0	0
V93	3	2	7	41	51	4	0	38	16	26	14
V94	18	256	9	322	3	0	1	0	0	0	38
V95	482	47	14	45	3	0	14	0	0	0	69
V96	34	3	9	1	11	5	6	21	21	1	7
V97	149	9	0	48	3	0	0	2	13	0	3
V98	15	13	0	39	42	141	0	24	83	13	24
V99	5	36	45	2	0	47	0	2	0	0	7
V100	14	254	0	0	13	2	4	10	7	1	17
