Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	23	22	8	0	0	2	0	1	21	0	0	2
V2	0	0	234	0	3	25	3	0	29	22	0	19
V3	21	11	26	0	6	42	0	2	12	16	0	5
V4	49	5	8	0	36	18	1	2	0	2	0	0
V5	19	8	162	104	7	17	0	0	0	7	43	0
V6	0	226	76	65	19	0	0	0	12	8	28	4
V7	44	8	12	28	6	1	26	28	0	4	0	0
V8	51	1	0	0	6	1	12	3	0	3	0	0
V9	30	37	101	4	19	14	0	0	16	5	14	0
V10	161	0	22	24	13	9	0	57	2	20	0	14
V11	0	2	52	98	11	29	42	0	0	5	23	0
V12	216	9	43	20	8	0	0	76	0	0	0	0
V13	27	22	0	0	98	10	23	16	0	0	0	52
V14	37	19	0	67	10	0	93	54	0	0	0	0
V15	68	2	5	0	24	72	41	68	0	18	0	41
V16	11	45	22	91	0	77	33	0	23	0	0	0
V17	0	32	0	133	78	0	69	0	6	0	0	5
V18	105	30	29	93	0	0	12	39	0	0	0	0
V19	8	0	26	12	8	80	0	0	40	28	0	8
V20	0	119	14	38	14	40	107	0	28	0	0	34
V21	57	50	78	117	145	179	51	10	30	11	18	11
V22	5	33	55	0	3	1	0	0	1	2	21	0
V23	87	13	1	87	0	23	11	18	0	4	1	30
V24	0	15	265	5	0	19	0	3	0	5	0	14
V25	55	5	37	8	0	21	0	16	7	13	0	0
V26	1	6	36	71	20	0	3	0	0	5	0	0
V27	43	5	183	12	0	33	43	24	25	0	0	0
V28	0	23	46	0	0	93	18	0	46	49	0	0
V29	96	20	0	51	0	0	13	18	0	0	0	0
V30	190	55	33	81	6	4	0	46	12	7	17	0
V31	78	67	0	0	43	0	0	55	0	0	0	0
V32	153	343	0	106	1	0	171	12	0	17	0	0
V33	1	13	19	40	53	0	0	0	6	0	10	0
V34	351	24	24	0	12	0	0	152	0	0	0	0
V35	184	0	0	41	12	0	0	35	0	0	35	0
V36	0	106	0	0	9	24	17	0	35	0	0	0
V37	78	4	31	0	0	115	0	15	47	4	0	9
V38	39	14	34	0	71	4	0	0	0	0	34	0
V39	53	0	6	58	154	2	0	1	0	0	10	0
V40	0	43	28	15	44	0	2	4	4	0	0	33
V41	35	1	1	49	3	0	0	12	0	0	0	0
V42	51	0	0	147	43	13	3	9	5	7	12	11
V43	20	1	0	3	9	0	0	28	0	0	0	0
V44	0	15	6	0	23	0	0	0	4	0	0	12
V45	2	12	0	47	7	7	0	0	4	8	0	0
V46	79	5	0	30	11	18	0	54	0	1	0	0
V47	13	43	31	0	12	0	0	19	1	0	21	0
V48	128	33	2	1	5	64	0	0	35	0	0	0
V49	9	61	0	3	29	1	0	6	0	23	0	0
V50	2	7	0	22	9	0	0	2	0	0	0	12
V51	198	10	1	68	0	0	0	77	0	9	6	0
V52	16	23	4	16	9	24	0	0	0	8	3	1
V53	32	73	10	0	22	0	0	10	22	0	4	0
V54	63	9	33	23	51	10	69	17	0	0	0	0
V55	6	10	12	0	73	0	35	12	3	8	0	5
V56	0	123	0	2	1	47	0	0	42	28	0	0
V57	7	13	12	0	6	0	0	0	0	1	3	0
V58	0	55	64	157	15	22	0	0	0	28	17	16
V59	0	7	0	66	30	10	13	0	6	0	0	0
V60	15	0	69	2	35	17	0	4	8	10	2	0
V61	22	0	2	0	16	11	0	0	4	2	2	0
V62	0	90	59	15	64	125	0	0	0	43	3	22
V63	213	23	0	2	18	0	0	63	0	0	0	0
V64	55	5	6	64	78	11	0	0	0	5	8	24
V65	18	13	62	0	0	0	66	2	0	20	0	0
V66	18	163	40	2	0	0	1	19	6	0	0	0
V67	4	0	1	0	2	1	9	1	0	2	0	2
V68	98	6	98	110	0	9	0	11	0	0	33	5
V69	25	25	20	4	0	91	0	7	38	0	3	0
V70	21	14	0	21	10	0	0	8	6	0	0	0
V71	1	5	0	2	2	15	0	0	12	4	0	0
V72	1	0	0	94	8	60	35	0	0	38	5	14
V73	0	5	61	27	0	48	0	0	5	7	28	6
V74	0	9	0	0	0	73	0	0	20	39	4	0
V75	35	1	7	2	3	25	51	23	0	0	0	0
V76	37	0	165	9	4	33	0	2	25	26	20	0
V77	50	0	23	7	16	12	0	0	3	41	0	0
V78	61	39	1	0	88	28	22	10	0	0	0	24
V79	38	135	6	190	84	0	0	2	0	0	23	0
V80	19	9	75	2	45	0	0	0	8	20	27	0
V81	0	30	0	6	0	13	0	1	27	10	0	3
V82	68	2	0	0	16	13	1	0	0	30	0	14
V83	122	0	43	0	18	0	0	11	21	25	43	0
V84	43	4	0	1	0	15	0	18	0	0	0	0
V85	0	78	27	63	0	12	29	0	15	0	9	0
V86	0	45	57	0	59	11	0	0	3	18	1	16
V87	14	0	46	19	41	2	4	3	0	0	0	11
V88	11	21	5	21	27	17	3	0	4	0	0	0
V89	0	49	0	1	42	30	0	9	2	22	0	0
V90	15	122	0	1	0	9	0	0	0	0	0	0
V91	160	11	28	8	58	25	0	58	0	0	0	23
V92	0	462	19	0	1	2	32	0	5	0	0	7
V93	0	16	28	0	18	6	0	0	36	0	0	0
V94	80	44	42	3	0	0	0	6	12	0	0	0
V95	3	2	6	0	0	17	0	0	24	39	0	0
V96	28	79	4	39	18	0	0	0	15	0	3	0
V97	0	304	17	57	10	0	54	0	43	0	0	46
V98	9	4	20	5	0	7	0	9	0	0	0	0
V99	10	31	0	45	20	18	50	8	15	4	0	1
V100	12	9	121	35	70	11	62	0	0	23	32	0
