NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	77.966	28.748	20.201	19.243	0.169	0.974	30000.0
2	73.052	26.873	18.523	17.861	0.159	0.978	40000.0
3	72.265	26.554	18.478	17.636	0.16	0.978	50000.0
4	71.844	26.486	18.379	17.693	0.164	0.978	40000.0
5	69.941	26.118	17.669	17.25	0.16	0.979	70000.0
6	71.867	26.597	18.148	17.429	0.161	0.98	30000.0
7	72.431	26.818	18.756	18.138	0.157	0.976	30000.0
8	71.824	26.595	18.014	17.739	0.165	0.979	50000.0
9	74.303	27.563	18.432	18.083	0.167	0.978	20000.0
10	73.481	27.522	19.139	18.54	0.173	0.975	30000.0
