Samples	ID83A	ID83B	ID83C
V1	213	21	35
V2	25	17	28
V3	87	19	28
V4	151	122	96
V5	296	3	50
V6	134	35	64
V7	267	194	4
V8	0	179	17
V9	154	52	19
V10	551	20	317
V11	1	246	1
V12	0	240	126
V13	17	128	0
V14	112	18	5
V15	95	3	32
V16	167	19	15
V17	0	0	176
V18	24	68	92
V19	29	167	4
V20	73	292	65
V21	165	14	59
V22	517	14	29
V23	383	11	67
V24	400	18	9
V25	195	42	11
V26	139	15	27
V27	114	28	209
V28	168	52	55
V29	0	147	0
V30	8	142	11
V31	73	40	39
V32	24	31	89
V33	0	43	43
V34	310	2	80
V35	102	221	6
V36	325	231	13
V37	175	48	56
V38	82	90	18
V39	130	7	128
V40	11	678	30
V41	76	20	2
V42	0	186	274
V43	461	68	28
V44	146	15	20
V45	231	145	22
V46	501	0	3
V47	0	142	17
V48	194	18	6
V49	24	69	87
V50	285	10	269
V51	405	2	1
V52	155	5	54
V53	65	12	272
V54	423	7	0
V55	125	62	14
V56	127	15	13
V57	25	27	88
V58	72	7	7
V59	233	207	89
V60	84	7	33
V61	0	520	0
V62	0	9	354
V63	149	5	0
V64	16	0	8
V65	100	0	116
V66	103	96	40
V67	131	40	95
V68	445	580	26
V69	102	170	59
V70	108	39	1
V71	62	4	6
V72	0	324	0
V73	12	33	0
V74	244	50	32
V75	45	249	30
V76	7	84	255
V77	141	5	0
V78	119	0	45
V79	45	0	16
V80	21	48	0
V81	0	165	29
V82	42	9	108
V83	207	37	0
V84	120	177	78
V85	7	11	13
V86	0	26	846
V87	460	52	32
V88	48	56	68
V89	26	31	72
V90	97	2	5
V91	75	10	27
V92	0	78	351
V93	370	0	0
V94	299	27	97
V95	41	83	3
V96	113	163	23
V97	0	9	143
V98	179	16	26
V99	0	96	334
V100	327	3	10
