Samples	ID83A	ID83B	ID83C
V1	2.45E+01	3.09E+00	2.56E+01
V2	3.53E+00	4.19E+00	3.31E+00
V3	7.94E+00	3.49E+00	8.64E+00
V4	4.19E+01	3.94E+01	3.33E+01
V5	2.71E+01	2.13E+01	1.93E+01
V6	2.10E+01	1.52E+00	2.04E+01
V7	2.61E+01	1.46E+01	2.61E+01
V8	4.42E+00	4.03E+00	3.02E+00
V9	1.16E+01	1.03E+01	9.35E+00
V10	5.76E+01	6.10E+00	5.97E+01
V11	2.96E+00	2.62E+00	1.88E+00
V12	5.63E+00	6.79E+00	6.43E+00
V13	3.20E+00	3.32E+00	1.71E+00
V14	7.45E+00	7.29E+00	5.38E+00
V15	1.17E+01	8.20E+00	9.05E+00
V16	2.46E+01	2.32E+01	1.97E+01
V17	4.04E+00	0.00E+00	4.04E+00
V18	5.96E+00	4.23E+00	7.22E+00
V19	1.01E+01	4.33E+00	8.43E+00
V20	1.68E+01	1.82E+01	9.49E+00
V21	7.33E+00	5.21E+00	9.86E+00
V22	4.99E+01	4.48E+01	3.31E+01
V23	1.80E+01	1.78E+01	1.96E+01
V24	4.43E+01	3.90E+01	3.85E+01
V25	3.57E+01	3.22E+01	2.84E+01
V26	1.31E+01	1.21E+01	9.08E+00
V27	2.61E+01	2.67E+01	2.22E+01
V28	2.08E+01	5.13E+00	2.20E+01
V29	3.00E-01	3.00E-01	0.00E+00
V30	4.73E+00	2.31E+00	4.85E+00
V31	1.07E+01	2.40E+00	1.12E+01
V32	2.49E+00	2.78E+00	3.76E+00
V33	5.01E+00	5.40E+00	5.05E+00
V34	2.56E+01	1.64E+01	2.47E+01
V35	1.35E+01	7.12E+00	8.92E+00
V36	5.90E+01	5.38E+01	3.99E+01
V37	1.82E+01	1.61E+01	1.37E+01
V38	1.39E+01	3.97E+00	1.16E+01
V39	9.72E+00	1.02E+01	1.11E+01
V40	1.25E+01	1.21E+01	5.64E+00
V41	5.26E+00	5.23E+00	5.07E+00
V42	9.62E+00	5.68E+00	7.51E+00
V43	7.05E+01	6.46E+01	5.71E+01
V44	1.58E+01	1.33E+01	1.15E+01
V45	3.86E+01	3.52E+01	2.77E+01
V46	6.70E+01	4.52E-01	6.69E+01
V47	3.61E+00	2.48E+00	1.80E+00
V48	1.18E+01	1.20E+01	1.17E+01
V49	5.00E+00	5.49E+00	4.61E+00
V50	3.16E+01	6.69E+00	3.22E+01
V51	3.74E+01	3.34E+01	3.03E+01
V52	2.18E+01	1.88E+01	1.53E+01
V53	9.46E+00	6.55E+00	9.93E+00
V54	2.98E+01	2.60E+01	2.56E+01
V55	1.84E+01	1.59E+01	1.25E+01
V56	1.01E+01	6.24E+00	1.11E+01
V57	9.53E+00	9.45E+00	8.91E+00
V58	4.77E+00	2.51E+00	5.38E+00
V59	2.60E+01	2.06E+01	2.03E+01
V60	9.80E+00	2.45E+00	1.00E+01
V61	1.15E+01	9.60E+00	6.20E+00
V62	7.84E+00	3.46E+00	6.67E+00
V63	1.04E+01	6.91E+00	1.07E+01
V64	1.35E+00	5.17E-01	1.43E+00
V65	1.19E+01	4.44E+00	1.12E+01
V66	1.15E+01	4.28E+00	1.17E+01
V67	1.65E+01	1.59E+01	1.51E+01
V68	4.16E+01	3.68E+01	2.87E+01
V69	2.23E+01	2.37E+01	1.64E+01
V70	8.28E+00	8.07E+00	6.06E+00
V71	4.26E+00	2.32E+00	4.81E+00
V72	5.40E+00	5.48E+00	4.53E-01
V73	2.73E+00	2.50E+00	1.80E+00
V74	2.94E+01	3.79E+00	3.06E+01
V75	2.43E+01	2.31E+01	1.40E+01
V76	2.78E+01	2.48E+01	2.24E+01
V77	1.69E+01	1.53E+01	1.11E+01
V78	7.55E+00	5.81E+00	7.98E+00
V79	5.75E+00	3.07E-01	5.87E+00
V80	1.96E+00	1.69E+00	1.38E+00
V81	4.66E+00	4.35E+00	3.38E+00
V82	1.04E+01	9.83E+00	7.74E+00
V83	2.84E+01	2.48E+01	2.01E+01
V84	3.37E+01	2.93E+01	2.56E+01
V85	1.86E+00	1.57E+00	1.43E+00
V86	1.38E+01	1.18E+01	1.31E+01
V87	5.52E+01	4.57E+00	5.61E+01
V88	7.40E+00	4.25E+00	7.91E+00
V89	5.93E+00	7.16E+00	5.93E+00
V90	7.17E+00	3.28E+00	7.87E+00
V91	6.90E+00	6.16E+00	5.07E+00
V92	7.67E+00	3.32E+00	9.65E+00
V93	4.89E+01	0.00E+00	4.89E+01
V94	3.63E+01	2.99E+01	2.36E+01
V95	3.23E+00	3.47E+00	2.02E+00
V96	7.82E+00	6.44E+00	8.39E+00
V97	3.00E+00	1.71E+00	2.48E+00
V98	1.70E+01	1.48E+01	1.22E+01
V99	1.13E+01	4.05E+00	1.17E+01
V100	1.92E+01	1.82E+01	1.57E+01
