NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	97.179	36.847	26.134	25.913	0.213	0.945	20000.0
2	116.701	43.203	41.81	34.013	0.239	0.918	30000.0
3	95.994	36.908	25.595	25.948	0.222	0.944	30000.0
4	113.061	43.405	40.938	34.835	0.242	0.91	30000.0
5	110.904	42.802	40.803	35.109	0.242	0.909	50000.0
6	107.34	39.792	34.098	31.09	0.22	0.93	30000.0
7	95.049	36.275	24.77	25.182	0.211	0.949	20000.0
8	95.93	36.401	25.798	25.993	0.211	0.944	40000.0
9	112.433	43.949	38.397	34.756	0.253	0.911	20000.0
10	95.717	36.538	25.282	25.681	0.222	0.945	30000.0
