NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.947	21.965	10.373	12.937	0.127	0.988	40000.0
2	43.883	22.153	10.272	12.945	0.121	0.989	70000.0
3	43.995	22.258	10.087	12.814	0.124	0.988	30000.0
4	43.826	21.873	10.355	13.091	0.121	0.988	40000.0
5	43.223	21.364	10.276	12.604	0.118	0.989	30000.0
6	42.512	21.54	10.247	12.915	0.12	0.989	50000.0
7	43.42	21.344	10.075	12.326	0.122	0.99	50000.0
8	43.767	21.896	10.404	12.898	0.12	0.988	30000.0
9	44.68	22.65	10.584	13.5	0.128	0.987	40000.0
10	42.416	21.533	10.055	12.784	0.12	0.989	50000.0
