Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V23	19	62	0	12	14	2	0	0	0	0	3	2	7	10	3	0	0	0	10	1
V24	6	58	1	0	6	139	25	5	3	0	2	0	1	50	13	0	5	2	0	0
V25	149	12	2	17	14	0	23	5	0	0	16	40	3	4	15	5	0	0	18	46
V26	2	46	55	19	1	26	9	0	5	58	2	33	11	4	7	0	29	0	0	0
V27	104	32	0	4	59	0	6	108	45	0	40	0	15	1	8	37	0	0	6	1
V28	6	95	0	22	5	0	23	16	5	33	1	22	19	15	17	3	0	7	5	0
V29	5	18	25	30	19	0	18	7	20	172	2	3	51	18	28	0	2	13	0	0
V30	65	27	6	112	1	183	137	0	1	0	0	0	75	75	30	0	0	1	0	0
V31	102	39	1	51	7	180	82	10	15	0	0	7	27	50	16	11	2	0	3	0
V32	11	40	0	4	10	0	0	24	28	0	0	19	0	9	6	3	15	0	0	1
V33	0	74	88	8	3	0	13	28	9	0	2	7	0	32	1	20	0	9	0	0
V34	43	83	43	73	80	0	12	10	7	0	26	17	30	0	2	10	63	27	0	0
V35	41	138	103	3	2	0	2	48	26	36	3	22	0	2	8	10	0	23	4	16
V36	8	5	9	2	4	0	0	5	13	3	0	1	1	1	0	0	0	0	0	2
V37	63	74	1	19	5	5	10	0	0	0	4	0	7	24	3	0	9	1	15	8
V38	11	64	199	5	17	0	0	1	0	0	4	21	5	0	2	0	0	28	0	10
V39	32	1	0	3	3	0	5	8	2	0	0	0	2	4	1	1	0	0	0	2
V40	1	14	0	44	15	18	8	68	19	0	11	54	20	4	5	3	0	0	16	0
V41	8	12	17	25	17	20	47	57	38	0	12	87	0	3	7	1	29	0	0	0
V42	78	41	96	17	74	0	34	75	152	2	76	0	0	0	8	180	6	14	0	5
V43	1	198	4	50	6	39	21	32	32	9	8	7	20	0	27	0	0	12	0	13
V44	0	19	108	9	31	0	11	19	14	0	24	23	9	2	0	3	23	0	0	6
V45	52	5	21	0	14	0	0	1	1	10	8	0	2	0	0	0	13	0	16	5
V46	3	71	7	0	289	10	1	0	0	0	116	0	1	13	5	0	5	0	0	0
V47	38	22	0	8	1	12	1	158	95	61	0	85	12	4	16	69	0	0	1	6
V48	162	45	1	28	27	0	0	75	69	0	4	0	17	14	19	11	0	0	16	6
V49	58	5	0	108	8	0	25	4	6	0	4	0	20	6	16	6	0	0	6	11
V50	42	9	34	1	0	0	3	0	1	1	6	7	0	0	0	0	0	0	0	6
V51	81	16	47	15	16	87	19	0	0	0	7	0	29	16	25	0	0	33	0	0
V52	87	26	52	106	23	0	61	1	6	0	10	0	57	28	13	2	26	20	7	4
V53	4	24	42	55	0	0	13	0	0	10	0	3	22	23	14	0	3	8	0	0
V54	1	59	0	2	4	0	0	0	6	0	2	5	5	2	2	26	0	0	0	5
V55	38	105	11	17	14	0	11	1	16	0	2	12	0	0	14	0	0	0	0	2
V56	6	9	0	1	22	0	0	1	0	0	6	2	0	0	1	0	15	0	0	0
V57	79	11	0	44	0	187	113	6	1	18	0	7	115	45	45	0	0	0	10	0
V58	123	7	98	41	16	0	7	3	7	0	5	1	3	3	0	3	0	5	0	5
V59	34	26	40	9	1	0	0	4	2	0	4	0	3	7	0	2	0	0	12	3
V60	4	1	8	55	31	0	8	29	15	60	5	15	7	20	36	33	0	7	1	0
V61	3	9	80	9	4	0	8	68	0	0	18	47	1	0	5	2	0	0	0	0
V62	16	14	315	12	75	18	8	0	5	78	59	8	5	7	10	6	0	0	0	0
V63	192	33	0	73	1	71	24	153	218	0	0	151	23	6	3	39	0	20	1	12
V64	13	93	0	12	2	0	0	13	2	0	0	12	5	12	0	5	0	4	0	0
V65	48	222	44	1	0	0	0	3	0	6	3	3	4	11	0	11	13	0	2	11
V66	51	16	0	0	40	0	0	11	26	20	0	20	9	3	4	0	28	10	2	0
V67	28	75	49	17	0	0	0	0	0	0	0	5	6	18	38	0	7	3	14	24
V68	103	49	0	73	68	22	9	4	4	14	31	5	4	59	48	4	0	1	21	0
V69	33	0	0	21	0	0	14	0	0	0	3	0	22	8	10	0	6	0	0	4
V70	10	32	73	0	0	0	5	0	4	31	0	0	0	4	0	0	0	0	0	0
V71	8	50	2	22	39	11	10	1	0	0	71	1	12	13	5	0	0	0	1	0
V72	0	0	148	44	1	210	87	1	0	0	0	0	33	39	38	0	0	27	0	0
V73	0	19	97	17	1	19	3	20	12	0	4	27	27	10	11	0	0	30	0	0
V74	76	20	9	32	98	0	0	5	3	0	27	0	9	0	2	0	27	0	13	0
V75	323	17	0	13	42	0	0	13	51	17	6	0	0	7	7	9	29	0	57	9
V76	66	8	0	5	2	0	3	12	16	0	23	0	1	0	2	5	0	0	3	1
V77	3	0	29	2	5	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0
V78	169	4	12	6	14	0	3	0	0	0	3	2	10	3	3	0	0	7	0	6
V79	159	0	62	29	1	0	8	0	0	11	1	3	16	2	16	2	0	0	3	2
V80	833	10	14	19	5	26	20	5	23	3	3	10	11	23	3	15	24	0	16	7
V81	4	6	18	38	0	50	7	4	3	17	0	3	3	18	3	0	0	22	0	0
V82	0	50	0	12	1	18	8	12	9	4	2	3	2	0	2	0	0	2	5	0
V83	13	0	3	7	0	0	29	7	16	0	0	5	7	0	2	0	0	6	0	0
V84	0	96	0	2	15	0	2	0	0	0	10	0	4	1	0	0	8	1	0	7
V85	1	21	0	0	20	1	0	0	1	0	14	0	1	1	2	0	7	5	0	0
V86	70	1	5	5	0	2	1	5	16	0	3	0	1	3	0	0	1	0	0	2
V87	17	1	12	10	0	0	18	12	9	0	0	0	3	4	1	1	0	0	0	3
V88	20	20	1	43	115	1	7	11	0	0	51	0	34	0	8	4	24	0	0	6
V89	44	0	14	1	1	0	0	7	9	1	1	0	2	0	0	26	0	14	18	0
V90	26	491	0	10	13	0	9	1	7	10	4	9	5	11	2	10	0	4	20	11
V91	0	59	71	7	0	0	10	5	7	0	0	5	1	5	2	16	0	1	0	5
V92	6	228	8	0	34	0	0	0	0	0	28	0	1	18	3	0	0	6	0	0
V93	42	145	15	0	37	0	6	14	0	27	38	28	1	0	4	0	35	0	0	0
V94	38	12	0	8	13	0	62	29	11	32	8	1	21	4	5	10	0	0	8	7
V95	2	13	337	0	0	11	2	38	33	0	0	0	0	2	6	9	0	12	0	0
V96	2	10	10	13	4	0	0	1	0	31	0	11	0	2	4	4	0	0	2	0
V97	2	12	314	0	10	0	0	0	0	35	0	0	1	0	0	11	7	0	0	0
V98	40	46	59	2	37	0	3	0	0	8	12	0	0	2	0	0	0	0	6	6
V99	27	76	3	34	12	0	10	7	16	0	0	22	7	19	9	0	0	14	0	9
V100	54	21	3	0	21	0	0	1	0	0	12	0	2	5	2	0	0	6	4	9
