Samples	ID83A	ID83B	ID83C
V1	2.55E+01	2.30E+01	1.59E+01
V2	7.41E+00	1.19E+01	1.30E+01
V3	4.24E+00	4.96E+00	4.46E+00
V4	1.55E+01	2.05E+01	2.18E+01
V5	2.99E+00	5.58E+00	5.81E+00
V6	7.49E+00	7.56E+00	1.19E+00
V7	2.59E+01	2.93E+01	1.78E+01
V8	4.23E+00	2.66E+00	3.49E+00
V9	7.43E+00	7.92E+00	7.73E+00
V10	5.13E+00	1.73E+01	1.88E+01
V11	1.01E+01	1.59E+01	7.15E+00
V12	5.37E+00	6.96E+00	6.60E+00
V13	9.04E+00	1.32E+01	9.60E+00
V14	3.17E+00	1.54E+01	1.61E+01
V15	1.76E+01	2.06E+01	1.26E+01
V16	2.22E+01	2.35E+01	1.64E+01
V17	4.63E+01	5.32E+01	2.14E+01
V18	9.67E+00	1.23E+01	4.78E+00
V19	1.99E+01	1.63E+01	1.10E+01
V20	1.22E+01	1.32E+01	1.11E+01
V21	3.04E+01	4.48E+01	2.48E+01
V22	5.79E+00	7.87E+00	7.98E+00
V23	8.29E+00	8.33E+00	4.02E+00
V24	2.97E+01	2.99E+01	1.77E+01
V25	3.16E+01	3.17E+01	1.01E+00
V26	1.24E+01	1.36E+01	9.28E+00
V27	4.87E+00	5.92E+00	4.09E+00
V28	2.57E+01	3.76E+01	2.24E+01
V29	2.42E+00	2.56E+00	3.33E-01
V30	1.15E+01	1.12E+01	6.51E+00
V31	3.97E+01	3.58E+01	2.60E+01
V32	2.23E+01	1.68E+01	1.04E+01
V33	3.01E+01	3.09E+01	1.71E+01
V34	1.38E+01	1.57E+01	1.10E+01
V35	8.96E+01	8.88E+01	4.01E+01
V36	1.24E+01	1.08E+01	1.36E+01
V37	1.40E+01	2.26E+01	2.36E+01
V38	3.15E+01	6.10E+01	4.68E+01
V39	2.04E+01	3.25E+01	1.36E+01
V40	2.19E+01	2.65E+01	2.50E+01
V41	6.31E+00	1.28E+01	1.21E+01
V42	2.31E+01	2.30E+01	1.25E+01
V43	1.04E+01	9.84E+00	2.57E+00
V44	2.37E+01	2.05E+01	8.58E+00
V45	6.51E+00	5.58E+00	3.78E+00
V46	1.76E+00	1.38E+00	1.80E+00
V47	9.39E+00	8.39E+00	6.71E+00
V48	8.27E+00	7.74E+00	4.43E+00
V49	2.00E+01	2.08E+01	2.05E+01
V50	6.27E+00	8.53E+00	5.23E+00
V51	1.53E+01	1.70E+01	5.83E+00
V52	2.01E+01	2.03E+01	6.30E+00
V53	9.55E+00	1.15E+01	1.36E+01
V54	1.22E+00	4.64E+00	4.41E+00
V55	3.22E+00	2.77E+00	2.39E+00
V56	2.27E+01	3.03E+01	3.30E+01
V57	1.26E+01	1.26E+01	8.70E+00
V58	2.65E+01	2.43E+01	1.42E+01
V59	6.17E+01	5.90E+01	3.04E+01
V60	6.63E+00	1.14E+01	1.12E+01
V61	8.06E-01	7.95E-01	1.12E+00
V62	2.12E+01	2.73E+01	1.21E+01
V63	7.27E+00	1.52E+01	1.85E+01
V64	2.99E+00	3.18E+00	4.53E-01
V65	2.04E+01	1.93E+01	1.15E+01
V66	5.31E+01	5.75E+01	1.32E+01
V67	4.08E+01	4.19E+01	3.58E+00
V68	1.92E+01	2.25E+01	1.62E+01
V69	2.30E+00	2.88E+00	1.89E+00
V70	3.62E+01	3.69E+01	1.68E+00
V71	7.09E+00	7.07E+00	6.10E+00
V72	2.24E+01	2.23E+01	3.35E-01
V73	1.60E+01	1.67E+01	1.07E+01
V74	2.21E+00	1.38E+01	1.23E+01
V75	2.82E+01	2.49E+01	2.10E+01
V76	4.51E+00	4.65E+00	3.50E+00
V77	1.51E+01	1.40E+01	1.34E+01
V78	2.85E+01	2.79E+01	1.86E+01
V79	1.55E+01	1.63E+01	3.76E+00
V80	2.00E-01	5.00E-01	5.17E-01
V81	1.72E+01	1.68E+01	2.47E+00
V82	3.78E+01	4.37E+01	2.85E+01
V83	8.21E+00	1.47E+01	1.13E+01
V84	1.55E+01	1.42E+01	1.13E+01
V85	3.07E-01	1.02E+00	1.18E+00
V86	3.45E+01	2.93E+01	2.41E+01
V87	1.09E+01	1.19E+01	1.16E+01
V88	6.37E+00	6.18E+00	5.74E+00
V89	1.18E+01	2.14E+01	2.22E+01
V90	1.69E+01	3.35E+01	2.17E+01
V91	5.06E+00	5.84E+00	4.73E+00
V92	7.91E+00	1.69E+01	1.74E+01
V93	3.09E+00	2.89E+00	3.28E+00
V94	2.85E+01	3.18E+01	2.97E+01
V95	2.38E+01	2.53E+01	1.50E+01
V96	2.13E+01	2.09E+01	1.12E+01
V97	2.00E-01	3.42E+01	3.42E+01
V98	4.23E+00	1.13E+01	1.01E+01
V99	1.29E+01	1.14E+01	7.18E+00
V100	1.68E+01	1.93E+01	1.16E+01
