Samples	ID83A	ID83B	ID83C
V1	73	172	35
V2	0	191	47
V3	23	40	43
V4	48	341	35
V5	0	97	39
V6	135	20	0
V7	139	51	20
V8	0	0	237
V9	48	90	82
V10	0	261	76
V11	211	0	203
V12	31	10	118
V13	129	0	174
V14	0	186	10
V15	136	172	87
V16	135	48	105
V17	385	85	90
V18	179	40	78
V19	174	150	120
V20	73	0	163
V21	392	357	0
V22	14	128	68
V23	96	0	22
V24	104	94	542
V25	345	0	0
V26	65	0	226
V27	55	5	124
V28	447	30	79
V29	60	0	3
V30	141	31	334
V31	211	245	59
V32	203	35	283
V33	161	33	86
V34	96	20	43
V35	409	467	163
V36	32	61	19
V37	0	336	0
V38	139	647	0
V39	235	0	251
V40	154	109	38
V41	0	119	664
V42	152	33	6
V43	78	12	31
V44	206	0	247
V45	48	45	88
V46	8	0	112
V47	113	5	227
V48	33	52	19
V49	77	165	287
V50	63	0	51
V51	317	61	37
V52	160	74	68
V53	71	204	27
V54	0	39	125
V55	0	0	298
V56	113	89	76
V57	159	8	26
V58	107	199	14
V59	326	178	63
V60	94	25	459
V61	3	5	14
V62	207	9	172
V63	21	293	137
V64	52	0	3
V65	98	32	12
V66	809	0	61
V67	466	32	0
V68	248	45	116
V69	14	3	31
V70	738	0	0
V71	10	102	6
V72	244	0	0
V73	79	16	127
V74	0	118	191
V75	142	200	13
V76	10	42	33
V77	118	244	21
V78	137	63	24
V79	177	34	0
V80	0	0	69
V81	165	0	12
V82	210	72	88
V83	11	167	32
V84	101	42	75
V85	0	0	221
V86	133	179	12
V87	47	39	87
V88	72	14	149
V89	0	335	28
V90	292	14	114
V91	38	76	12
V92	0	239	4
V93	0	0	208
V94	24	484	0
V95	161	56	53
V96	39	231	32
V97	0	354	29
V98	30	141	0
V99	144	121	36
V100	140	129	284
