MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.00E+00	6.29E-04	2.23E-03	3.14E-06	0.00E+00	2.76E-03
1:Del:C:1	4.03E-04	0.00E+00	1.42E-03	1.12E-03	4.82E-04	1.40E-03
1:Del:C:2	7.81E-09	0.00E+00	4.12E-04	1.51E-04	9.67E-05	3.03E-04
1:Del:C:3	0.00E+00	3.00E-04	7.70E-04	1.61E-04	4.54E-04	5.83E-04
1:Del:C:4	0.00E+00	4.80E-04	8.49E-04	3.93E-04	4.44E-04	0.00E+00
1:Del:C:5	1.07E-04	7.69E-04	0.00E+00	0.00E+00	5.06E-04	2.37E-04
1:Del:T:0	4.27E-04	7.78E-04	2.33E-03	8.46E-04	8.66E-04	1.21E-03
1:Del:T:1	1.65E-05	1.87E-04	1.20E-03	3.41E-04	4.76E-04	9.52E-04
1:Del:T:2	8.87E-04	5.22E-04	2.40E-03	6.28E-04	2.18E-05	1.98E-04
1:Del:T:3	4.25E-04	5.90E-04	1.96E-03	4.57E-04	1.26E-03	7.63E-04
1:Del:T:4	0.00E+00	1.47E-03	2.05E-03	5.24E-04	8.63E-04	2.32E-04
1:Del:T:5	1.91E-07	2.47E-03	2.12E-07	2.68E-07	2.45E-08	6.32E-07
1:Ins:C:0	9.44E-09	5.59E-05	1.29E-08	1.56E-04	1.39E-08	3.32E-04
1:Ins:C:1	4.52E-08	3.08E-08	3.45E-05	1.84E-08	1.63E-08	4.90E-04
1:Ins:C:2	0.00E+00	7.64E-05	1.41E-04	1.20E-07	1.22E-04	2.38E-04
1:Ins:C:3	1.01E-04	1.17E-07	6.73E-09	2.52E-05	1.19E-04	6.35E-09
1:Ins:C:4	2.80E-04	2.42E-04	1.26E-04	1.03E-03	4.30E-04	0.00E+00
1:Ins:C:5	2.03E-03	7.46E-07	1.65E-04	2.90E-07	5.44E-04	1.55E-03
1:Ins:T:0	2.30E-04	3.46E-04	7.54E-04	1.55E-04	3.14E-04	2.35E-04
1:Ins:T:1	1.31E-04	1.39E-04	6.10E-04	2.01E-04	0.00E+00	5.02E-04
1:Ins:T:2	5.32E-08	3.01E-08	1.04E-03	3.49E-03	4.68E-07	6.90E-04
1:Ins:T:3	9.43E-05	2.47E-04	3.12E-04	2.33E-04	5.32E-04	4.07E-04
1:Ins:T:4	4.02E-04	3.88E-04	7.53E-05	0.00E+00	6.36E-04	1.15E-08
1:Ins:T:5	5.13E-06	4.23E-08	1.39E-03	3.53E-04	3.09E-03	1.11E-03
2:Del:R:0	1.61E-04	0.00E+00	6.01E-04	1.53E-04	2.80E-04	7.61E-04
2:Del:R:1	3.16E-04	2.83E-04	4.93E-04	2.65E-04	8.63E-05	8.61E-04
2:Del:R:2	1.04E-05	1.94E-04	2.02E-04	0.00E+00	1.49E-04	2.70E-04
2:Del:R:3	8.83E-05	2.14E-04	2.64E-04	1.35E-04	9.50E-05	1.13E-08
2:Del:R:4	3.66E-08	1.11E-04	6.27E-08	4.78E-08	5.20E-08	8.50E-05
2:Del:R:5	1.42E-08	3.85E-05	2.83E-08	1.91E-04	1.74E-08	1.08E-04
3:Del:R:0	1.41E-04	1.26E-04	3.31E-04	2.60E-04	9.99E-06	5.50E-04
3:Del:R:1	1.93E-04	4.62E-04	6.05E-04	2.16E-04	7.34E-04	3.81E-04
3:Del:R:2	1.12E-04	3.27E-04	4.54E-04	4.76E-09	1.43E-04	3.97E-04
3:Del:R:3	7.64E-05	6.24E-05	1.99E-05	1.74E-04	1.74E-04	1.09E-04
3:Del:R:4	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
3:Del:R:5	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
4:Del:R:0	6.83E-09	4.03E-08	3.79E-04	3.02E-04	1.67E-08	4.02E-04
4:Del:R:1	4.14E-04	2.02E-04	7.87E-04	2.53E-03	9.37E-08	9.73E-04
4:Del:R:2	3.40E-08	2.94E-05	1.39E-04	3.54E-08	5.56E-08	2.74E-08
4:Del:R:3	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
4:Del:R:4	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
4:Del:R:5	5.30E-08	8.06E-05	7.84E-08	5.64E-08	5.60E-08	4.35E-08
5:Del:R:0	1.28E-06	5.30E-04	1.94E-04	5.67E-07	1.77E-07	2.93E-03
5:Del:R:1	5.94E-05	2.32E-04	1.13E-04	8.98E-05	1.44E-04	2.00E-04
5:Del:R:2	1.43E-08	1.84E-04	1.41E-04	1.20E-04	2.77E-05	1.47E-04
5:Del:R:3	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
5:Del:R:4	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
5:Del:R:5	3.06E-09	1.40E-08	6.87E-08	1.92E-08	7.67E-05	6.02E-05
2:Ins:R:0	9.79E-05	4.26E-09	3.05E-04	0.00E+00	0.00E+00	2.68E-04
2:Ins:R:1	1.47E-07	0.00E+00	1.73E-04	9.01E-09	1.46E-07	2.64E-04
2:Ins:R:2	9.91E-05	1.71E-04	1.43E-04	0.00E+00	1.56E-04	1.23E-04
2:Ins:R:3	1.86E-08	2.26E-04	8.95E-05	1.80E-04	0.00E+00	7.17E-05
2:Ins:R:4	1.13E-04	1.85E-04	1.52E-04	0.00E+00	2.71E-04	1.03E-04
2:Ins:R:5	2.38E-09	3.64E-04	0.00E+00	0.00E+00	1.04E-03	3.37E-08
3:Ins:R:0	0.00E+00	1.33E-04	6.65E-05	1.92E-04	0.00E+00	1.37E-04
3:Ins:R:1	5.09E-05	2.04E-04	0.00E+00	1.64E-04	1.47E-04	4.65E-04
3:Ins:R:2	1.28E-04	2.31E-07	6.78E-08	5.03E-08	6.75E-08	1.50E-04
3:Ins:R:3	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
3:Ins:R:4	4.90E-08	2.63E-08	7.21E-08	7.50E-05	7.74E-08	4.10E-08
3:Ins:R:5	1.28E-04	2.47E-04	4.22E-05	0.00E+00	2.45E-04	2.74E-09
4:Ins:R:0	4.93E-08	4.25E-08	3.29E-07	4.11E-05	7.87E-05	5.85E-08
4:Ins:R:1	1.20E-04	1.88E-04	9.08E-05	7.23E-06	5.97E-05	2.90E-04
4:Ins:R:2	2.36E-09	4.54E-09	6.15E-09	3.80E-09	3.38E-09	4.79E-09
4:Ins:R:3	6.99E-05	2.55E-08	2.31E-05	3.91E-08	8.07E-05	2.76E-08
4:Ins:R:4	5.56E-05	7.94E-10	1.93E-08	6.39E-09	1.04E-04	1.03E-04
4:Ins:R:5	1.45E-04	3.38E-04	9.24E-05	0.00E+00	2.11E-04	3.14E-04
5:Ins:R:0	4.11E-08	1.14E-04	1.21E-04	3.50E-08	5.24E-08	2.90E-08
5:Ins:R:1	7.46E-05	1.46E-04	4.20E-04	2.17E-04	1.78E-07	1.00E-03
5:Ins:R:2	6.14E-09	5.65E-05	7.81E-09	1.42E-08	8.71E-05	1.05E-04
5:Ins:R:3	5.69E-08	5.11E-05	8.10E-08	5.09E-08	5.87E-08	4.49E-08
