NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.938	19.203	12.748	11.764	0.103	0.99	20000.0
2	58.669	21.456	14.493	13.363	0.107	0.987	50000.0
3	57.361	20.439	13.527	12.367	0.108	0.989	30000.0
4	55.285	20.037	13.618	12.38	0.103	0.989	60000.0
5	56.821	20.024	13.895	12.453	0.104	0.989	30000.0
6	56.012	20.267	13.486	12.333	0.103	0.989	60000.0
7	54.64	19.686	12.901	11.648	0.101	0.991	50000.0
8	55.417	19.78	13.084	11.833	0.104	0.991	70000.0
9	53.304	19.132	12.698	11.605	0.101	0.991	60000.0
10	54.834	19.29	13.187	11.82	0.102	0.99	30000.0
