NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.336	20.152	13.438	12.495	0.102	0.989	50000.0
2	52.467	18.844	12.364	11.439	0.1	0.991	60000.0
3	55.246	19.778	13.191	11.852	0.104	0.991	50000.0
4	56.968	20.892	13.94	13.124	0.107	0.988	40000.0
5	54.043	19.668	13.057	12.167	0.1	0.989	30000.0
6	54.972	19.787	13.254	12.057	0.101	0.99	60000.0
7	53.676	19.035	13.005	11.613	0.1	0.991	70000.0
8	54.478	20.129	12.93	12.179	0.103	0.989	60000.0
9	54.279	19.449	13.104	11.873	0.101	0.99	30000.0
10	53.634	19.653	12.931	12.081	0.1	0.99	60000.0
