MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.09E-07	6.12E-08	1.42E-08	7.90E-03	1.03E-05	4.22E-03	5.66E-02	4.97E-03	2.89E-03
1:Del:C:1	3.05E-04	6.89E-04	1.69E-07	5.23E-03	1.35E-04	4.18E-03	1.40E-02	1.46E-02	3.99E-02
1:Del:C:2	1.31E-04	1.40E-46	9.05E-09	4.63E-04	2.07E-04	1.00E-03	3.44E-03	1.67E-03	2.02E-04
1:Del:C:3	1.01E-04	1.10E-03	1.48E-08	1.93E-03	3.40E-04	1.27E-03	6.18E-03	5.26E-03	7.53E-03
1:Del:C:4	6.29E-08	3.70E-04	2.67E-08	2.44E-03	1.17E-03	1.08E-04	4.85E-03	3.16E-03	1.29E-03
1:Del:C:5	0.00E+00	7.04E-04	1.97E-04	5.16E-05	2.78E-03	3.12E-04	1.40E-46	5.79E-03	2.62E-03
1:Del:T:0	4.11E-04	8.81E-04	2.28E-04	9.24E-03	1.34E-03	5.51E-03	3.48E-02	8.45E-03	2.58E-02
1:Del:T:1	8.69E-05	2.93E-04	5.14E-08	6.92E-03	6.18E-04	8.03E-04	8.51E-03	2.05E-03	5.23E-03
1:Del:T:2	6.82E-04	1.12E-03	5.32E-03	8.72E-03	5.06E-03	1.55E-03	1.42E-02	3.67E-03	8.14E-02
1:Del:T:3	5.30E-04	1.16E-03	2.34E-04	2.20E-03	1.87E-03	1.02E-04	1.37E-02	5.44E-03	2.47E-03
1:Del:T:4	6.25E-07	8.23E-04	8.47E-08	8.97E-03	2.53E-03	0.00E+00	1.60E-02	5.34E-03	1.13E-03
1:Del:T:5	1.51E-04	4.03E-08	6.75E-08	3.18E-08	9.01E-03	1.78E-03	4.74E-02	1.11E-01	6.02E-03
1:Ins:C:0	1.58E-04	1.27E-07	6.26E-05	4.51E-05	3.42E-06	4.43E-04	2.71E-04	9.28E-04	6.05E-07
1:Ins:C:1	1.08E-08	9.79E-05	1.47E-08	2.11E-08	1.74E-04	2.25E-04	3.15E-04	6.70E-04	6.79E-04
1:Ins:C:2	1.47E-08	1.27E-08	1.72E-08	1.34E-04	4.99E-08	5.54E-04	4.21E-04	8.43E-04	1.66E-07
1:Ins:C:3	2.58E-05	7.44E-08	3.70E-08	2.74E-08	6.62E-05	4.95E-08	6.92E-08	6.66E-04	1.20E-07
1:Ins:C:4	1.00E-04	2.90E-04	1.80E-04	0.00E+00	4.11E-04	4.50E-09	1.35E-03	1.55E-03	8.07E-04
1:Ins:C:5	2.59E-04	2.16E-03	2.29E-04	0.00E+00	2.01E-03	0.00E+00	1.40E-46	3.21E-03	2.81E-03
1:Ins:T:0	1.17E-04	6.47E-04	2.18E-04	1.41E-03	4.62E-04	1.07E-03	5.87E-03	2.77E-03	1.38E-02
1:Ins:T:1	1.32E-08	3.41E-05	3.07E-08	1.20E-03	2.07E-04	9.27E-04	2.07E-03	2.35E-03	6.03E-04
1:Ins:T:2	4.99E-05	2.00E-04	1.06E-04	4.89E-04	1.48E-04	1.01E-04	1.13E-03	2.19E-03	6.36E-04
1:Ins:T:3	3.73E-09	8.48E-04	2.93E-08	1.01E-04	0.00E+00	3.75E-04	6.50E-08	2.20E-03	1.62E-03
1:Ins:T:4	0.00E+00	2.15E-03	2.37E-04	1.90E-04	9.95E-04	2.09E-04	3.05E-03	6.96E-03	5.03E-03
1:Ins:T:5	2.00E-07	1.03E-02	0.00E+00	1.59E-03	1.25E-07	7.28E-04	2.52E-02	5.51E-02	1.21E-01
2:Del:R:0	1.24E-04	5.81E-04	1.16E-04	5.96E-04	0.00E+00	7.43E-04	3.27E-03	2.49E-03	2.37E-03
2:Del:R:1	8.27E-09	1.08E-04	1.76E-04	7.75E-04	5.77E-04	1.58E-03	7.68E-04	3.08E-03	4.96E-04
2:Del:R:2	6.76E-05	0.00E+00	2.86E-08	1.82E-04	4.70E-04	3.19E-08	1.19E-03	2.45E-03	1.85E-04
2:Del:R:3	3.66E-08	5.18E-05	9.44E-05	5.15E-05	1.65E-04	2.12E-08	3.85E-04	1.07E-03	5.78E-04
2:Del:R:4	1.85E-04	3.69E-07	2.47E-08	1.38E-08	2.98E-04	1.67E-08	5.60E-04	4.23E-04	2.19E-07
2:Del:R:5	4.75E-08	3.35E-08	2.86E-08	2.59E-05	4.81E-05	2.29E-04	4.32E-04	5.46E-04	6.90E-05
3:Del:R:0	1.04E-04	1.95E-04	7.63E-06	3.93E-04	0.00E+00	1.48E-03	2.98E-03	2.03E-03	3.34E-03
3:Del:R:1	9.43E-05	1.06E-03	2.11E-05	3.76E-04	9.73E-04	2.64E-04	3.36E-03	2.48E-03	1.18E-02
3:Del:R:2	1.67E-06	2.30E-04	1.12E-07	2.95E-04	3.48E-04	5.58E-04	4.04E-03	1.24E-03	3.83E-04
3:Del:R:3	9.62E-09	1.53E-04	9.07E-05	1.05E-04	2.74E-04	0.00E+00	1.59E-04	2.37E-04	3.86E-04
3:Del:R:4	4.67E-09	2.02E-08	8.04E-09	1.91E-08	3.00E-08	2.23E-08	4.91E-08	7.10E-08	2.12E-07
3:Del:R:5	4.67E-09	2.02E-08	8.04E-09	1.91E-08	3.00E-08	2.23E-08	4.91E-08	7.10E-08	2.12E-07
4:Del:R:0	0.00E+00	2.53E-04	1.76E-08	4.61E-04	1.73E-04	1.17E-03	6.70E-04	1.80E-03	5.42E-03
4:Del:R:1	1.35E-04	3.91E-04	1.35E-04	6.98E-04	2.00E-04	6.34E-04	2.86E-03	2.77E-03	2.20E-03
4:Del:R:2	1.81E-08	1.23E-05	1.33E-07	2.31E-04	1.56E-05	3.29E-08	9.30E-04	7.45E-05	1.39E-03
4:Del:R:3	3.07E-08	3.19E-08	3.27E-08	3.81E-08	5.09E-08	1.07E-04	7.34E-08	6.78E-08	8.99E-08
4:Del:R:4	2.90E-04	1.13E-07	3.79E-08	6.81E-05	6.66E-05	1.79E-08	1.05E-03	9.34E-04	3.24E-04
