Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	2.65E+00	0.00E+00	1.89E+00	1.29E+00	2.88E+00	1.10E+00
V2	2.76E+00	0.00E+00	3.58E+00	2.29E+00	9.64E-01	2.10E+00
V3	1.94E+00	3.72E+00	1.67E+00	2.47E+00	6.74E-01	1.05E+00
V4	2.40E+00	8.03E-01	2.34E+00	1.58E+00	6.33E-01	1.09E+00
V5	3.14E+00	3.28E+00	3.35E-01	7.78E-01	1.32E+00	8.33E-01
V6	2.95E+00	6.05E-01	3.46E+00	3.17E+00	1.64E+00	4.34E+00
V7	2.02E+00	2.82E+00	1.73E+00	1.58E+00	1.33E+00	2.88E+00
V8	5.26E-01	2.04E+00	1.54E+00	3.48E-01	4.29E+00	3.78E+00
V9	1.57E+00	1.31E+00	2.05E+00	7.33E-01	2.05E+00	2.31E+00
V10	3.66E+00	3.05E+00	1.35E+00	2.12E+00	3.06E+00	3.79E-01
V11	2.83E+00	3.49E+00	2.29E+00	3.53E+00	1.76E+00	9.68E-01
V12	6.74E-01	1.41E+00	8.75E-01	4.73E-01	1.19E+00	2.19E+00
V13	2.00E-01	1.33E+00	2.04E+00	2.92E+00	1.09E+00	7.64E-01
V14	2.47E+00	1.42E+00	2.97E+00	1.82E+00	8.00E-01	6.32E-01
V15	3.47E+00	3.01E+00	2.18E+00	2.88E+00	4.01E+00	9.91E-01
V16	1.32E+00	2.15E+00	4.04E+00	3.52E+00	2.48E+00	2.93E+00
V17	1.95E+00	1.19E+00	1.16E+00	2.33E+00	1.79E+00	9.57E-01
V18	7.92E-01	1.39E+00	7.06E-01	1.52E+00	2.27E+00	6.53E-01
V19	9.12E-01	1.38E+00	1.05E+00	1.05E+00	6.00E-01	6.57E-01
V20	1.15E+00	2.24E-01	4.23E-01	5.22E-01	1.36E+00	5.54E-01
V21	6.19E+00	4.94E+00	1.76E+00	9.00E-01	1.78E+00	6.15E-01
V22	3.66E+00	5.97E+00	1.64E+00	3.57E+00	5.01E+00	9.94E-01
V23	9.60E-01	2.57E+00	4.03E+00	2.30E+00	1.57E+00	7.45E-01
V24	2.65E+00	3.52E+00	2.00E+00	2.15E+00	2.16E+00	6.23E-01
V25	4.67E+00	5.10E+00	1.61E+00	1.70E+00	1.75E+00	2.37E+00
V26	1.99E+00	1.80E+00	4.07E-01	2.98E+00	2.09E+00	2.49E+00
V27	2.08E+00	1.88E+00	1.50E+00	3.34E+00	2.39E+00	1.48E+00
V28	1.27E+00	3.96E-01	7.42E-01	4.07E-01	1.90E+00	2.23E+00
V29	1.41E+00	1.37E+00	3.78E+00	3.29E+00	9.24E-01	1.40E+00
V30	1.29E+00	1.20E+00	2.56E+00	1.08E+00	0.00E+00	2.50E+00
V31	3.28E+00	3.27E+00	1.54E+00	3.63E+00	4.22E-01	8.70E-01
V32	4.02E+00	3.44E+00	1.39E+00	1.71E+00	1.56E+00	1.19E+00
V33	1.63E+00	1.39E+00	3.72E+00	1.18E+00	3.16E+00	4.73E-01
V34	3.87E+00	1.04E+00	8.44E-01	1.24E+00	3.35E+00	0.00E+00
V35	3.30E+00	3.74E+00	2.79E+00	1.19E+00	1.32E+00	2.49E+00
V36	1.61E+00	1.94E+00	2.15E+00	1.39E+00	1.87E+00	1.26E+00
V37	9.43E-01	1.12E+00	7.67E-01	1.90E+00	2.57E+00	7.81E-01
V38	5.46E+00	3.29E+00	2.09E+00	1.32E+00	3.45E+00	6.53E-01
V39	1.98E+00	1.68E+00	1.61E+00	2.06E+00	1.53E+00	2.97E+00
V40	3.32E+00	4.50E+00	3.11E+00	5.07E+00	1.35E+00	5.39E-01
V41	3.84E+00	2.88E+00	2.69E-01	7.37E-01	4.53E+00	8.36E-01
V42	6.29E+00	3.58E+00	3.89E+00	2.41E+00	2.44E+00	1.91E+00
V43	5.00E-01	9.57E-01	5.47E-01	1.25E+00	0.00E+00	3.89E-01
V44	2.11E+00	9.75E-01	2.16E+00	0.00E+00	2.68E+00	0.00E+00
V45	2.05E+00	1.43E+00	3.96E-01	2.40E+00	7.37E-01	1.24E+00
V46	1.33E+00	3.24E+00	5.21E-01	1.23E+00	1.94E+00	1.43E+00
V47	1.99E+00	1.00E-01	0.00E+00	1.56E+00	2.63E+00	1.17E+00
V48	0.00E+00	9.33E-01	1.87E+00	2.72E+00	1.51E+00	3.20E+00
V49	6.23E-01	5.39E-01	1.52E+00	2.33E+00	2.35E+00	6.16E-01
V50	2.43E+00	4.16E-01	1.83E+00	4.42E-01	1.65E+00	2.40E+00
V51	7.81E-01	0.00E+00	3.89E-01	2.38E+00	1.03E+00	2.58E+00
V52	2.93E+00	4.60E+00	1.47E+00	2.25E+00	1.94E+00	3.31E+00
V53	2.59E+00	4.64E+00	1.19E+00	3.11E+00	2.42E+00	7.67E-01
V54	1.82E+00	2.60E+00	1.21E+00	1.24E+00	1.29E+00	1.13E+00
V55	9.89E-01	5.21E-01	9.48E-01	2.13E+00	2.90E+00	1.66E+00
V56	1.50E+00	8.36E-01	1.60E+00	4.67E-01	4.28E-01	2.10E+00
V57	3.14E+00	1.69E+00	3.95E+00	2.50E+00	3.80E+00	9.83E-01
V58	1.67E+00	2.44E+00	2.69E-01	9.60E-01	0.00E+00	1.92E+00
V59	1.53E+00	2.04E+00	2.67E+00	2.33E+00	3.06E+00	1.63E+00
V60	1.63E+00	2.34E+00	3.99E+00	2.93E+00	4.08E+00	4.22E+00
V61	1.95E+00	2.18E+00	1.78E+00	2.91E-01	1.80E+00	6.37E-01
V62	2.80E+00	1.96E+00	1.07E+00	1.85E+00	2.78E+00	6.15E-01
V63	1.75E+00	4.52E-01	9.55E-01	8.75E-01	1.30E+00	1.14E+00
V64	1.08E+00	2.04E+00	2.04E+00	3.94E-01	2.66E+00	1.52E+00
V65	5.12E-01	0.00E+00	1.66E+00	9.43E-01	2.69E+00	8.72E-01
V66	2.80E+00	0.00E+00	3.58E+00	6.84E-01	2.66E+00	3.18E+00
V67	3.74E+00	2.33E+00	4.57E+00	5.17E-01	3.89E+00	1.09E+00
V68	2.10E+00	6.23E-01	1.57E+00	6.67E-01	6.33E-01	5.33E-01
V69	4.38E+00	1.79E+00	8.54E-01	1.83E+00	8.57E-01	4.75E+00
V70	6.32E-01	4.52E+00	1.80E+00	1.06E+00	2.05E+00	4.29E+00
V71	1.94E+00	4.96E-01	1.11E+00	1.16E+00	5.77E-01	1.05E+00
V72	3.42E+00	1.13E+00	1.30E+00	2.41E+00	0.00E+00	4.58E-01
V73	1.66E+00	0.00E+00	1.45E+00	1.88E+00	0.00E+00	2.49E-01
V74	2.72E+00	4.02E+00	5.75E+00	1.68E+00	6.84E-01	2.37E+00
V75	4.55E+00	3.05E+00	5.73E-01	4.07E-01	3.34E+00	3.89E-01
V76	8.95E-01	7.30E-01	0.00E+00	1.40E+00	2.13E+00	3.00E-01
V77	2.49E+00	0.00E+00	1.00E+00	2.23E+00	2.26E+00	0.00E+00
V78	2.58E+00	6.00E-01	0.00E+00	4.96E-01	2.57E+00	6.51E-01
V79	3.76E+00	1.51E+00	1.05E+00	2.75E+00	5.11E+00	1.81E+00
V80	0.00E+00	2.34E+00	2.04E+00	1.50E+00	8.79E-01	9.94E-01
V81	5.81E-01	2.58E+00	2.79E+00	1.65E+00	5.67E-01	8.49E-01
V82	1.55E+00	7.92E-01	7.02E-01	1.15E+00	2.49E-01	2.13E-01
V83	0.00E+00	0.00E+00	3.23E+00	2.32E+00	1.23E+00	5.62E-01
V84	2.62E+00	3.11E+00	0.00E+00	1.38E+00	1.36E+00	3.45E+00
V85	2.57E+00	1.09E+00	2.05E+00	2.77E-01	2.84E+00	1.69E+00
V86	2.49E+00	2.63E+00	1.36E+00	1.89E+00	5.67E-01	1.88E+00
V87	2.20E+00	1.07E+00	2.62E+00	0.00E+00	3.92E+00	1.08E+00
V88	7.16E-01	1.91E+00	3.47E+00	1.15E+00	1.58E+00	3.56E+00
V89	1.97E+00	1.49E+00	2.09E+00	2.27E+00	2.31E+00	2.98E-01
V90	3.07E-01	0.00E+00	1.18E+00	2.86E+00	1.76E+00	2.50E+00
V91	1.33E+00	6.32E-01	1.40E+00	1.47E+00	1.29E+00	2.29E+00
V92	3.21E+00	1.86E+00	1.43E+00	3.94E-01	8.14E-01	2.14E+00
V93	2.45E+00	4.52E-01	7.31E-01	3.54E+00	1.20E+00	1.82E+00
V94	2.21E+00	2.49E-01	0.00E+00	6.96E-01	1.58E+00	9.60E-01
V95	3.40E+00	2.94E+00	3.52E+00	1.05E+00	2.12E+00	0.00E+00
V96	7.46E-01	0.00E+00	0.00E+00	7.00E-01	9.94E-01	1.47E+00
V97	7.77E-01	1.69E+00	3.65E-01	1.02E+00	1.59E+00	1.38E+00
V98	4.05E+00	6.70E-01	0.00E+00	1.32E+00	4.04E+00	2.19E+00
V99	4.76E+00	3.66E+00	9.78E-01	2.14E+00	2.38E+00	3.27E+00
