MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	2.82E-04	7.72E-03	1.22E-03	8.03E-04	1.40E-46	9.03E-03	4.65E-03	2.07E-02	4.23E-02	2.15E-02
1:Del:C:1	6.45E-04	3.94E-03	2.26E-04	1.01E-04	1.49E-03	8.35E-03	9.71E-03	1.67E-02	1.48E-02	1.63E-02
1:Del:C:2	5.20E-09	5.95E-04	4.03E-04	3.63E-05	2.55E-05	8.53E-04	5.87E-04	6.74E-04	7.76E-04	1.00E-03
1:Del:C:3	4.27E-04	1.30E-03	1.05E-03	1.82E-04	4.40E-04	1.16E-03	2.17E-03	2.41E-03	2.56E-03	6.22E-03
1:Del:C:4	6.61E-04	3.02E-03	4.53E-04	1.29E-04	2.31E-04	3.13E-04	8.51E-04	1.49E-03	3.97E-03	2.74E-03
1:Del:C:5	6.97E-04	2.89E-04	2.66E-03	9.73E-05	0.00E+00	7.92E-04	1.86E-03	2.50E-04	1.22E-03	4.25E-03
1:Del:T:0	1.17E-04	5.39E-03	9.86E-04	1.67E-03	3.14E-04	4.82E-03	6.57E-03	1.93E-02	1.54E-02	8.50E-03
1:Del:T:1	2.27E-07	5.45E-03	8.20E-04	2.21E-04	3.89E-08	2.98E-03	2.77E-03	2.69E-03	9.33E-03	7.32E-03
1:Del:T:2	6.96E-04	5.43E-03	1.77E-03	4.33E-04	5.26E-04	2.59E-03	6.55E-03	1.07E-02	1.93E-02	6.60E-03
1:Del:T:3	1.85E-03	4.88E-03	2.89E-03	1.05E-03	0.00E+00	4.27E-03	1.04E-02	8.91E-03	1.70E-02	6.20E-03
1:Del:T:4	1.02E-03	7.70E-03	3.73E-03	0.00E+00	7.99E-04	1.26E-03	4.12E-03	5.30E-04	2.22E-02	1.05E-02
1:Del:T:5	5.61E-08	1.43E-07	1.10E-02	3.90E-08	3.15E-07	2.28E-03	4.34E-03	8.66E-03	6.35E-02	9.25E-02
1:Ins:C:0	1.63E-08	2.33E-05	1.60E-08	1.81E-08	5.98E-08	9.55E-04	1.31E-03	4.61E-04	2.83E-04	1.50E-03
1:Ins:C:1	1.92E-08	1.76E-04	7.79E-05	1.37E-05	8.71E-09	7.33E-04	1.07E-03	8.37E-04	1.92E-04	4.10E-04
1:Ins:C:2	1.01E-08	7.34E-05	8.43E-05	4.36E-08	5.56E-08	5.83E-04	5.44E-04	5.36E-04	1.90E-04	5.33E-04
1:Ins:C:3	1.55E-04	2.74E-08	7.64E-08	1.36E-08	8.81E-05	1.66E-04	3.72E-05	3.78E-04	1.45E-07	1.06E-06
1:Ins:C:4	3.20E-04	2.45E-04	4.72E-04	0.00E+00	1.51E-04	7.52E-05	1.09E-03	3.67E-03	6.32E-04	5.17E-03
1:Ins:C:5	1.18E-03	5.38E-04	1.01E-03	1.91E-04	1.36E-04	9.33E-04	2.08E-03	2.54E-03	5.54E-04	4.89E-03
1:Ins:T:0	5.54E-04	3.34E-03	8.79E-04	3.71E-04	5.97E-03	9.56E-04	3.56E-03	2.98E-02	8.27E-03	2.13E-03
