NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.116	19.18	11.384	12.934	0.096	0.988	40000.0
2	48.551	18.906	11.554	12.901	0.087	0.989	40000.0
3	48.441	19.014	11.152	12.782	0.097	0.989	50000.0
4	52.137	20.689	12.411	14.174	0.097	0.986	50000.0
5	50.352	19.51	11.85	13.36	0.095	0.987	70000.0
6	50.321	19.189	11.927	13.143	0.089	0.988	50000.0
7	54.946	21.3	13.252	14.712	0.098	0.985	70000.0
8	44.328	17.541	10.018	11.486	0.089	0.991	30000.0
9	48.339	19.122	11.159	12.782	0.098	0.988	50000.0
10	52.115	20.34	12.369	13.719	0.098	0.987	60000.0
